ID,poi shape,poi type,coordinate,amenity_types,latitude,longitude
18392,Point,waste_basket," 19.0035227, 47.5134257 ",others,47.5134257,19.0035227
18393,Point,bench," 19.0036978, 47.5133349 ",others,47.5133349,19.0036978
18394,Point,waste_basket," 19.0040251, 47.5131533 ",others,47.5131533,19.0040251
18395,Point,waste_basket," 19.0045167, 47.5128845 ",others,47.5128845,19.0045167
18396,Point,bench," 19.0045425, 47.5128735 ",others,47.5128735,19.0045425
18397,Point,waste_basket," 19.0049539, 47.5126424 ",others,47.5126424,19.0049539
18398,Point,bench," 19.0052988, 47.5124094 ",others,47.5124094,19.0052988
18399,Point,waste_basket," 19.005531, 47.5122517 ",others,47.5122517,19.005531
18400,Point,waste_basket," 19.0060783, 47.5118775 ",others,47.5118775,19.0060783
18401,Point,bench," 19.0061163, 47.5118564 ",others,47.5118564,19.0061163
18402,Point,waste_basket," 19.0068238, 47.5113492 ",others,47.5113492,19.0068238
18403,Point,fast_food," 19.053451, 47.4764282 ",Sustenance,47.4764282,19.053451
18404,Point,bench," 19.0362616, 47.3381455 ",others,47.3381455,19.0362616
18405,Point,bench," 19.0362334, 47.3380919 ",others,47.3380919,19.0362334
18406,Point,bench," 19.0360912, 47.3381319 ",others,47.3381319,19.0360912
18407,Point,bench," 19.0361288, 47.3381882 ",others,47.3381882,19.0361288
18408,Point,doctors," 19.0374698, 47.3409968 ",Healthcare,47.3409968,19.0374698
18409,Point,pharmacy," 19.0372893, 47.3407666 ",Healthcare,47.3407666,19.0372893
18410,Point,arts_centre," 19.0373042, 47.3379292 ",Arts,47.3379292,19.0373042
18411,Point,police," 19.0487597, 47.3819047 ",Police,47.3819047,19.0487597
18412,Point,cafe," 19.0292947, 47.4961104 ",Sustenance,47.4961104,19.0292947
18413,Point,cafe," 19.1229035, 47.4536525 ",Sustenance,47.4536525,19.1229035
18414,Point,bicycle_parking," 19.1257779, 47.4548698 ",Transportation: Bicycle,47.4548698,19.1257779
18415,Point,bicycle_parking," 19.1247167, 47.4553655 ",Transportation: Bicycle,47.4553655,19.1247167
18416,Point,bicycle_parking," 19.124942, 47.4554886 ",Transportation: Bicycle,47.4554886,19.124942
18417,Point,bicycle_parking," 19.1270583, 47.4555543 ",Transportation: Bicycle,47.4555543,19.1270583
18418,Point,bicycle_parking," 19.1260868, 47.4563245 ",Transportation: Bicycle,47.4563245,19.1260868
18419,Point,parking_entrance," 19.0331432, 47.5300135 ",others,47.5300135,19.0331432
18420,Point,parking," 19.0335137, 47.5299454 ",Parking,47.5299454,19.0335137
18421,Point,drinking_water," 19.0221846, 47.6341535 ",others,47.6341535,19.0221846
18422,Point,post_box," 19.0242301, 47.634302 ",others,47.634302,19.0242301
18423,Point,telephone," 19.024239, 47.6343133 ",others,47.6343133,19.024239
18424,Point,drinking_water," 19.0225939, 47.6350012 ",others,47.6350012,19.0225939
18425,Point,telephone," 19.0209993, 47.635154 ",others,47.635154,19.0209993
18426,Point,post_box," 19.020976, 47.6351552 ",others,47.6351552,19.020976
18427,Point,drinking_water," 19.021867, 47.6364837 ",others,47.6364837,19.021867
18428,Point,stripclub," 19.0687837, 47.4883387 ",others,47.4883387,19.0687837
18429,Point,bicycle_parking," 19.0364719, 47.4647688 ",Transportation: Bicycle,47.4647688,19.0364719
18430,Point,bicycle_parking," 19.0384616, 47.4638145 ",Transportation: Bicycle,47.4638145,19.0384616
18431,Point,bicycle_parking," 19.0334939, 47.4649299 ",Transportation: Bicycle,47.4649299,19.0334939
18432,Point,cafe," 19.070712, 47.486124 ",Sustenance,47.486124,19.070712
18433,Point,cafe," 19.070785, 47.486368 ",Sustenance,47.486368,19.070785
18434,Point,bicycle_parking," 19.0332525, 47.4965435 ",Transportation: Bicycle,47.4965435,19.0332525
18435,Point,post_box," 19.0210874, 47.6388123 ",others,47.6388123,19.0210874
18436,Point,telephone," 19.02108, 47.6388175 ",others,47.6388175,19.02108
18437,Point,bench," 19.0433518, 47.5154592 ",others,47.5154592,19.0433518
18438,Point,bench," 19.0438663, 47.5153804 ",others,47.5153804,19.0438663
18439,Point,drinking_water," 19.0540348, 47.5353722 ",others,47.5353722,19.0540348
18440,Point,drinking_water," 19.042947, 47.5166295 ",others,47.5166295,19.042947
18441,Point,post_box," 18.8661087, 47.4234904 ",others,47.4234904,18.8661087
18442,Point,restaurant," 18.8661067, 47.4232999 ",Sustenance,47.4232999,18.8661067
18443,Point,post_box," 18.8710444, 47.4236732 ",others,47.4236732,18.8710444
18444,Point,bicycle_parking," 19.127216, 47.4550079 ",Transportation: Bicycle,47.4550079,19.127216
18445,Point,fountain," 19.1268134, 47.4561344 ",Arts,47.4561344,19.1268134
18446,Point,school," 18.9082487, 47.4070353 ",School,47.4070353,18.9082487
18447,Point,atm," 18.8833691, 47.4131235 ",Financial,47.4131235,18.8833691
18448,Point,bank," 18.8833115, 47.4131217 ",Financial,47.4131217,18.8833115
18449,Point,pub," 19.0632839, 47.4890414 ",Sustenance,47.4890414,19.0632839
18450,Point,fast_food," 19.0627371, 47.4893125 ",Sustenance,47.4893125,19.0627371
18451,Point,cafe," 19.0630938, 47.4891413 ",Sustenance,47.4891413,19.0630938
18452,Point,pub," 19.0642441, 47.489605 ",Sustenance,47.489605,19.0642441
18453,Point,dentist," 19.0632236, 47.4893838 ",Healthcare,47.4893838,19.0632236
18454,Point,fountain," 19.0640877, 47.4893981 ",Arts,47.4893981,19.0640877
18455,Point,cafe," 19.0635272, 47.4895893 ",Sustenance,47.4895893,19.0635272
18456,Point,restaurant," 19.0634011, 47.4895849 ",Sustenance,47.4895849,19.0634011
18457,Point,cafe," 19.0630384, 47.4896123 ",Sustenance,47.4896123,19.0630384
18458,Point,fast_food," 19.0634592, 47.4893322 ",Sustenance,47.4893322,19.0634592
18459,Point,telephone," 19.0637131, 47.4895243 ",others,47.4895243,19.0637131
18460,Point,telephone," 19.0637313, 47.4895254 ",others,47.4895254,19.0637313
18461,Point,ice_cream," 19.1280154, 47.4532643 ",others,47.4532643,19.1280154
18462,Point,drinking_water," 19.1301471, 47.455567 ",others,47.455567,19.1301471
18463,Point,drinking_water," 19.130985, 47.4556608 ",others,47.4556608,19.130985
18464,Point,bicycle_parking," 18.8796537, 47.5757104 ",Transportation: Bicycle,47.5757104,18.8796537
18465,Point,pub," 19.0647149, 47.4883702 ",Sustenance,47.4883702,19.0647149
18466,Point,restaurant," 19.0644957, 47.4884768 ",Sustenance,47.4884768,19.0644957
18467,Point,pub," 19.0658422, 47.4889464 ",Sustenance,47.4889464,19.0658422
18468,Point,vending_machine," 19.0661278, 47.4876475 ",Vending Machine,47.4876475,19.0661278
18469,Point,vending_machine," 19.0664062, 47.4878783 ",Vending Machine,47.4878783,19.0664062
18470,Point,vending_machine," 19.0652769, 47.4880517 ",Vending Machine,47.4880517,19.0652769
18471,Point,telephone," 19.0650339, 47.4881872 ",others,47.4881872,19.0650339
18472,Point,telephone," 19.0650171, 47.4881933 ",others,47.4881933,19.0650171
18473,Point,vending_machine," 19.0664931, 47.4888455 ",Vending Machine,47.4888455,19.0664931
18474,Point,vending_machine," 19.0662107, 47.4889898 ",Vending Machine,47.4889898,19.0662107
18475,Point,vending_machine," 19.0648118, 47.4890634 ",Vending Machine,47.4890634,19.0648118
18476,Point,vending_machine," 19.0655155, 47.4890973 ",Vending Machine,47.4890973,19.0655155
18477,Point,fast_food," 19.067789, 47.4893355 ",Sustenance,47.4893355,19.067789
18478,Point,vending_machine," 19.067551, 47.4869765 ",Vending Machine,47.4869765,19.067551
18479,Point,vending_machine," 19.0683904, 47.4871563 ",Vending Machine,47.4871563,19.0683904
18480,Point,telephone," 19.0666214, 47.4874797 ",others,47.4874797,19.0666214
18481,Point,telephone," 19.0666096, 47.4874857 ",others,47.4874857,19.0666096
18482,Point,vending_machine," 19.0684574, 47.4881473 ",Vending Machine,47.4881473,19.0684574
18483,Point,vending_machine," 19.0685463, 47.4886463 ",Vending Machine,47.4886463,19.0685463
18484,Point,vending_machine," 19.0671975, 47.4891174 ",Vending Machine,47.4891174,19.0671975
18485,Point,vending_machine," 19.0678699, 47.489311 ",Vending Machine,47.489311,19.0678699
18486,Point,telephone," 19.068018, 47.489336 ",others,47.489336,19.068018
18487,Point,fast_food," 19.065273, 47.5732665 ",Sustenance,47.5732665,19.065273
18488,Point,fast_food," 19.0652793, 47.573378 ",Sustenance,47.573378,19.0652793
18489,Point,fast_food," 19.0652507, 47.5730566 ",Sustenance,47.5730566,19.0652507
18490,Point,police," 18.8819161, 47.4133975 ",Police,47.4133975,18.8819161
18491,Point,car_wash," 18.8906396, 47.4070799 ",Transportation: Car,47.4070799,18.8906396
18492,Point,pharmacy," 18.8883782, 47.4095169 ",Healthcare,47.4095169,18.8883782
18493,Point,car_wash," 18.8816977, 47.4104539 ",Transportation: Car,47.4104539,18.8816977
18494,Point,bar," 18.8913022, 47.4067974 ",Sustenance,47.4067974,18.8913022
18495,Point,atm," 18.8906048, 47.4076003 ",Financial,47.4076003,18.8906048
18496,Point,parking," 18.9541261, 47.3845048 ",Parking,47.3845048,18.9541261
18497,Point,parking," 18.9544534, 47.3844519 ",Parking,47.3844519,18.9544534
18498,Point,bicycle_parking," 18.9542355, 47.3849654 ",Transportation: Bicycle,47.3849654,18.9542355
18499,Point,dojo," 19.0690758, 47.4877252 ",others,47.4877252,19.0690758
18500,Point,pub," 19.0700491, 47.4871096 ",Sustenance,47.4871096,19.0700491
18501,Point,fast_food," 19.0685882, 47.486554 ",Sustenance,47.486554,19.0685882
18502,Point,bank," 19.0697447, 47.4861481 ",Financial,47.4861481,19.0697447
18503,Point,restaurant," 19.0691767, 47.4892861 ",Sustenance,47.4892861,19.0691767
18504,Point,telephone," 19.0701386, 47.4870504 ",others,47.4870504,19.0701386
18505,Point,telephone," 19.0701406, 47.4870656 ",others,47.4870656,19.0701406
18506,Point,vending_machine," 19.0694797, 47.4875831 ",Vending Machine,47.4875831,19.0694797
18507,Point,vending_machine," 19.0702763, 47.4879919 ",Vending Machine,47.4879919,19.0702763
18508,Point,vending_machine," 19.0695733, 47.4883558 ",Vending Machine,47.4883558,19.0695733
18509,Point,vending_machine," 19.0704072, 47.4887337 ",Vending Machine,47.4887337,19.0704072
18510,Point,telephone," 19.0704325, 47.4890232 ",others,47.4890232,19.0704325
18511,Point,telephone," 19.0704355, 47.4890423 ",others,47.4890423,19.0704355
18512,Point,vending_machine," 19.069263, 47.4893244 ",Vending Machine,47.4893244,19.069263
18513,Point,fast_food," 19.0592643, 47.5293929 ",Sustenance,47.5293929,19.0592643
18514,Point,cafe," 19.059192, 47.5292334 ",Sustenance,47.5292334,19.059192
18515,Point,telephone," 19.0571156, 47.5242436 ",others,47.5242436,19.0571156
18516,Point,shelter," 18.9278394, 47.5570408 ",others,47.5570408,18.9278394
18517,Point,fountain," 19.1253759, 47.4551097 ",Arts,47.4551097,19.1253759
18518,Point,pub," 19.1293527, 47.6376875 ",Sustenance,47.6376875,19.1293527
18519,Point,pub," 19.0497413, 47.5666884 ",Sustenance,47.5666884,19.0497413
18520,Point,pub," 19.0585579, 47.6163003 ",Sustenance,47.6163003,19.0585579
18521,Point,pub," 19.0438482, 47.5862034 ",Sustenance,47.5862034,19.0438482
18522,Point,pub," 19.0666979, 47.5944938 ",Sustenance,47.5944938,19.0666979
18523,Point,pub," 19.0662642, 47.5943006 ",Sustenance,47.5943006,19.0662642
18524,Point,fast_food," 19.0148046, 47.4617983 ",Sustenance,47.4617983,19.0148046
18525,Point,drinking_water," 19.0314636, 47.454715 ",others,47.454715,19.0314636
18526,Point,cafe," 19.0371499, 47.5101545 ",Sustenance,47.5101545,19.0371499
18527,Point,restaurant," 19.0386798, 47.5103547 ",Sustenance,47.5103547,19.0386798
18528,Point,vending_machine," 19.022366, 47.464 ",Vending Machine,47.464,19.022366
18529,Point,vending_machine," 19.0214491, 47.4641765 ",Vending Machine,47.4641765,19.0214491
18530,Point,vending_machine," 19.021474, 47.4641751 ",Vending Machine,47.4641751,19.021474
18531,Point,bicycle_parking," 19.0375874, 47.4645376 ",Transportation: Bicycle,47.4645376,19.0375874
18532,Point,bicycle_parking," 19.0322068, 47.4657151 ",Transportation: Bicycle,47.4657151,19.0322068
18533,Point,bicycle_parking," 19.0332451, 47.4648172 ",Transportation: Bicycle,47.4648172,19.0332451
18534,Point,bicycle_parking," 19.3486092, 47.6008117 ",Transportation: Bicycle,47.6008117,19.3486092
18535,Point,bicycle_parking," 19.3495237, 47.5978453 ",Transportation: Bicycle,47.5978453,19.3495237
18536,Point,bicycle_parking," 19.3487593, 47.6000609 ",Transportation: Bicycle,47.6000609,19.3487593
18537,Point,bicycle_parking," 19.3481603, 47.5966323 ",Transportation: Bicycle,47.5966323,19.3481603
18538,Point,bicycle_parking," 19.053694, 47.5369437 ",Transportation: Bicycle,47.5369437,19.053694
18539,Point,waste_basket," 19.053635, 47.536828 ",others,47.536828,19.053635
18540,Point,bank," 19.0265246, 47.5073207 ",Financial,47.5073207,19.0265246
18541,Point,cafe," 19.0303923, 47.5081578 ",Sustenance,47.5081578,19.0303923
18542,Point,restaurant," 19.062244, 47.498402 ",Sustenance,47.498402,19.062244
18543,Point,restaurant," 18.9142036, 47.3957982 ",Sustenance,47.3957982,18.9142036
18544,Point,pub," 19.065813, 47.5059443 ",Sustenance,47.5059443,19.065813
18545,Point,restaurant," 19.0671942, 47.5064218 ",Sustenance,47.5064218,19.0671942
18546,Point,cafe," 19.0661154, 47.5057118 ",Sustenance,47.5057118,19.0661154
18547,Point,vending_machine," 19.0659717, 47.505869 ",Vending Machine,47.505869,19.0659717
18548,Point,recycling," 19.0670299, 47.5063938 ",Recycling,47.5063938,19.0670299
18549,Point,vending_machine," 19.0670118, 47.5064052 ",Vending Machine,47.5064052,19.0670118
18550,Point,bench," 18.9224469, 47.3775906 ",others,47.3775906,18.9224469
18551,Point,post_office," 19.059029, 47.601439 ",others,47.601439,19.059029
18552,Point,bicycle_parking," 19.0580802, 47.4872112 ",Transportation: Bicycle,47.4872112,19.0580802
18553,Point,bicycle_parking," 19.0582694, 47.4873345 ",Transportation: Bicycle,47.4873345,19.0582694
18554,Point,bicycle_parking," 19.0598134, 47.4868193 ",Transportation: Bicycle,47.4868193,19.0598134
18555,Point,bicycle_parking," 19.0601519, 47.4864956 ",Transportation: Bicycle,47.4864956,19.0601519
18556,Point,bicycle_parking," 19.0587852, 47.4854684 ",Transportation: Bicycle,47.4854684,19.0587852
18557,Point,bicycle_parking," 19.0592067, 47.4849635 ",Transportation: Bicycle,47.4849635,19.0592067
18558,Point,bicycle_parking," 19.0601931, 47.4848611 ",Transportation: Bicycle,47.4848611,19.0601931
18559,Point,bicycle_parking," 19.0604252, 47.4846986 ",Transportation: Bicycle,47.4846986,19.0604252
18560,Point,bicycle_parking," 19.0597581, 47.4841632 ",Transportation: Bicycle,47.4841632,19.0597581
18561,Point,bicycle_parking," 19.0617749, 47.4827117 ",Transportation: Bicycle,47.4827117,19.0617749
18562,Point,bicycle_parking," 19.0745557, 47.4861219 ",Transportation: Bicycle,47.4861219,19.0745557
18563,Point,bicycle_parking," 19.0745342, 47.485754 ",Transportation: Bicycle,47.485754,19.0745342
18564,Point,bicycle_parking," 19.0533345, 47.4846695 ",Transportation: Bicycle,47.4846695,19.0533345
18565,Point,bicycle_parking," 19.0218047, 47.4652939 ",Transportation: Bicycle,47.4652939,19.0218047
18566,Point,bicycle_parking," 19.0217305, 47.4643008 ",Transportation: Bicycle,47.4643008,19.0217305
18567,Point,bicycle_parking," 19.0220729, 47.4644018 ",Transportation: Bicycle,47.4644018,19.0220729
18568,Point,bicycle_parking," 19.0224457, 47.4641909 ",Transportation: Bicycle,47.4641909,19.0224457
18569,Point,bicycle_parking," 19.0246045, 47.4687419 ",Transportation: Bicycle,47.4687419,19.0246045
18570,Point,fast_food," 18.9627086, 47.5626362 ",Sustenance,47.5626362,18.9627086
18571,Point,post_office," 19.0714991, 47.473688 ",others,47.473688,19.0714991
18572,Point,fast_food," 19.0477027, 47.4771522 ",Sustenance,47.4771522,19.0477027
18573,Point,restaurant," 19.023743, 47.500811 ",Sustenance,47.500811,19.023743
18574,Point,kindergarten," 19.220812, 47.4720741 ",School,47.4720741,19.220812
18575,Point,post_box," 18.870672, 47.4078175 ",others,47.4078175,18.870672
18576,Point,bench," 18.9710265, 47.5289173 ",others,47.5289173,18.9710265
18577,Point,waste_basket," 18.9709841, 47.5289137 ",others,47.5289137,18.9709841
18578,Point,nightclub," 19.3335138, 47.5951919 ",Entertainment,47.5951919,19.3335138
18579,Point,pharmacy," 19.0579406, 47.5980935 ",Healthcare,47.5980935,19.0579406
18580,Point,school," 18.9237183, 47.3830087 ",School,47.3830087,18.9237183
18581,Point,waste_basket," 18.9229059, 47.3823761 ",others,47.3823761,18.9229059
18582,Point,parking," 18.9091536, 47.3589723 ",Parking,47.3589723,18.9091536
18583,Point,parking," 18.9099272, 47.3597855 ",Parking,47.3597855,18.9099272
18584,Point,atm," 19.3456326, 47.5998643 ",Financial,47.5998643,19.3456326
18585,Point,fountain," 19.3461959, 47.5948193 ",Arts,47.5948193,19.3461959
18586,Point,vending_machine," 18.9253481, 47.3794837 ",Vending Machine,47.3794837,18.9253481
18587,Point,drinking_water," 18.9681213, 47.5481528 ",others,47.5481528,18.9681213
18588,Point,bench," 18.919455, 47.5923078 ",others,47.5923078,18.919455
18589,Point,fast_food," 18.9379418, 47.5926649 ",Sustenance,47.5926649,18.9379418
18590,Point,pub," 18.9153405, 47.594143 ",Sustenance,47.594143,18.9153405
18591,Point,fuel," 18.9696515, 47.5679303 ",Fuel Station,47.5679303,18.9696515
18592,Point,restaurant," 19.051262, 47.4961228 ",Sustenance,47.4961228,19.051262
18593,Point,shelter," 18.9538663, 47.5021991 ",others,47.5021991,18.9538663
18594,Point,drinking_water," 18.9924596, 47.5455466 ",others,47.5455466,18.9924596
18595,Point,restaurant," 18.9012624, 47.6081904 ",Sustenance,47.6081904,18.9012624
18596,Point,pub," 19.0863092, 47.5612768 ",Sustenance,47.5612768,19.0863092
18597,Point,waste_basket," 19.0827244, 47.5011361 ",others,47.5011361,19.0827244
18598,Point,waste_basket," 19.103424, 47.5342717 ",others,47.5342717,19.103424
18599,Point,bicycle_parking," 19.0179233, 47.4642382 ",Transportation: Bicycle,47.4642382,19.0179233
18600,Point,pharmacy," 19.1148903, 47.5794206 ",Healthcare,47.5794206,19.1148903
18601,Point,kindergarten," 18.9362256, 47.5445631 ",School,47.5445631,18.9362256
18602,Point,kindergarten," 18.9438228, 47.5449718 ",School,47.5449718,18.9438228
18603,Point,vending_machine," 19.0207596, 47.4642192 ",Vending Machine,47.4642192,19.0207596
18604,Point,vending_machine," 19.0207154, 47.4642219 ",Vending Machine,47.4642219,19.0207154
18605,Point,recycling," 19.0654393, 47.5166619 ",Recycling,47.5166619,19.0654393
18606,Point,restaurant," 19.0641051, 47.502975 ",Sustenance,47.502975,19.0641051
18607,Point,post_box," 19.0713845, 47.5196468 ",others,47.5196468,19.0713845
18608,Point,restaurant," 19.0794989, 47.528832 ",Sustenance,47.528832,19.0794989
18609,Point,bank," 19.0794568, 47.5289093 ",Financial,47.5289093,19.0794568
18610,Point,bank," 19.0795562, 47.5289785 ",Financial,47.5289785,19.0795562
18611,Point,atm," 19.0792296, 47.5244107 ",Financial,47.5244107,19.0792296
18612,Point,bench," 19.0839565, 47.5342518 ",others,47.5342518,19.0839565
18613,Point,bank," 19.0796576, 47.5290715 ",Financial,47.5290715,19.0796576
18614,Point,bank," 19.0798052, 47.5291042 ",Financial,47.5291042,19.0798052
18615,Point,post_office," 19.0615763, 47.5184053 ",others,47.5184053,19.0615763
18616,Point,atm," 19.0460555, 47.4775461 ",Financial,47.4775461,19.0460555
18617,Point,telephone," 19.0461284, 47.4775374 ",others,47.4775374,19.0461284
18618,Point,recycling," 19.0935436, 47.5245936 ",Recycling,47.5245936,19.0935436
18619,Point,recycling," 19.0817394, 47.5227017 ",Recycling,47.5227017,19.0817394
18620,Point,toilets," 19.0595577, 47.4944037 ",others,47.4944037,19.0595577
18621,Point,recycling," 19.0167757, 47.4636882 ",Recycling,47.4636882,19.0167757
18622,Point,telephone," 18.9184474, 47.3907975 ",others,47.3907975,18.9184474
18623,Point,doctors," 18.9218175, 47.3883282 ",Healthcare,47.3883282,18.9218175
18624,Point,pharmacy," 18.921866, 47.3882975 ",Healthcare,47.3882975,18.921866
18625,Point,fast_food," 19.0340036, 47.5301312 ",Sustenance,47.5301312,19.0340036
18626,Point,pub," 18.9245501, 47.3852678 ",Sustenance,47.3852678,18.9245501
18627,Point,waste_basket," 18.9247298, 47.3858482 ",others,47.3858482,18.9247298
18628,Point,dentist," 18.9238028, 47.3832883 ",Healthcare,47.3832883,18.9238028
18629,Point,restaurant," 19.076654, 47.5247529 ",Sustenance,47.5247529,19.076654
18630,Point,drinking_water," 19.0304717, 47.4991741 ",others,47.4991741,19.0304717
18631,Point,fuel," 19.187202, 47.5209634 ",Fuel Station,47.5209634,19.187202
18632,Point,cafe," 19.1844009, 47.5169863 ",Sustenance,47.5169863,19.1844009
18633,Point,parking," 19.1863697, 47.5162472 ",Parking,47.5162472,19.1863697
18634,Point,parking," 19.1843956, 47.5176167 ",Parking,47.5176167,19.1843956
18635,Point,parking," 19.1839744, 47.516302 ",Parking,47.516302,19.1839744
18636,Point,parking," 19.1859405, 47.5176312 ",Parking,47.5176312,19.1859405
18637,Point,pub," 19.0474149, 47.4684592 ",Sustenance,47.4684592,19.0474149
18638,Point,cafe," 19.0691816, 47.4979722 ",Sustenance,47.4979722,19.0691816
18639,Point,waste_basket," 18.9214258, 47.3888031 ",others,47.3888031,18.9214258
18640,Point,drinking_water," 18.9049529, 47.4034663 ",others,47.4034663,18.9049529
18641,Point,drinking_water," 18.9903557, 47.4104469 ",others,47.4104469,18.9903557
18642,Point,restaurant," 19.040645, 47.4133654 ",Sustenance,47.4133654,19.040645
18643,Point,car_wash," 18.880508, 47.4165041 ",Transportation: Car,47.4165041,18.880508
18644,Point,restaurant," 19.0829172, 47.50077 ",Sustenance,47.50077,19.0829172
18645,Point,cafe," 19.0185181, 47.4946865 ",Sustenance,47.4946865,19.0185181
18646,Point,taxi," 19.1844635, 47.5148859 ",others,47.5148859,19.1844635
18647,Point,post_box," 19.0466836, 47.5401021 ",others,47.5401021,19.0466836
18648,Point,drinking_water," 19.0457722, 47.5431751 ",others,47.5431751,19.0457722
18649,Point,drinking_water," 19.0535851, 47.5497705 ",others,47.5497705,19.0535851
18650,Point,drinking_water," 19.0528162, 47.5498974 ",others,47.5498974,19.0528162
18651,Point,bank," 19.0413144, 47.343879 ",Financial,47.343879,19.0413144
18652,Point,bicycle_parking," 19.123308, 47.4552228 ",Transportation: Bicycle,47.4552228,19.123308
18653,Point,parking," 19.1830725, 47.5189668 ",Parking,47.5189668,19.1830725
18654,Point,parking," 19.1811896, 47.5208905 ",Parking,47.5208905,19.1811896
18655,Point,parking," 19.1832066, 47.5205065 ",Parking,47.5205065,19.1832066
18656,Point,drinking_water," 18.8818946, 47.4222645 ",others,47.4222645,18.8818946
18657,Point,post_box," 18.8917837, 47.4054771 ",others,47.4054771,18.8917837
18658,Point,telephone," 18.8877301, 47.4017152 ",others,47.4017152,18.8877301
18659,Point,car_wash," 18.8950681, 47.4049171 ",Transportation: Car,47.4049171,18.8950681
18660,Point,place_of_worship," 18.8935693, 47.4047441 ",Religion,47.4047441,18.8935693
18661,Point,bank," 18.9095215, 47.6213283 ",Financial,47.6213283,18.9095215
18662,Point,townhall," 18.9117379, 47.6212524 ",Government,47.6212524,18.9117379
18663,Point,bench," 18.9872172, 47.5310824 ",others,47.5310824,18.9872172
18664,Point,bank," 18.9124886, 47.6190046 ",Financial,47.6190046,18.9124886
18665,Point,restaurant," 18.9003726, 47.616093 ",Sustenance,47.616093,18.9003726
18666,Point,pub," 19.1229994, 47.5164354 ",Sustenance,47.5164354,19.1229994
18667,Point,pub," 19.1083367, 47.5537153 ",Sustenance,47.5537153,19.1083367
18668,Point,recycling," 19.0294655, 47.5264726 ",Recycling,47.5264726,19.0294655
18669,Point,recycling," 19.031038, 47.5291423 ",Recycling,47.5291423,19.031038
18670,Point,place_of_worship," 18.9593785, 47.5768962 ",Religion,47.5768962,18.9593785
18671,Point,recycling," 19.0300705, 47.5219895 ",Recycling,47.5219895,19.0300705
18672,Point,parking," 19.0003088, 47.5548187 ",Parking,47.5548187,19.0003088
18673,Point,veterinary," 19.1233097, 47.4555914 ",Healthcare,47.4555914,19.1233097
18674,Point,pub," 18.905917, 47.3819987 ",Sustenance,47.3819987,18.905917
18675,Point,waste_basket," 18.9064332, 47.3821691 ",others,47.3821691,18.9064332
18676,Point,bicycle_parking," 19.0543649, 47.49899 ",Transportation: Bicycle,47.49899,19.0543649
18677,Point,bicycle_parking," 19.0549665, 47.4992336 ",Transportation: Bicycle,47.4992336,19.0549665
18678,Point,drinking_water," 18.87853, 47.4237371 ",others,47.4237371,18.87853
18679,Point,school," 18.8888042, 47.4193725 ",School,47.4193725,18.8888042
18680,Point,recycling," 18.916318, 47.4308734 ",Recycling,47.4308734,18.916318
18681,Point,recycling," 18.9109244, 47.4316364 ",Recycling,47.4316364,18.9109244
18682,Point,recycling," 18.9154471, 47.434757 ",Recycling,47.434757,18.9154471
18683,Point,recycling," 18.9009902, 47.4399265 ",Recycling,47.4399265,18.9009902
18684,Point,telephone," 18.8848882, 47.4126736 ",others,47.4126736,18.8848882
18685,Point,telephone," 18.884839, 47.4127031 ",others,47.4127031,18.884839
18686,Point,post_box," 18.882629, 47.413472 ",others,47.413472,18.882629
18687,Point,recycling," 19.1947527, 47.4312131 ",Recycling,47.4312131,19.1947527
18688,Point,pharmacy," 19.1330279, 47.4604799 ",Healthcare,47.4604799,19.1330279
18689,Point,drinking_water," 19.1368815, 47.4588083 ",others,47.4588083,19.1368815
18690,Point,drinking_water," 18.8950728, 47.414795 ",others,47.414795,18.8950728
18691,Point,restaurant," 19.0700806, 47.5243774 ",Sustenance,47.5243774,19.0700806
18692,Point,recycling," 18.9131822, 47.430324 ",Recycling,47.430324,18.9131822
18693,Point,pub," 18.9015843, 47.369796 ",Sustenance,47.369796,18.9015843
18694,Point,bench," 19.018558, 47.4625514 ",others,47.4625514,19.018558
18695,Point,bench," 19.018577, 47.4622642 ",others,47.4622642,19.018577
18696,Point,bench," 19.0185729, 47.4623257 ",others,47.4623257,19.0185729
18697,Point,bench," 19.0185699, 47.4623709 ",others,47.4623709,19.0185699
18698,Point,bench," 19.0185626, 47.4624813 ",others,47.4624813,19.0185626
18699,Point,bench," 19.0185562, 47.4625785 ",others,47.4625785,19.0185562
18700,Point,vending_machine," 19.0597783, 47.4946022 ",Vending Machine,47.4946022,19.0597783
18701,Point,drinking_water," 19.0447311, 47.5220596 ",others,47.5220596,19.0447311
18702,Point,drinking_water," 19.044652, 47.5233909 ",others,47.5233909,19.044652
18703,Point,bicycle_parking," 19.043691, 47.5236392 ",Transportation: Bicycle,47.5236392,19.043691
18704,Point,post_box," 19.3479333, 47.5988147 ",others,47.5988147,19.3479333
18705,Point,bicycle_parking," 19.3482224, 47.598996 ",Transportation: Bicycle,47.598996,19.3482224
18706,Point,public_bookcase," 18.9285782, 47.5576006 ",Education,47.5576006,18.9285782
18707,Point,bench," 18.9285811, 47.5576404 ",others,47.5576404,18.9285811
18708,Point,bicycle_parking," 19.0363829, 47.4510031 ",Transportation: Bicycle,47.4510031,19.0363829
18709,Point,bicycle_parking," 19.0373974, 47.4480341 ",Transportation: Bicycle,47.4480341,19.0373974
18710,Point,bicycle_parking," 19.0353053, 47.4480867 ",Transportation: Bicycle,47.4480867,19.0353053
