ID,Apartment,House,Price,Size(sqm),Price/sqm,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Street,Bedroom,Floor,Garage optional,Parking place optional,View,View: Courtyard,View: Hills,View: Garden,View: Panoramic,View: Danube,View: Square,View: Street,Furniture optional,Elevator optional,Air conditioner optional,Details,Longitude,Latitude,Postcode,District,Lats,Lons,Distace to Danube,Distace to City Centre,Distace to Keleti,Distace to Nyugati,Distance to Deli,Distance to Airport,Distance to Eco Zone,Distance to Crime Pot,Distance to Uni1,Distance to Uni2,Distance to Uni3,Distance to Uni4,Distance to Uni5,Distance to Uni6,Distance to Uni7,Distance to Uni8,Distance to Uni9,Distance to Uni10,Distance to Uni11,Distance to Uni12,Distance to Uni13,Distance to Uni14,Distance to Uni15,Distance to Uni16,Distance to Uni17,Distance to Uni18,Distance to Uni19,Distance to Uni20,Distance to Uni21
10,1,0,29800000,2,14900000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,1.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offer for sale 28 sqm studio apartment in district VI. Located between Nyugati and the Opera, this is a first-floor, courtyard flat with excellent facilities. Entering the fully refurbished flat, we arrive at a kitchen equipped with a security door, leading to a living room with the dining area. The living room has a space separator to provide privacy for the sleeping area. A comfortable wardrobe is at your disposal to store your convenience stuff. The bathroom has a youthful design, recently built, so you can be the first one to enjoy the built-in shower first.The apartment was built from scratch, so everything is brand new, and you can benefit the guarantee. It has very low common cost (about 11k HUF).",19.05584225,47.5088348,1065,6,47.5088348,19.05584225,0.8560534391109865,1.422400703935466,2.2598845190649857,0.32523709839733866,2.48684160585074,16.701915813328903,0.12415560192550132,1.137377482494972,1.6932078445813379,1.9385946570484902,1.9385946570484902,3.019014106476487,5.159850691208111,2.006511909883484,5.96630435036353,1.0261753258602908,2.5046096246567333,3.2528674182000286,0.8881264246730465,0.8538926370150337,5.929680041277817,2.23405885569676,4.579666215983734,4.934556616678051,3.7329635767460276,3.2456620281990594,2.0309493944449994,2.536274036460774,2.9237941075619567
11,1,0,31800000,3,10600000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,3.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer for sale a 31 m2 furnished studio apartment on the 3rd floor. It is located at the beginning of Akácfa Street, 2 minutes walk from the Blaha Boulevard, near the Emke Hotel, in the middle of the party area. The common cost is 11500 HUF, which includes unlimited water consumption. The facade was renewed last year. Excellent investment, high rental yield.",19.06801904,47.49875613,1072,7,47.49875613,19.06801904,1.3518978123944043,1.3243646174679806,1.2244426406564086,1.642497607069036,3.2736042031943082,15.380406792001493,0.6914942000855543,0.36845768573018983,0.4068564773022621,0.7806603694081218,0.7806603694081218,2.11766639593046,4.371748098959843,0.5913589968435266,5.117018008851693,1.3997001491892733,1.5750543464884477,1.909799292430747,0.5748447834507778,0.9811935802463262,7.128165495852246,1.1699128850151548,4.186259381173038,6.106135604744801,2.289068470559753,4.678536308873534,0.7875810458664213,1.2596372323360205,3.3391483730185683
12,1,0,28900000,3,9633333.332999999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,0.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale a 33 sqm furnished apartment in district 6, Izabella utca next to Andrássy út. It is situated in a classical style building on the ground floor. The flat consists of a bedroom, a kitchen with dining area, and a bathroom with a toilet. Windows are facing to the the inner courtyard. Common charges: 8500 HUF /month including water fee and all utility costs. Heating: gas convector. Great opportunity for investment due to its perfect location. It could be a profitable investment or an ideal home as well. High rental potential. Andrássy út, which is a UNESCO World Heritage Site, is easy to reach from here. There are several coffee houses, restaurants and pedestrian areas in the district. Mostly classical-style villas and embassies are located here. The Heroes’ Square is also nearby, which is one of the most popular touristic sites of district 6. Városliget (City Park) provides several sport and entertainment opportunities (Museum of Fine Arts, Széchenyi Thermal Bath, Budapest Zoo and Botanical Garden). The district provides exceptionally good traffic opportunities: metro line no. 1, tram line no. 4 and 6., trolley line no. 76, train (Nyugati railway station). ",19.06660652,47.50839951,1064,6,47.50839951,19.06660652,1.6337677031248259,1.7807854072738214,1.510645183303951,0.7891785366621218,3.248588812201336,15.967704460016414,0.8873190996085496,0.9631858088059289,1.455809001625571,1.8022813417781822,1.8022813417781822,3.0849815554317095,4.350891432237764,1.66142061879158,5.156456068083468,1.5426628406590828,2.5373360680934205,2.9849640380386,0.5917429213964275,0.09958371263603981,6.052278627532657,2.1731791191024636,3.8171799489303373,5.7396540711957655,3.2727952033485868,3.750474356992386,1.842343616925355,2.3323749223365167,3.588172679089516
13,1,0,28990000,4,7247500.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0.0,1,1, Garden,0,0,1,0,0,0,0,1,1,1,"We are offering for sale newly built apartments in a condominium in district 10, next to Szent László tér and Városközpont. These apartments are between 28 sqm and 96 sqm and they are situated in a 4-storey building. The street is quiet, wide, nonetheless free from transit traffic. The building is in the best part of the district , in the neighbourhood there is a school, kindergarten, shopping malls, public transport hub. Heating: geothermal, electricity: by sun collectors. Now you can choose the clolours and wall coverings. It will be finished till Autumn of 2019. For further information, floorplan and viewing please call me!",19.1305902,47.48782986,1102,10,47.48782986,19.1305902,3.4286096565328057,6.07953465113205,3.8225646387165457,6.1121668125769615,8.103408912411771,10.660149558164608,4.87114854228625,5.2210037888665255,4.908962831436033,5.029727350310487,5.029727350310487,5.681933109327243,2.304986668089478,4.5748279657823705,2.0932198208729766,6.249466451987511,5.464909045084668,4.4073100070644475,5.264381261144867,5.253187079632708,10.073399075363271,5.1778360907545595,3.6753692891195215,10.95296398937279,3.4617019127770012,8.874459000435131,4.892180475962339,4.739444075807068,8.01290645474912
14,1,0,40990000,7,5855714.286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale a 72 sqm apartment in József Street (District VIII.), close to the Rákóczi Square, close to Hungarian Elte University. It is situated in a classical building on the 1st floor. The street facing property consists of 3 rooms (1 with gallery), a kitchen, a hall, a bathroom and a pantry. The public transportation connections are superb so it could be a great investment or ideal home as well.",19.07087291,47.49207243,1085,8,47.49207243,19.07087291,0.847233526419588,1.5941333848513042,1.4229623965668081,2.4015113637911227,3.626468217117432,14.875987260852623,0.6911227000054833,1.0421711953257051,0.5029035105554408,0.5188225497075225,0.5188225497075225,1.6322054809966844,4.409674554405732,0.18245138152719703,5.087665147394476,1.8602841505265804,1.164252524723862,1.1426902407521786,1.3405878445264237,1.7454573859525273,7.895655637066267,0.7620739956819295,4.470282910100691,6.582017676572049,1.5757786869555475,5.424452758131562,0.38568757261179176,0.57417446129899,3.504783656361416
15,1,0,150000000,9,16666666.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.0,1,1, River Danube,0,0,0,0,1,0,0,1,1,1,"We are offering for sale a 95 sqm luxury apartment on Belgrád rakpart next to Duna korzó. The panoramic view property situated in a classical building which built in the year 1900's. The flat consists of 2 bedrooms, 2 bathrooms, an open plan kitchen, a living room, a separate toilet and a washing room. The apartment is under renovation. Great opportunity for investment or a home. (pictures made from the previously completed apartments, or visuals)",19.05023372,47.49251556,1052,5,47.49251556,19.05023372,0.07222236777844664,0.44699961255378,2.711222295044469,2.1867795085380797,2.163180779329335,16.327929437054262,0.784882369497645,1.2968839674173123,1.2390796666924935,1.0327319217962416,1.0327319217962416,1.268236774542274,5.845926537691376,1.5144989755282958,6.566364631552731,0.9033415486873078,0.8948996829990784,2.0565256150180264,1.601360279219059,2.0960043926484904,7.7472422297066315,0.9403078534414453,5.687059619173967,5.186128980953164,2.895594353436384,4.782878451675887,1.1682762893129695,1.4163236591813244,1.9535251923524108
16,1,0,39760000,6,6626666.667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.0,1,1, Garden,0,0,1,0,0,0,0,1,1,1,"We are offering for sale newly built apartments in a condominium in district 10, next to Szent László tér and Városközpont. These apartments are between 28 sqm and 96 sqm and they are situated in a 4-storey building. The street is quiet, wide, nonetheless free from transit traffic. The building is in the best part of the district , in the neighbourhood there is a school, kindergarten, shopping malls, public transport hub. Heating: geothermal, electricity: by sun collectors. Now you can choose the clolours and wall coverings. It will be finished till Autumn of 2019. For further information, floorplan and viewing please call me!",19.13001574,47.48790124,1102,10,47.48790124,19.13001574,3.3860513283520004,6.035656681087092,3.7797873706611047,6.069831977483048,8.059521400276639,10.701287980295401,4.831879446197441,5.177259734330885,4.865077257296601,4.985990258344527,4.985990258344527,5.640044986376928,2.2890470652379085,4.5309733778619865,2.092981033228404,6.205629865028127,5.4220059174674615,4.3658503390098415,5.220999194289363,5.2106667792733266,10.042264953301423,5.134466904623884,3.6542010468061146,10.909372667958799,3.4209034996543206,8.834740622596284,4.8484719169649475,4.69635919801618,7.969251929543256
17,1,0,48000000,6,8000000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale an unrenovated, one bedroom apartment in Révay utca. The courtyard facing property is situated on the 1st floor in a nice classical style building. The flat consists of one bedroom, a livingroom, a kitchen, bathroom, pantry. The common cost is 20.000 HUF. Could be a great investment!",19.05516605,47.50313888,1065,6,47.50313888,19.05516605,0.7587972041216632,0.8084514661492863,2.162777820733575,0.9540934136330793,2.3028692426497464,16.461774968908085,0.10061866423098856,0.7149953494458995,1.2019931716694332,1.376035494825894,1.376035494825894,2.385715051584364,5.240084537064307,1.550625137699524,6.0221551960273505,0.5031417183890136,1.877723176817895,2.7044386540799104,0.6911544225194908,1.0189922644164446,6.561907090646924,1.6325410615485747,4.824964452522908,5.036487613229246,3.2806489862033867,3.787403219709117,1.4867932191123137,1.977656707661008,2.5585289849354003
18,1,0,36800000,8,4600000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale an unrenovated, 85sqm apartment in Kiss József utca. The street facing property is situated on the 2nd floor in building which has not elevator. The flat consists of 2 bedrooms, a livingroom, , kitchen, bathroom, separate toilet. Common cost is 15.000 HUF. Could be a great investment.",19.07349126,47.49764018,1088,8,47.49764018,19.07349126,0.9265393163126416,1.716500489625356,0.8827903377986954,1.9755690496208496,3.695226753471551,14.956324366309984,1.0519640686710505,0.7970424088950485,0.6060295182615866,0.9301658697602869,0.9301658697602869,2.229320131317844,4.008260919242967,0.5016872080503263,4.736143632974938,1.8257271488644111,1.7171253189574105,1.7556000410511852,0.9305450846361257,1.2040245592057408,7.322388896352625,1.29524579759003,3.921492605012932,6.535238849554954,1.9709549450892465,5.012575053375521,0.8683245820863894,1.2204939711856624,3.7270488886025377
19,1,0,37623300,4,9405825.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,3.0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"Great homes, Rejuvenation area, Excellent investment In the dynamically developing part of district IX, close to the National Theater and the Palace of Arts we offer for sale this newly built project, located only a few blocks from the Danube. The construction will be done in 6 phases, 3 buildings will have 6 staircases with a total of 520 apartments with well-thought floor plans and inner design. Award winning architect studio created the lay out concepts of the residential homes. On the street level the commercial spaces will accommodate a supermarket, a bank, a pharmacy, a household store and restaurants. Due to its central position and its well serviced and strongly developing infrastructure it can be a great option to a wide range of buyers, students, young professionals, families, investors with a goal of renting the units out. The area has undergone spectacular development, which going to continue with the construction of the new convention centre and class A office premises on the Danube bank. This apartment is located on the 3rd floor, has studio, faces east its base space is 42 sqm and has a 12 sqm terrace. For site visit, further information and units feel free to contact us. ",19.07638754,47.47369873,1097,9,47.47369873,19.07638754,0.38121105668400096,3.1884410481859002,3.1306455105748756,4.4539214684162935,4.9618244123544395,13.78777422520652,0.5220877618759804,3.081362605745287,2.522077603137504,2.2678454722472496,2.2678454722472496,1.8019241361827676,5.2688801838788795,2.26704289197332,5.7220079635914285,3.608285462558359,1.977740873332799,0.9512479446889444,3.4130296704090863,3.829542894539735,9.979142672522856,2.0406858976246522,5.821416252882897,7.98865188282241,1.1299327335633595,7.427911538396572,2.1699074377628653,1.6663030322573706,4.4906168928638
20,1,0,265000000,25,10600000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,_,18.94690737,47.56218778,1029,2,47.56218778,18.94690737,3.8685907478707784,10.679136885463988,12.303666502449746,10.011348126821757,8.9289743575177,26.740700247611343,6.0803735277796385,11.15370326437329,11.641334498376475,11.733321213257494,11.733321213257494,12.110023617809128,14.625840861904308,11.996067619072768,15.43664830947679,10.309760078668232,11.855660075523208,12.994907045547727,10.983546359201318,10.874504225890224,8.025449990512037,11.843983379545817,13.48723781810511,6.054638163908504,13.709202330105082,7.267648395360146,11.866353287396038,12.292715865063322,9.599260065555969
21,1,0,99000000,7,14142857.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5.0,1,1, Square,0,0,0,0,0,1,0,1,1,1,"We are offering for sale 72 sqm unrenovated property in József nádor tér. The property is situated on the 5th floor in a good condition building which has an elevator. Thr property consists of 2 bedrooms, living room, 8 sqm balcony, kitchen, bathroom and seperate toilet. Common cost 26.600 HUF/month which include the heating. The apartment has a storage in the basement as well. It could be great opportunity for investment or ideal home as well.",19.04918804,47.49925945,1051,5,47.49925945,19.04918804,0.1704164008926501,0.3248677133809188,2.6141138093104717,1.499851894232452,1.86102751949399,16.688864571722014,0.6519123316635018,1.0762799570458523,1.3513178062752027,1.3545798945035954,1.3545798945035954,2.011357680438223,5.745314830281355,1.7048392594092703,6.509087137337088,0.155201560680303,1.577165379783595,2.6149730790236454,1.2252814981586801,1.6284182818786994,7.001368702053833,1.4667281990047356,5.406642976765207,4.768337641657623,3.3387466867811915,4.038506851988931,1.4929369607094634,1.9041815010880336,1.9800585439869043
22,1,0,42000000,6,7000000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale a 67 sqm apartment in district 7, Akácfa utca. It is situated in a classical style building on the 3rd floor. The flat consists of 1 bedroom, a living room, a kitchen with dining area, a pantry, and bathroom with a toilet. Windows are facing to the inner courtyard. Common charges: 12000 HUF /month. Heating: gas convector. It has got a cellar. Great opportunity for investment due to its perfect location. It could be a profitable investment or an ideal home as well. High rental potential. The inner part of the 7th district is one of the most dynamically developing areas of Budapest with several music clubs, restaurants and coffee houses. One of the most popular entertainment areas of the city center, Gozsdu garden is also here. The most famous touristic site of the district is the Dohány Street Synagogue. Thanks to the easy availability of Deák Ferenc tér and Astoria, 3 metro lines, several tram and trolley lines are only a few minutes away. ",19.06220122,47.50312632,1061,6,47.50312632,19.06220122,1.2380826989239828,1.1336832909416246,1.6369402168407505,1.0139815977957904,2.8297309238409802,15.986907113088254,0.406630387777904,0.36051962446158,0.9195607036165114,1.212400404781655,1.212400404781655,2.436361015751186,4.715142112303736,1.215545633974811,5.494847109521367,0.9869516573611776,1.8929726123485517,2.4902808504938334,0.16358058104757348,0.6126782220256274,6.5923452719344935,1.5558733133357963,4.338735678371167,5.543387345555442,2.9386065373590595,4.034980450787659,1.2828943082604944,1.7901513682560637,3.045622710304975
