ID,Apartment,House,Price,Size(sqm),Price/sqm,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Street,Bedroom,Floor,Garage optional,Parking place optional,View,View: Courtyard,View: Hills,View: Garden,View: Panoramic,View: Danube,View: Square,View: Street,Furniture optional,Elevator optional,Air conditioner optional,Details,Longitude,Latitude,Postcode,District,Lats,Lons,Distace to Danube,Distace to City Centre,Distace to Keleti,Distace to Nyugati,Distance to Deli,Distance to Airport,Distance to Eco Zone,Distance to Crime Pot,Distance to Uni1,Distance to Uni2,Distance to Uni3,Distance to Uni4,Distance to Uni5,Distance to Uni6,Distance to Uni7,Distance to Uni8,Distance to Uni9,Distance to Uni10,Distance to Uni11,Distance to Uni12,Distance to Uni13,Distance to Uni14,Distance to Uni15,Distance to Uni16,Distance to Uni17,Distance to Uni18,Distance to Uni19,Distance to Uni20,Distance to Uni21
10,1,0,135000,15,9000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 150 squaer meter apartment in district IX., in Angyal utca. It is situated on the 3th floor, the windows are facing to the street. It consist of a living room, 3 bedrooms, kitchen with dinnig area, wardrobe, bathroom, toilet. Common cost is only 32,560Ft/month. The apartment is equipped with a newly installed circo heating system. The price of the furniture is included in to the asking price. ",19.07634462,47.47987719,1096,9,47.47987719,19.07634462,0.09182208237686817,2.6717160260129478,2.458522756454591,3.8089877225118385,4.56426327404889,14.000051298460141,0.7096774165270936,2.437619640866128,1.8777626639308727,1.6639385775708755,1.6639385775708755,1.5774488527795067,4.7949037069364415,1.5991275446693334,5.314501409003013,3.0600453374988588,1.5623331679088857,0.35728394359215965,2.755454253170079,3.155937056658289,9.302193393934775,1.5067355052705638,5.238008320815877,7.594685519376151,0.7134687716898557,6.810583559894044,1.5502910434592658,1.0704317985486638,4.194241066369247
11,1,0,380000,10,38000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 107 sqm furnished duplex apartment in district 6. in Liszt Ferenc tér. It is situated in a classical building on the 4th floor. The windows are facing the street. It consists of a living room with 9 sqm balcony,american kitchen, 2 bedrooms,hall, 1 bathroom and toilet. Common cost is 37000 Ft/month(heating included).Only long term rent! ",19.06872715,47.48473532,1092,9,47.48473532,19.06872715,0.6536906621922179,1.8846807861440875,2.1732261673329147,3.110070268181661,3.796893563570563,14.72111222467636,0.3097258559769605,1.7426559933130243,1.191095469266396,0.9126789965604499,0.9126789965604499,1.0484698980424867,4.935185811101494,1.0006650703042292,5.54400740153581,2.2780301724919334,0.8336711692871851,0.43244997037079563,2.0899441062990434,2.540662709599277,8.67959636764473,0.7196675436081916,5.162587862116898,6.8229076752420195,1.2923372232261299,6.072377075250299,0.8211520358386611,0.3134265313567228,3.4783755299744876
12,1,0,546000,5,109200.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 59 sqm apartment in district 13. in Kresz Géza utca. It is situated in a classical building on the 2th floor. The windows are facing to the courtyard. The apartment is newly renovated. It consists of a living room with american kitchen, 2 bedrooms, 1 bathroom and toilet. Only long term rent! ",19.06160628,47.50543296,1061,6,47.50543296,19.06160628,1.3048879007322554,1.2854706756249477,1.7294690001005328,0.7608900174958755,2.814417169756774,16.143049679596494,0.43494371276298777,0.6201782593335469,1.1773097549656342,1.4723346418927536,1.4723346418927536,2.679888007312999,4.73616018164615,1.4626064444813451,5.528410796202889,1.0486536995597369,2.139847548540693,2.7480914108953454,0.3150679589149016,0.47227803523215384,6.332807731122983,1.8119326813565217,4.281616156558396,5.435663752396261,3.17377928584919,3.7935357054238414,1.5430976505382932,2.0501882998973784,3.104837398513498
13,1,0,209000,6,34833.33333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 62 sqm furnished apartment in district 5. in Irányi utca. It is situated in a classical building on the first floor. The windows are facing to the quiet street. The apartment is newly renovated. It consists of a living room with american kitchen, 2 bedrooms, 1 bathroom and toilet. Common cost is ~20000 Ft/month(water included).Only long term rent! ",19.05607563,47.51697109,1136,13,47.51697109,19.05607563,0.5678451579339255,2.3092584051648983,2.710637694526842,0.6029689185271228,2.9292385091879765,17.12750880837685,0.3923657334792186,1.9671942421193092,2.5257829353974106,2.8079334764715584,2.8079334764715584,3.923852229466642,5.234069105895189,2.803166577798872,6.05738033760904,1.8813483432710554,3.407315358867333,4.096615776930315,1.6428882052208758,1.3325230291810128,5.025847396356431,3.123673941749624,4.422838878939715,4.874321653729214,4.484014536586525,2.511997791597929,2.8873046785978405,3.3950928668528433,3.5416752061500008
14,1,0,350000,7,50000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 72 sqm furnished apartment in district I. in Számadó utca. It is situated in a classical building on the 2th floor. The windows are facing the courtyard. The apartment is newly renovated. It consists of a living room with american kitchen,balcony, 2 bedrooms, 2 bathrooms and toilet. Common cost is 25000 Ft/month.Only long term rent! ",19.05519846,47.4935924,1052,5,47.4935924,19.05519846,0.3166276118478124,0.4693171676167828,2.3203569028236704,2.008726447198131,2.4559460793080934,16.026532277756022,0.3932446695399947,0.9455588419275677,0.8482527737579444,0.6751412381082516,0.6751412381082516,1.3242697932063785,5.4541817027555135,1.1360588348383032,6.175709978689174,0.8884290357536911,0.8300722727470393,1.8471935028007764,1.280160548019964,1.7898962604214887,7.623357814911453,0.6960356491280821,5.307063275812394,5.451120781238664,2.617546345225442,4.775639759349209,0.816407750173283,1.1514712042323796,2.323748630110224
15,1,0,635000,6,105833.3333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 60 sqm furnished apartment in district 11. in Gombocz Zoltán utca on Gellert Hill. It is located on the 2nd floor of a recently built building on a quiet street surrounded by trees. The windows are facing the common garden. The apartment is modern and has been maintained very well, it consists of a living room with american kitchen, balcony, 2 bedrooms, 1 bathroom and toilet. 200 EUR / month includes: garage, storage, common cost and heating payments to the tenant: ELMU, Internet. Only long term rent!",19.03699661,47.48774061,1016,1,47.48774061,19.03699661,0.3124511250758215,1.419214417208803,3.833198649235502,3.058169903122435,1.7809628569787768,17.080877335450964,1.8880430394979795,2.411466263602973,2.350001027607274,2.089203056826259,2.089203056826259,1.5465769029506922,6.956721445249023,2.589051244804764,7.663241704929839,1.7173494918180399,1.5778077080795756,2.7545616814194847,2.687006578643937,3.154850673250144,8.369792652414114,1.8631980783595534,6.812939390602863,4.711366691262885,3.6946503309474004,5.167289399198498,2.2080988662121386,2.2936311660654822,1.148273580096773
16,1,0,385000,7,55000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"Available for rent a 79 sqm renovated apartment from now. It's on the 2nd floor, fully furnished and equipted. The building is in very good condition too. It has 1 livingroom with open kitchen, 1 bedroom, 2bathroom, 1 wardrobe roome, storage. It's perfect for 1 person or a couple too. The apartment is totally renovated. With low utilities. The common cost: 10 000 HUF/month. Very good located. Close to the metro, tram and buses ( bus: 7,107,5,110,112,178,133) . ",19.03166078,47.48669813,1118,11,47.48669813,19.03166078,0.026102322426669995,1.800130226491192,4.247558604176602,3.370527925340776,1.718272837153715,17.425626827013645,2.305463185847083,2.810755849075643,2.766076662302028,2.506326200914299,2.506326200914299,1.8779136445440212,7.373557702202367,3.0063080028853157,8.08059063906542,2.052931310003144,1.971576538526229,3.1235104601070165,3.0730713445822504,3.5282266490216316,8.553390701766027,2.2739002207267527,7.217365468486069,4.5119229283806765,4.072908509434855,5.2835218979010765,2.6245153465288054,2.695575727633151,0.9345448946989808
17,1,0,241000,28,8607.142856999999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1.0,1,1, Garden,0,0,1,0,0,0,0,1,1,1,.,19.05347074,47.49443574,1052,5,47.49443574,19.05347074,0.23801499324817485,0.3116162284598617,2.4094436736875835,1.9299281328393987,2.301744699504981,16.182291369258817,0.49188879196361734,0.9733759870062068,0.9611969113233904,0.8245132390022692,0.8245132390022692,1.4261950791237221,5.551724094164201,1.2686822621346652,6.281506677953178,0.7476099628780813,0.9582393819760933,2.0054873672525444,1.2809272365310334,1.7802490864013643,7.528984687178081,0.8543763904604065,5.368533628905743,5.292489386326181,2.77687883781732,4.645485459355883,0.9667010165489552,1.311596839024877,2.1965690250099477
18,1,0,610000,7,87142.85714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We offer a 70 sqm furnished apartment in district 2. in Nagybányai út. It is situated in a classical building on the first floor. The windows are facing the panoramic view. The apartment is newly renovated. It consists of a living room with american kitchen, balcony, 2 bedrooms, 1 bathroom and toilet. Only long term rent! ",18.958515,47.56749773,1028,2,47.56749773,18.958515,2.8292920056017077,10.496966800757779,11.939139068151501,9.6714971389291,8.868223685406392,26.31247543850638,5.0781683761965795,10.882061507897605,11.392642163268023,11.516493261249874,11.516493261249874,12.004499458411729,14.10188596424649,11.741057690759257,14.9020400182596,10.101520638825564,11.708540389100088,12.80864927672034,10.681929689813858,10.52664383500101,7.178844785255634,11.659705101478382,12.910457858366076,6.160558868951029,13.470888625531604,6.79409003992243,11.644534316500163,12.093046250484942,9.599562182274974
19,1,0,385000,80,4812.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1.0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"Unfurnished, detached house is available either for rent at Istenhegy. It consists of 6 bedrooms, 2 living rooms, 3 bathrooms, 6 restrooms and 2 kitchen. A guest apartment, 3 terraces, an indoor swimming pool, sauna, jacuzzi, 4 garages and a private garden also belong to the property.",18.99231891,47.53099319,1025,2,47.53099319,18.99231891,2.2292465161720014,5.823881746970776,7.620435441428787,5.329905239918794,4.088008361633017,22.070734267790236,3.7731893812112993,6.358595096095804,6.821349331079462,6.890961781844872,6.890961781844872,7.252660901345059,10.248174215127435,7.179261522645641,11.0723188240023,5.4682656924928335,6.992697781844244,8.137183683108898,6.225458921683162,6.187638827768876,5.773913987688843,6.987212228009197,9.296958445922257,1.5951072211204582,8.873332598882316,3.1788986636356333,7.026406591476927,7.440599589411205,4.8143962603918355
20,1,0,2568000,10,256800.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We offer a 104 sqm unfurnished apartment in district 12. in Galgóczy utca. It is situated in a classical building on the 3th floor. The windows are facing to the panoramic view. The apartment is newly renovated. It consists of a living room, american kitchen, 2 bedrooms, 1 bathroom and toilet. Common cost is 52000 Ft/month(heating and water included ).Only long term rent! Garage included in the price. ",18.99348582,47.50037256,1125,12,47.50037256,18.99348582,3.237122726853545,4.319668528297384,6.788599973840269,4.9484243802672365,2.341467307415414,20.628992590955946,4.638086460145042,5.257735559387429,5.491527638888613,5.371413124757453,5.371413124757453,5.103507845447443,9.88160300972162,5.820121026297952,10.665718668142906,4.215025567333402,5.0839974665834635,6.2909666622159515,5.33426652648688,5.583466220142134,8.229822286805318,5.275478303110839,9.353615337000662,1.820402418513961,7.205612006804422,4.8548617127778035,5.511382046892197,5.745189990814696,2.4371674811225
21,1,0,550000,31,17741.93548,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0.0,1,1, Garden,0,0,1,0,0,0,0,1,1,1,"We offer a 310 sqm furnished 3 levels house in district 2. in Sólyomvölgyi utca. It is situated in a newly building. The windows are facing the garden. It consists of a living room with american kitchen, 4 bedrooms,balcony, 3 bathrooms and toilet. Garage, gym, pool included. Only long term rent! ",18.98248876,47.50773647,1125,12,47.50773647,18.98248876,3.9842542110531274,5.273717500436966,7.64576013870689,5.630298771023681,3.24205414248448,21.685423638096122,5.2037211086594395,6.1437908652757285,6.438335646194246,6.357850117229052,6.357850117229052,6.204894464940608,10.669084671683182,6.780775712874097,11.470901568178926,5.102288334555866,6.1436964108228285,7.356458187313274,6.169773010890442,6.351683088657769,8.081760797102783,6.300312584783792,10.023716730521315,1.188178524048577,8.24926763916979,4.882500164026027,6.499800842075573,6.7750960908501385,3.517381991383205
22,1,0,1348000,11,122545.4545,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2.0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We offer an apartment in district 12, Kútvölgyi út. It is situated on the ground floor. It consist of 3 bedroom, living room with open plan kitchen, 2 bathroom, storage and balcony with panoramic view to Buda Hills. The apartment is equipped, unfurnished, but upon request furnished. It comes with garage.",18.94578057,47.56858593,1029,2,47.56858593,18.94578057,3.6463299313029176,11.23644016540685,12.776448860493774,10.49457218560436,9.531023705868465,27.18364030053575,5.9626618589230125,11.67170800752902,12.170484642233195,12.276849208536284,12.276849208536284,12.699403927925559,15.007067439132944,12.522652948157399,15.811306601128887,10.855471528789385,12.42859288086252,13.552708642491764,11.48700310405991,11.354632418144936,8.141065185628278,12.401625869038076,13.832717061335137,6.703319224477355,14.244789075042771,7.672606996804617,12.407808296490883,12.84421800458316,10.223108778174884
23,1,0,610000,10,61000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0.5,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for rent a 100 sqm luxury apartment in Mészáros street (district 1.). The property situated on the mezzanine floor in a classical building. The flat consists of living room with open plan kitchen, 2 bedrooms with bathrooms. Enjoy the Buda feeling in the luxury apartment. ",18.99697269,47.51300509,1125,12,47.51300509,18.99697269,2.750781827202515,4.432601623164866,6.651319323679042,4.528427875011003,2.444794425267153,20.895158428203313,3.9950488945451843,5.200147942058161,5.5598276367881265,5.53519561770947,5.53519561770947,5.610543131626481,9.5957966432093,5.914210079755279,10.407473101210657,4.185271308126248,5.452319631355238,6.6541310790422346,5.175601679981501,5.2982413328207825,6.935199233244915,5.539930223769365,8.881231365067674,0.5965045790580711,7.491534912679309,3.666073241338316,5.677264862015248,6.014156728184152,2.9881175295055984
24,1,0,514000,10,51400.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,We offer a 100 sqm restaurant in district 3. in Bécsi út. The windows are facing to the street. The reastaurant is newly renovated. Only long term rent! ,19.02941442,47.49784449,1013,1,47.49784449,19.02941442,0.6019410384012852,1.6060670309538587,4.107808021359895,2.5898527885505747,0.5349168042377221,18.000426402227585,2.122908570269502,2.569809849709138,2.77785172069385,2.6689837241911287,2.6689837241911287,2.6603763766025557,7.236359259602287,3.1079494855741094,8.002691606982413,1.5472304615008878,2.4922639996687366,3.700031435934945,2.6945814051671726,3.0264815041604143,7.381810036477363,2.6122120335379,6.842193992748784,3.554269062035409,4.566307197837095,4.057400278120633,2.8103863456254166,3.0880502250904533,0.6223195039169234
