ID,Apartment,House,Price,Size(sqm),Price/sqm,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Street,Bedroom,Floor,Garage optional,Parking place optional,View,View: Courtyard,View: Hills,View: Garden,View: Panoramic,View: Danube,View: Square,View: Street,Furniture optional,Elevator optional,Air conditioner optional,Details,Longitude,Latitude,Postcode,District,Lats,Lons,Distace to Danube,Distace to City Centre,Distace to Keleti,Distace to Nyugati,Distance to Deli,Distance to Airport
26,1,0,260000,6,43333.33333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,1.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 68 sqm furnished, apartment in district 7, Erzsébet boulevard. It is situated in a classical building on the 1st floor. The windows are facing to the courtyard. It consists of a living room, 2 galleries kitchen, 1 bathroom and toilet. Common cost is 16 000 HUF/month. Utilities depend on the used amount. Only long term rent. ",19.06528096,47.51343705,1063,6,47.51343705,19.06528096,1.6146583936117165,2.176309725622201,1.9327239438522723,0.6379135449150871,3.3346623459553584,16.332405176857268
27,1,0,209000,5,41800.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 59 sqm furnished apartment in district 7. in Dohány utca. It is situated in a classical built building on the 4th floor. The windows are facing the street and the bedroom to the courtyard. The apartment is newly renovated. It consists of a living room with dining room, 1 bedrooms, 1 bathroom and a separet kitchen. Common cost is 31000 Ft/month. it includes the heathing as well! The apartment is available until mid-June!",19.06615223,47.50271376,1073,7,47.50271376,19.06615223,2.103675769423785,1.3493830139956515,1.3368601755686398,1.1943079610880165,3.1234386402432093,15.701251745873344
28,1,0,185000,2,92500.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,3.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 28 sqm furnished studio apartment in district 5. in Aranykéz utca. It is situated in a classical building on the 3th floor. The windows are facing the street. The apartment is newly renovated. It consists of a living room with american kitchen, 1 bathroom and toilet. Common cost with utilities: ~100 euro/month(internet).Only long term rent! ",19.06188215,47.49910407,1075,7,47.49910407,19.06188215,1.9482129571354476,0.8875228821389504,1.669284829145909,1.4332541304884687,2.8109687457291654,15.813445523961322
29,1,0,209000,5,41800.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,3.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"♭Design Home for musicians with grand piano♭ ♯ Fully fledged furnished and equiped 50 sqm apartment (recently renovated and furnished, luxury standards) including amongst others: ♪ Grand piano (black) including silence function ♪ Sony flat screen smart TV, cable TV connection and package, high-speed W-Lan and Internet (Deutsche Telekom) ♪ Bose surround Hifi station (CD player, radio) ♪ Washing and drying machine (Siemens IQ 300) ♪ Fully equipped kitchen with dish washer, oven, cooking plates, micro-oven, dishes, etc. ♪ Alarm system (DSC), security service (Multi Alarm) ♯ Location ♪ In the center of Buda in a pedestrian street roaming with cafés, bakeries, restaurants, etc. in the vicinity of Mammut Shopping Mall, Millenaris park, Marczibányi park ♪ Metro Station (Széll Kálman) and tram (lines 4, 6 leading to Pest, Octogon in 7 min.) ♪ Parking is possible in the street or in parking houses of Mammut or Millenáris Park Common cost with utilities is 125 Euro/month. ",19.04951404,47.49662626,1051,5,47.49662626,19.04951404,1.179536444606002,0.09005807143734511,2.6328815813402606,1.7635741227734525,1.9441487937287276,16.550482088712112
30,1,0,353000,-1,-353000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,19.02324225,47.51136369,1024,2,47.51136369,19.02324225,1.2498487617354668,2.6416203174763853,4.684751967428985,2.5529673286225933,1.1127205422430193,19.02006280508881
31,1,0,-1,3,-0.333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,4.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer for rent a luxury apartment in Székely Bertalan Street. Property features	Tailor made built in furniture	Luxury double beds delivered by the manifacturer of 5* hotels	Fully eqipped apartmetns ready to move in	Underground parking area with bycicle storage	Roof terrace with sun beds and grill oven	Romantic inner garden	100 m2 retail unit available for coffee shop or catering function Average common cost: 120 €/ month	Average utiltiy cost: 80 €/ month Welcome to Budapest’s most desirable new luxury rental apartments. Art Homes is the new 60 units luxury building that puts you exactly where you want to be — in a breathtaking home with beautiful parks and museums at your doorstep. The building is close to the UNESCO world heritage protected Andrássy Avenue with unique atmosphere and picturesque architecture. Art Home’s enviable location offers apartments with excellent public transportation, few steps away from the famous West End train station, with several bus, metro and tram connections, also steps away from West End Shopping Center offering a large selection of shops, pharmacy, grocery and restaurants. Art Homes feature beautiful garden, street and city views. Plus hedonist’s feast of urban delights right on your doorstep – a short walk away, the buzz of Budapest night life, cafes, bars and nightspots wait for you. Condominium services:	High speed internet Satellite TV with 150 international channels 	24/7 Security service 	On site technical maintenance 	On site cleaning service 	0/24 English speaking assistance ",-1.0,-1.0,-1,-1,-1.0,-1.0,1167.6521527879972,5732.995097558857,5734.572860668599,5734.71762771819,5732.625624493174,5733.874026758354
32,1,0,218000,5,43600.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer for rent in 5th district, on Szent István krt a 3rd floor (Lift available), 55m2,1 bedroom residential property. The apartment consists of a living room (which can be also be used as a bedroom room), a kitchen, an entrance hall, a bathroom and a bedroom. The windows look at the inner courtyard.It is perfect for 2 students or for roommates since the apartment is well separated for 2 persons to have their own privacy. The heating is provided by a gas circulator. All the furniture are brand new and the Apartment is fully furnished with fridge, oven, hairdryer, vacuum, bed set etc.. It is Close to the Nyugati railway station, the 4-6 trams, the metro line 3 and WestEnd, as well as Margit Island. Perfect place to stay if you love shopping, sport and convenient location for public transportation. ",19.06628961,47.51463502,1064,6,47.51463502,19.06628961,1.6375756479685635,2.3295429770984972,1.9759145302003502,0.7591227610727932,3.458700654160891,16.335624470155995
33,1,0,-1,5,-0.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,We offer for rent a 1 bedroom apartment in Dob utca in a classical Building. Windows are facing the courtyard. Common cost 12000 HUF ,-1.0,-1.0,-1,-1,-1.0,-1.0,1167.6521527879972,5732.995097558857,5734.572860668599,5734.71762771819,5732.625624493174,5733.874026758354
34,1,0,193000,6,32166.66667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 63 sqm luyury apartment in district 6, Vasvári Pál utca. It is situated in a nice building on the 1st floor, the windows are facing to the street. The apartment is newly renovated. It consists of a living room with american kitchen,1 bedroom, 2 bathrooms and a toilet. Common cost is 21000HUF/month. Utilities depend on the used amount.",19.0517434,47.5126645,1137,13,47.5126645,19.0517434,0.6962973538311571,1.796553487209261,2.716996129953604,0.4287249832085308,2.391669770889927,17.174435972029613
35,1,0,225000,9,25000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3.0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"Apartment for rent in district 2, Kecske Street, next to the Kolosy Square. The apartment is furnished, the kitchen is equipped. It has 2 balcony with panoramic view. Common cost: 13950 HUF/month.",19.06659107,47.50389484,1068,6,47.50389484,19.06659107,2.0873209665418657,1.447918901813553,1.3252470320849041,1.1086852338130475,3.1651311104115103,15.731903312752978
36,1,0,225000,9,25000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 97 sqm unfurnished apartment in district 6. in Teréz körút. It is situated in a classical building on the 3rd floor. The windows are facing to the street. The apartment is newly renovated. It consists of a living room with american kitchen, 2 bedroom, 1 bathroom and toilet. Common cost is 52.531 HUF/month(heating included).Only long term rent! Common cost : 230.000 HUF+VAT. ",19.05886735,47.502960200000004,1065,6,47.502960200000004,19.05886735,1.5829180691181914,0.9426116339916659,1.8840874223545532,0.9690742791587854,2.5786223679555635,16.203086261225373
37,1,0,300000,7,42857.14286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for rent a 70 sqm apartment in Dessewffy street. The property consists of 3 Bedrooms, 2 Kitchens, 2 Bathrooms. The apartment is in the center of Budapest. The Apartment is made of 2 completely independent and separate units, or as one big unit. The apartment is very stylish, newly renovated and has a young look and feel to it. 3rd floor with an elevator. Common cost is 16.000Huf",19.03611148,47.52939459,1037,3,47.52939459,19.03611148,1.0662563346825977,3.815900458348757,4.747600338386281,2.535414135114095,3.2303132875753118,19.125134449479855
