ID,Apartment,House,Room,Price per month,Size(sqm),Price per sqm,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Street,Number of rooms,Number of seperate rooms,Number ofhalf rooms,Type of the building,Brick apartment,Block apartment,Deposit,Utilities,Common cost,Furniture,Furnished,Equipped,Partly furnished,Empty,Floor,Balconies,View,View: Courtyard,"View: Courtyard, sunny","View: Courtyard, not sunny",View: Danube,View: Garden,View: Roof,View: Square,View: Panoramic,View: Park,View: Street,"View: Street, quiet","View: Street, sunny",View: City,View: Hill,Shortest rental period,Children welcomed,American kitchen,Can be an office,Foreigners welcomed,Washing machine,Details,Area,Transportation,Near universities,Latitude,Longitude,Lats,Lons,Postcode,District,Distace to Danube,Distace to City Centre,Distace to Keleti,Distace to Nyugati,Distance to Deli,Distance to Airport
958,1,0,0,510,51,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Kassák Lajos utca,"
                2 rooms                            ",2,0,Block Apartment,0,1,1530,62,31,"Furnished, equipped",1,1,0,0,1,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,-1,-1,-1,-1,fh.alberlet.hu,Móricz Zsigmond square,Metro 3 blue						,,47.524134,19.0673766,47.524134,19.0673766,1134,13,1.3347042341143103,3.3157850123125034,2.814265102086731,1.5878526334902325,4.086930854413195,16.83792301138504
959,1,0,0,556,54,10.2962963,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vendel utca,"
                2 rooms                 + 1 half room            ",2,1,Brick Apartment,1,0,1113,62,40,"Furnished, equipped",1,1,0,0,Ground floor,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,At least one year,-1,-1,-1,-1,-1,fh.alberlet.hu,Corvin negyed,"4, 6 trams, 7 bus, Metro 2 red, Matro 4						",,47.47973320000001,19.0791796,47.47973320000001,19.0791796,1096,9,3.934973959593396,2.8396865892840695,2.434463406750835,3.9087905097297275,4.7550525250868105,13.793570232788571
960,1,0,0,371,40,9.275,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Zsilip utca,"
                1 room                            ",1,0,Brick Apartment,1,0,742,31,25,"Furnished, equipped",1,1,0,0,1,-1,Street and courtyard,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,1,-1,"Bazilika, Near Danube, Jászai Mari square",Metro 3 blue						,"Általános Vállalkozási Főiskola - ÁVF ( 0.515 km )Budapesti Corvinus Egyetem - BCE-KIK ( 0.721 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE BCE ( 1.702 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem  - BKÁE ÉTK BCE ÉTK ( 0.669 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE GTK BCE GTK ( 1.702 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE KERTK BCE KERTK ( 0.669 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE KTK BCE KTK ( 1.702 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE TÁJK BCE TÁJK ( 0.669 km )Budapesti Corvinus Egyetem - BKÁE TK BCE TK ( 1.719 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ( 1.268 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ÉSZK ( 1.268 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME GTK ( 1.268 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME KSK ( 1.268 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME TTK ( 1.268 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME VIK ( 1.024 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-ÉŐK ( 1.268 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-VBK ( 1.268 km )Eötvös Loránd Tudományegyetem - ELTE IK ( 1.452 km )Eötvös Loránd Tudományegyetem - ELTE TÁTK ( 1.452 km )Eötvös Loránd Tudományegyetem - ELTE TTK ( 1.452 km )Fernuniversitätgesamthochschule in Hagen - FU ( 0.515 km )Gábor Dénes Főiskola - GDF ( 1.153 km )Számalk Rt. School of Economic Studies - SES ( 1.747 km )

                    More
                    



",47.5310637,19.0640493,47.5310637,19.0640493,1133,13,0.8249600175648469,3.969389196068276,3.6180028059461,2.2234432781412017,4.432695978191594,17.485727735334986
961,1,0,0,742,79,9.392405063,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pozsonyi út,"
                2 rooms                 + 1 half room            ",2,1,Brick Apartment,1,0,1484,93,40,"Empty, equipped",0,1,0,1,2,-1,"Street, sunny",0,0,0,0,0,0,0,0,0,1,0,1,0,0,At least one year,Yes,-1,-1,-1,1,"Perfect quiet flat at a perfect location for staying in Bp.                                                                                  
With 3 rooms. Low costs.                                                                                 
Available immediatelly.                                                                   
Only for long term. Two month deposit and first month rental price.","Bazilika, Deák square","4, 6 trams, Metro 1 historic line						",,47.51886,19.0518555,47.51886,19.0518555,1137,13,0.45708244578994756,2.485269139782098,3.0889148064992655,0.9021263700461724,2.820347054811341,17.507190316727037
962,1,0,0,433,70,6.1857142860000005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Victor Hugo utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,866,62,46,"Furnished, equipped",1,1,0,0,1,-1,To the courtyard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-1,-1,-1,-1,-1,otthonpont.alberlet.hu,Near Danube,"4, 6 trams, Metro 3 blue						",,47.518029,19.056487,47.518029,19.056487,1136,13,0.8149034245351092,2.430501464539144,2.7641935333577394,0.7165040655994681,3.02464411439485,17.161014055244344
963,1,0,0,526,60,8.766666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lévay utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1051,62,31,"Furnished, equipped",1,1,0,0,0,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,-1,-1,-1,-1,-1,fh.alberlet.hu,"Inside Nagykörút, Nyugati square","4, 6 trams, Metro 3 blue, Metro 2 red, Matro 4						","Budapesti Gazdasági Főiskola - BGF ( 0.571 km )Budapesti Gazdasági Főiskola - BGF PSZFK ( 0.578 km )Budapesti Kommunikációs Főiskola - BKF ( 0.488 km )Pünkösdi Teológiai Főiskola - PTF ( 1.658 km )Zrínyi Miklós Nemzetvédelmi Egyetem - ZMNE ( 1.973 km )Zrínyi Miklós Nemzetvédelmi Egyetem - ZMNE BKMFK ZMNE BKMK ( 1.973 km )Zrínyi Miklós Nemzetvédelmi Egyetem - ZMNE-KHK ( 1.973 km )

                    More
                    



",47.5163924,19.0145518,47.5163924,19.0145518,1022,2,2.05911539910468,3.5006956585764057,5.464868169898104,3.249278868561182,1.8305160619391454,19.849575590883607
964,1,0,0,1100,95,11.57894737,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Piszke utca,"
                3 rooms                            ",3,0,Brick Apartment,1,0,2200,62,46,"Empty, furnished as well",1,0,0,1,1,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,-1,1,-1,-1,-1,"Máriaremete quite green environment in a newly built condiminium top floor 80 sqm PANORAMIC PENTHOUSE apartment is available for a minimum of one year rent. French School in 1 minute walk, American School 10 minutes drive! Modern, built-in open style kitchen with appliances, 120 sqm round terrace with panoramic view, 2 separate bedrooms, bathroom with massage bath, bidet and toilet. Without furniture, fully equppied. Circo gas heating combined with floor heating, air condition, automatic shutters, built-in wardrobes, TV, voice technique, wash and dry machine included. Parking for one car in the yard. 6 sqm storage room also belong to the property. Common cost: 15,000 Huf/month. Utilities payable by measure. 2 months deposit required. ","Andrássy street, street opening from Nagykörút, Oktogon",Metro 1 historic line,,47.56100120000001,18.9493048,47.56100120000001,18.9493048,1028,2,8.401218321235604,10.457669371795657,12.080885743739893,9.788415079552967,8.711671453103584,26.518627260821003
965,1,0,0,665,63,10.55555556,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bokréta utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1329,46,46,"Furnished, equipped",1,1,0,0,1,-1,Street and courtyard,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,-1,-1,-1,-1,"BP. 9-District Bokréta u in 63m2 (very nice terrace) completely refurbished, furnished and equipped with floor heating flat, demanding for the long term rent.     
215.000 HUF/month + overhead.     
",Széll Kálmán square,"47, 49 trams, 7 bus, Metro 3 blue, Metro 2 red						",,47.4815394,19.0744785,47.4815394,19.0744785,1094,9,3.532958699362519,2.442797944520202,2.3176436883434204,3.585440740439022,4.348715707920092,14.19356756954446
966,1,0,0,402,30,13.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pünkösdfürdő utca,"
                1 room                            ",1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,"47, 49 trams, Metro 1 historic line, Metro 3 blue, Metro 2 red						",,-1.0,-1.0,-1.0,-1.0,-1,-1,1167.6521527879972,5732.995097558857,5734.572860668599,5734.71762771819,5732.625624493174,5733.874026758354
967,1,0,0,495,54,9.166666667000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bölcső utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,989,62,43,Partly furnished,0,0,1,0,3,-1,Park view,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,-1,-1,-1,-1,1,budapestalberletek.alberlet.hu,Andrássy street,"4, 6 trams, Metro 3 blue						",,47.4721053,19.0475225,47.4721053,19.0475225,1117,11,2.017586067537136,2.7256228854289284,4.249470685275077,4.452337840176133,3.684139242778828,15.838753789258721
968,1,0,0,556,43,12.93023256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Izabella utca,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,1113,46,37,"Furnished, equipped",1,1,0,0,3,-1,"Street, quiet",0,0,0,0,0,0,0,0,0,1,1,0,0,0,At least one year,-1,1,-1,-1,-1,newlife.alberlet.hu,Vár,"47, 49 trams						",,47.5064657,19.0691392,47.5064657,19.0691392,1068,6,2.163426716397446,1.772097435424632,1.2398234442178753,1.061328080937846,3.3913852058875507,15.697344423772584
969,1,0,0,402,36,11.16666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Madách Imre út,"
                1 room                            ",1,0,Brick Apartment,1,0,804,-1,37,"Furnished, IKEA, KIKA",1,0,0,0,2,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,1,-1,-1,-1,-1,"Rent a really nice, sunny 36 sqm apartment on 2nd floor in the citycenter. Furnished and equipped flat with cheap utility.","Andrássy street, Oktogon","4, 6 trams, 47, 49 trams, Metro 1 historic line						","Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 1.131 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE BCE ( 1.901 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE GTK BCE GTK ( 1.901 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE KTK BCE KTK ( 1.901 km )Budapesti Corvinus Egyetem - BKÁE TK BCE TK ( 1.878 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 1.264 km )Budapesti Műszaki Főiskola - BMF BGK ( 0.380 km )Budapesti Műszaki Főiskola - BMF KGK ( 0.763 km )Baptista Teológiai Akadémia - BTA ( 1.522 km )Eötvös Loránd Tudományegyetem - ELTE ( 1.523 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 1.523 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 1.268 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 1.017 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 0.533 km )Károli Gáspár Református Egyetem - KRE ( 1.460 km )Károli Gáspár Református Egyetem - KRE BTK ( 1.224 km )Károli Gáspár Református Egyetem - KRE HTK ( 1.594 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 1.092 km )McDaniel College - MCDC ( 0.712 km )Magyar Képzőművészeti Egyetem - MKE ( 1.288 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 0.663 km )Pázmány Péter Katolikus Egyetem - PPKE ( 1.033 km )Pázmány Péter Katolikus Egyetem - PPKE HTK ( 1.678 km )Pázmány Péter Katolikus Egyetem - PPKE ITK ( 1.218 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 1.028 km )Semmelweis Egyetem - SE ( 1.364 km )Semmelweis Egyetem - SE ÁOK ( 1.364 km )Semmelweis Egyetem - SE EFK ( 0.851 km )Semmelweis Egyetem - SE FOK ( 1.364 km )Semmelweis Egyetem - SE GYTK ( 1.364 km )Színház- és Filmművészeti Egyetem - SZFE ( 0.813 km )Szent István Egyetem - SZIE ÁOTK ( 0.637 km )Szent István Egyetem - SZIE-YMÉK ( 1.719 km )Sapientia Szerzetesi Hittudományi Főiskola - SSZHF ( 1.864 km )Wesley János Lelkészképző Főiskola - WJLF ( 0.856 km )Wekerle Sándor Üzleti Főiskola - WSUF ( 1.376 km )

                    More
                    



",47.4982893,19.058594,47.4982893,19.058594,1075,7,1.7500831738038929,0.6245064124831187,1.9279529562860926,1.4841685925981487,2.575690551099658,15.99977932855115
970,1,0,0,371,55,6.745454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Szolnoki út,"
                2 rooms                            ",2,0,Brick Apartment,1,0,742,62,37,Partly furnished,0,0,1,0,3,-1,Street and courtyard,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,-1,-1,-1,-1,-1,"Andrássy street, Deák square, Inside Nagykörút","4, 6 trams, Metro 2 red						",,47.5092623,19.1557457,47.5092623,19.1557457,1163,16,8.123586190002325,8.016746664931608,5.471332066402686,7.403679063566565,9.88832316248352,10.694169260545607
971,1,0,0,587,40,14.675,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lovag utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1175,46,62,"Furnished, IKEA, KIKA",1,0,0,0,2,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,1,-1,-1,-1,"Rent a really nice,fully furnished and equipped, 1 bedroom and a livingroom with American kitchen apartment with balcony and air condition in a newly building with 24h security.","Corvin negyed, street opening from Nagykörút",Metro 2 red						,,47.5074422,19.0589942,47.5074422,19.0589942,1066,6,1.4130117764077859,1.364588018439141,1.9837431684168807,0.4814334505610321,2.6681729894635837,16.420294881504073
972,1,0,0,1000,56,17.85714286,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Károly körút,"
                2 rooms                            ",2,0,Brick Apartment,1,0,2000,93,46,Luxury,1,1,0,0,4,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,-1,1,-1,-1,-1,revival.alberlet.hu,"Andrássy street, Deák square, Nyugati square, Oktogon","4, 6 trams, Metro 3 blue						",,47.4962364,19.0575384,47.4962364,19.0575384,1052,5,1.7579345576808112,0.5145136162593603,2.057724274536883,1.7090653312908446,2.538884215455259,15.979364456226493
973,1,0,0,402,35,11.48571429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zoltán utca,"
                1 room                            ",1,0,Brick Apartment,1,0,804,62,37,"Furnished, equipped",1,1,0,0,4,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,-1,1,-1,-1,-1,pesthouse.alberlet.hu,Near Danube,"47, 49 trams, Metro 1 historic line, Metro 3 blue, Metro 2 red						","Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 0.777 km )Budapesti Gazdasági Főiskola - BGF KVIFK ( 1.189 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE BCE ( 1.376 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE GTK BCE GTK ( 1.376 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE KTK BCE KTK ( 1.376 km )Budapesti Corvinus Egyetem - BKÁE TK BCE TK ( 1.546 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 0.931 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ( 1.821 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ÉSZK ( 1.821 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME GTK ( 1.821 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME KSK ( 1.821 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME TTK ( 1.821 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-ÉŐK ( 1.821 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-VBK ( 1.821 km )Budapesti Műszaki Főiskola - BMF BGK ( 1.033 km )Budapesti Műszaki Főiskola - BMF KGK ( 1.659 km )Baptista Teológiai Akadémia - BTA ( 1.947 km )Eötvös Loránd Tudományegyetem - ELTE ( 0.854 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 0.854 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 0.530 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 0.313 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 1.349 km )Közép-Európai Egyetem - KEE ( 0.733 km )Károli Gáspár Református Egyetem - KRE ( 1.043 km )Károli Gáspár Református Egyetem - KRE BTK ( 1.079 km )Károli Gáspár Református Egyetem - KRE HTK ( 1.449 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 0.688 km )McDaniel College - MCDC ( 1.695 km )Magyar Képzőművészeti Egyetem - MKE ( 1.180 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 1.017 km )Pázmány Péter Katolikus Egyetem - PPKE ( 0.908 km )Pázmány Péter Katolikus Egyetem - PPKE HTK ( 0.894 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 0.873 km )Semmelweis Egyetem - SE ( 1.418 km )Semmelweis Egyetem - SE ÁOK ( 1.418 km )Semmelweis Egyetem - SE EFK ( 0.797 km )Semmelweis Egyetem - SE FOK ( 1.418 km )Semmelweis Egyetem - SE GYTK ( 1.418 km )Színház- és Filmművészeti Egyetem - SZFE ( 0.633 km )Szent István Egyetem - SZIE ÁOTK ( 1.556 km )Sapientia Szerzetesi Hittudományi Főiskola - SSZHF ( 0.766 km )Wesley János Lelkészképző Főiskola - WJLF ( 1.937 km )Central European University - CEU ( 0.733 km )

                    More
                    



",47.5043853,19.0483431,47.5043853,19.0483431,1054,5,0.788022353404644,0.892041092467426,2.6872042231603337,1.0441443852870538,1.8128345970747377,16.98386274568758
974,1,0,0,526,42,12.52380952,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nádasdy utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1051,46,46,"Furnished, equipped",1,1,0,0,5,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,-1,1,-1,-1,-1,"Brand new, living room + 1 bedroom, and American style kitchen apartment with balcony available for rent in the Metrodom City Building „H”. The apartment is fully furnished and equipped with air conditoner and smart home system, electronic shutters, dishwasher, micro, oven, fridge etc. custom made built-in furniture.  
Garage also available, rent: 20.000HUF + VAT and maintenance fee. In the house there is 7/24 hour security service. With excellent transport links, the 1, 24 and 51 trams and Lágymásnyosi bridge are few minutes away, as well as the M3 subway is nearby. 

The apartment is available for long term rent (minimum 1 year), renting requires 2 months deposit.  

Be the first tenant of this beautiful, designer styled, lovely, bright and modern apartment!",Ráday utca,Metro 2 red,"Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 1.119 km )Budapesti Gazdasági Főiskola - BGF KVIFK ( 0.919 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE BCE ( 1.535 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE GTK BCE GTK ( 1.535 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE KTK BCE KTK ( 1.535 km )Budapesti Corvinus Egyetem - BKÁE TK BCE TK ( 1.751 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 1.097 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ( 1.938 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ÉSZK ( 1.938 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME GTK ( 1.938 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME KSK ( 1.938 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME TTK ( 1.938 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-ÉŐK ( 1.938 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-VBK ( 1.938 km )Budapesti Műszaki Főiskola - BMF BGK ( 1.456 km )Eötvös Loránd Tudományegyetem - ELTE ( 1.063 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 1.063 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 0.834 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 0.733 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 1.709 km )Közép-Európai Egyetem - KEE ( 0.311 km )Károli Gáspár Református Egyetem - KRE ( 1.300 km )Károli Gáspár Református Egyetem - KRE BTK ( 1.404 km )Károli Gáspár Református Egyetem - KRE HTK ( 1.719 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 0.932 km )Magyar Képzőművészeti Egyetem - MKE ( 1.355 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 1.430 km )Pázmány Péter Katolikus Egyetem - PPKE ( 1.271 km )Pázmány Péter Katolikus Egyetem - PPKE HTK ( 1.037 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 1.236 km )Semmelweis Egyetem - SE ( 1.739 km )Semmelweis Egyetem - SE ÁOK ( 1.739 km )Semmelweis Egyetem - SE EFK ( 1.196 km )Semmelweis Egyetem - SE FOK ( 1.739 km )Semmelweis Egyetem - SE GYTK ( 1.739 km )Színház- és Filmművészeti Egyetem - SZFE ( 1.050 km )Szent István Egyetem - SZIE ÁOTK ( 1.911 km )Sapientia Szerzetesi Hittudományi Főiskola - SSZHF ( 0.738 km )Central European University - CEU ( 0.311 km )

                    More
                    



",47.4741936,19.0767484,47.4741936,19.0767484,1097,9,3.985526682646183,3.1615253977421856,3.0717007141397183,4.410818941843045,4.949270663045897,13.77739982478762
975,1,0,0,742,55,13.49090909,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Alíz utca,"
                1 room                 + 2 half room            ",1,2,Brick Apartment,1,0,1484,62,31,"Empty, equipped",0,1,0,1,1,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,At least one year,-1,-1,-1,-1,-1,fh.alberlet.hu,"Andrássy street, Bazilika, Deák square, Near Danube","4, 6 trams, Metro 2 red						",,47.4590145,19.0483668,47.4590145,19.0483668,1116,11,2.598847881508288,4.17444882456813,5.414726464242617,5.885617713476657,5.039656890420835,15.499939448918923
976,1,0,0,371,49,7.571428571,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Agyagfejtő utca,"
                2 rooms                            ",2,0,Block Apartment,0,1,742,77,31,Empty,0,0,0,1,9,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,-1,-1,-1,-1,-1,"We can move from the 1.0 of DECEMBER to the house, for rent, 2 rooms, unfurnished, refurbished, and separated rooms.

X. District, Clay-Quarry, újhegy housing estate, for rent a 49 sqm, 2 bedroom, with balcony, district heating, refurbished (the renovation works are underway), hardwood floors, tiled, waterbed, unfurnished flat. 10-storey, house with lift IX. Floor. Bathroom with shower and WC is separate. Thanks to the orientation D-Ny, the housing is always in daylight. Free parking on the street.

The camera system was connected to a police station.

Excellent for transport and shopping, Köki terminal is only a few minutes away. Buses: 85, 85E, 68, 117, metro line 3, quarry-Kispest terminal station in 5 minutes, Örs Vezér Square, metro Line 2 is 10 minutes away.

Buy: SPAR, Lidl, Interspar, PENNY, Auchan, as well as several smaller shops. Swimming pool, Wellness salon, recreation parks, Lake, Kinder Gardens, schools, post offices, banks, ambulance, pharmacies in the vicinity.
Overhead: Common cost: 10.500 HUF/month. 
Heating: remote heating.
The apartment is equipped with a water-clock. 
Free parking in front of the house. 

Furnitures: Kitchen furniture. 

Smaller pets are not allowed. (Little dog, Little cat nor.)
Smoking is not allowed.
The owner contracts that, although they must be returned to the dwelling in this state, they are to be stained from the property when they are relocating. 

For a long term for a minimum of 1 year. 
Can be moved: empty December 1.0.
Rental Fee: 120.000 HUF + overhead.
Deposit: 2 months rent.
Half of the notary's contract.

With a notarial contract, formally, it is the 120.000 HUF monthly. For students, the staff are ideal for 2 separate rooms.",Deák square,"47, 49 trams, Metro 3 blue, Matro 4						",,47.4716382,19.162318,47.4716382,19.162318,1108,10,10.09162971955292,8.831961222348692,6.761909672032985,9.060341421450278,10.863327982035491,7.696566688109358
977,1,0,0,587,54,10.87037037,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Trencséni utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1175,37,43,"Furnished, equipped",1,1,0,0,2,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,Astoria,Metro 3 blue,,47.5051657,19.0037281,47.5051657,19.0037281,1125,12,2.3708733936718906,3.6573221961638867,6.032513706850656,4.081977538080636,1.6241034109920955,20.09404219383018
