ID,Apartment,House,Price,Size(sqm),Price/sqm,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Street,Bedroom,Floor,Garage optional,Parking place optional,View,View: Courtyard,View: Hills,View: Garden,View: Panoramic,View: Danube,View: Square,View: Street,Furniture optional,Elevator optional,Air conditioner optional,Details,Longitude,Latitude,Postcode,District,Lats,Lons,Distace to Danube,Distace to City Centre,Distace to Keleti,Distace to Nyugati,Distance to Deli,Distance to Airport
0,1,0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,1167.6521527879972,5732.995097558857,5734.572860668599,5734.71762771819,5732.625624493174,5733.874026758354
1,1,0,30900000,2,15450000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,6.0,1,1, Garden,0,0,1,0,0,0,0,1,1,1,"We are offering for sale a 25 sqm apartment in Nagy Ignác utca close to Nyugati Pályaudvar and the Parlament. The garden/panoramic view apartment is situated on the top (6th) floor in a nice classical style building which has got an elevator. The flat consists of one room with gallery, open plan kitchen and bathroom. The common cost is only 8.000 HUF, including the water and the heating too! Public transportation connections are great, thanks to tram line 2, 4&6 and metro line 3, so it could be a great investment!",19.05064949,47.50997941,1055,5,47.50997941,19.05064949,0.7266774047407955,1.4962899217800507,2.6695449573070182,0.5263987885177649,2.17564014059827,17.10641854209084
2,1,0,29900000,4,7475000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale a one bedroom, unrenovated apartment in Thököly út. The street facing property is situated on the 3rd floor (no elevator) in a bauhaus-style building. The flat consists of 2 rooms, a hall, kitchen, bathroom, hallway. Could be a great investment.",19.10105035,47.51566683,1145,14,47.51566683,19.10105035,4.033651893066008,4.339711246180446,2.046367617905082,3.3217249354883895,5.955990694719975,14.233598848243945
3,1,0,28990000,4,7247500.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1.0,1,1, Garden,0,0,1,0,0,0,0,1,1,1,,19.12825466,47.4846576,1102,10,47.4846576,19.12825466,7.181378176730265,5.9743997876893,3.820964187243756,6.119377909497692,8.00590880787115,10.637193016132379
4,1,0,29500000,4,7375000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale a 48 sqm renovated one bedroom courtyard facing property in Eötvös utca, close to Nyugati Railway Station and Oktogon. The apartment is situated on the 3rd floor in a nice classical building which does not have elevator. It contains a spacious livingroom with kitchen, a decent bedroom, a wardrobe and a bathroom. The property is located in a new built level which does not have usage permit and the entire top level is registered under one lot number (undivided common property).",19.05896836,47.51064487,1062,6,47.51064487,19.05896836,1.2834346656693676,1.6885672490324375,2.132534242748148,0.16853844580464333,2.7774215308623433,16.590608282236413
5,1,0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,1167.6521527879972,5732.995097558857,5734.572860668599,5734.71762771819,5732.625624493174,5733.874026758354
6,1,0,30500000,2,15250000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,0.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are advertising for sale in the 5th district, next to the Danube, in the Havas street, a ground floor studio apartment with a gallery. The apartment is facing the courtyard, the building is in good condition. The 28m2 apartment has a gallery of about 15 square meters. Because of the location, it's a good investment. Easy to dispense. Close to Fővám Square, Váci Street. Walk 4 metro, 2 and 47-49 trams.",19.05418957,47.48951424,1056,5,47.48951424,19.05418957,1.7911492182521873,0.8221850734581744,2.5902301526449945,2.4669902087646247,2.585064066829876,15.930471000007877
7,1,0,28900000,4,7225000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,0.5,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale a 40 sqm apartment in district 9, Tűzoltó utca next to Corvin negyed. It is situated in a classical style building on the mezzaine floor. The flat consists of bedrooms, a kitchen with dining area, a bathroom and a toilet. Common charges: 8500 HUF /month including all utility costs. Heating: gas convector. Great opportunity for investment due to its perfect location and nice layout and design. It could be a profitable investment or an ideal home as well. High rental potential. The most popular part of the district is the inner part, within the boulevard. There are a lot of places to visit in Vámház körút, Üllői út, Ferenc körút and in the area bordered by the Danube. There are several touristic sites in this part of the district, like the monumental building complex of CET Shopping and Cultural Centre, the Museum of Applied Arts and the Great Market Hall. The river bank provides a wonderful view to Gellért Hill. The area bordered by Szabadság Bridge and Petőfi Bridge has exceptionally good traffic opportunities, thanks to Fővám tér, Corvin negyed and Kálvin tér. Metro lines no. 3 and 4 have several stations here. There are a lot of universities nearby, which makes the neighborhood ideal for students. ",19.06836007,47.48595744,1092,9,47.48595744,19.06836007,2.927277576522995,1.772079591004302,2.073921045241082,2.9718817921298877,3.707957710778215,14.79464916251275
8,1,0,31900000,3,10633333.33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,1.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,We are offering for sale a 37 sqm renovated studio apartment in district 2. Szépvölgyi út. The street facing property is situated on the first floor in a Bauhaus style building which has got an elevator. Because of the location it could be a great opportunity for investment or ideal home as well.,19.03710595,47.52886971,1036,3,47.52886971,19.03710595,0.9756610083592623,3.7389482883947536,4.652958175165139,2.4432667353123203,3.1952292207218944,19.030927736958827
9,1,0,31900000,3,10633333.33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,4.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer for sale a 32 sqm apartment in district 9., Lónyay utca, few steps from the Danube. This is sitauted in a classical building on the fourth floor, the windows are facing to the street. It consists of room with mezzanine floor, separated kitchen, bathroom and a balcony. The common cost is 9.500 HUF, it is included the unlimited water consumption.",19.06092645,47.48659643,1092,9,47.48659643,19.06092645,2.380200892355769,1.3447548777922074,2.3818783125579537,2.794641706830563,3.1860521810016804,15.34266687390067
10,1,0,29800000,2,14900000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,1.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offer for sale 28 sqm studio apartment in district VI. Located between Nyugati and the Opera, this is a first-floor, courtyard flat with excellent facilities. Entering the fully refurbished flat, we arrive at a kitchen equipped with a security door, leading to a living room with the dining area. The living room has a space separator to provide privacy for the sleeping area. A comfortable wardrobe is at your disposal to store your convenience stuff. The bathroom has a youthful design, recently built, so you can be the first one to enjoy the built-in shower first.The apartment was built from scratch, so everything is brand new, and you can benefit the guarantee. It has very low common cost (about 11k HUF).",19.05584225,47.5088348,1065,6,47.5088348,19.05584225,1.1364357035178119,1.422400703935466,2.2598845190649857,0.32523709839733866,2.48684160585074,16.701915813328903
11,1,0,31800000,3,10600000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,3.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer for sale a 31 m2 furnished studio apartment on the 3rd floor. It is located at the beginning of Akácfa Street, 2 minutes walk from the Blaha Boulevard, near the Emke Hotel, in the middle of the party area. The common cost is 11500 HUF, which includes unlimited water consumption. The facade was renewed last year. Excellent investment, high rental yield.",19.06801904,47.49875613,1072,7,47.49875613,19.06801904,2.392555505908723,1.3243646174679806,1.2244426406564086,1.642497607069036,3.2736042031943082,15.380406792001493
12,1,0,28900000,3,9633333.332999999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,0.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale a 33 sqm furnished apartment in district 6, Izabella utca next to Andrássy út. It is situated in a classical style building on the ground floor. The flat consists of a bedroom, a kitchen with dining area, and a bathroom with a toilet. Windows are facing to the the inner courtyard. Common charges: 8500 HUF /month including water fee and all utility costs. Heating: gas convector. Great opportunity for investment due to its perfect location. It could be a profitable investment or an ideal home as well. High rental potential. Andrássy út, which is a UNESCO World Heritage Site, is easy to reach from here. There are several coffee houses, restaurants and pedestrian areas in the district. Mostly classical-style villas and embassies are located here. The Heroes’ Square is also nearby, which is one of the most popular touristic sites of district 6. Városliget (City Park) provides several sport and entertainment opportunities (Museum of Fine Arts, Széchenyi Thermal Bath, Budapest Zoo and Botanical Garden). The district provides exceptionally good traffic opportunities: metro line no. 1, tram line no. 4 and 6., trolley line no. 76, train (Nyugati railway station). ",19.06660652,47.50839951,1064,6,47.50839951,19.06660652,1.9086362284249896,1.7807854072738214,1.510645183303951,0.7891785366621218,3.248588812201336,15.967704460016414
13,1,0,28990000,4,7247500.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0.0,1,1, Garden,0,0,1,0,0,0,0,1,1,1,"We are offering for sale newly built apartments in a condominium in district 10, next to Szent László tér and Városközpont. These apartments are between 28 sqm and 96 sqm and they are situated in a 4-storey building. The street is quiet, wide, nonetheless free from transit traffic. The building is in the best part of the district , in the neighbourhood there is a school, kindergarten, shopping malls, public transport hub. Heating: geothermal, electricity: by sun collectors. Now you can choose the clolours and wall coverings. It will be finished till Autumn of 2019. For further information, floorplan and viewing please call me!",19.1305902,47.48782986,1102,10,47.48782986,19.1305902,7.218255515941031,6.07953465113205,3.8225646387165457,6.1121668125769615,8.103408912411771,10.660149558164608
14,1,0,40990000,7,5855714.286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale a 72 sqm apartment in József Street (District VIII.), close to the Rákóczi Square, close to Hungarian Elte University. It is situated in a classical building on the 1st floor. The street facing property consists of 3 rooms (1 with gallery), a kitchen, a hall, a bathroom and a pantry. The public transportation connections are superb so it could be a great investment or ideal home as well.",19.07087291,47.49207243,1085,8,47.49207243,19.07087291,2.859515878996462,1.5941333848513042,1.4229623965668081,2.4015113637911227,3.626468217117432,14.875987260852623
15,1,0,150000000,9,16666666.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.0,1,1, River Danube,0,0,0,0,1,0,0,1,1,1,"We are offering for sale a 95 sqm luxury apartment on Belgrád rakpart next to Duna korzó. The panoramic view property situated in a classical building which built in the year 1900's. The flat consists of 2 bedrooms, 2 bathrooms, an open plan kitchen, a living room, a separate toilet and a washing room. The apartment is under renovation. Great opportunity for investment or a home. (pictures made from the previously completed apartments, or visuals)",19.05023372,47.49251556,1052,5,47.49251556,19.05023372,1.393941304176221,0.44699961255378,2.711222295044469,2.1867795085380797,2.163180779329335,16.327929437054262
16,1,0,39760000,6,6626666.667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.0,1,1, Garden,0,0,1,0,0,0,0,1,1,1,"We are offering for sale newly built apartments in a condominium in district 10, next to Szent László tér and Városközpont. These apartments are between 28 sqm and 96 sqm and they are situated in a 4-storey building. The street is quiet, wide, nonetheless free from transit traffic. The building is in the best part of the district , in the neighbourhood there is a school, kindergarten, shopping malls, public transport hub. Heating: geothermal, electricity: by sun collectors. Now you can choose the clolours and wall coverings. It will be finished till Autumn of 2019. For further information, floorplan and viewing please call me!",19.13001574,47.48790124,1102,10,47.48790124,19.13001574,7.175110838180635,6.035656681087092,3.7797873706611047,6.069831977483048,8.059521400276639,10.701287980295401
17,1,0,48000000,6,8000000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale an unrenovated, one bedroom apartment in Révay utca. The courtyard facing property is situated on the 1st floor in a nice classical style building. The flat consists of one bedroom, a livingroom, a kitchen, bathroom, pantry. The common cost is 20.000 HUF. Could be a great investment!",19.05516605,47.50313888,1065,6,47.50313888,19.05516605,1.3162101337922898,0.8084514661492863,2.162777820733575,0.9540934136330793,2.3028692426497464,16.461774968908085
18,1,0,36800000,8,4600000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale an unrenovated, 85sqm apartment in Kiss József utca. The street facing property is situated on the 2nd floor in building which has not elevator. The flat consists of 2 bedrooms, a livingroom, , kitchen, bathroom, separate toilet. Common cost is 15.000 HUF. Could be a great investment.",19.07349126,47.49764018,1088,8,47.49764018,19.07349126,2.820949108854111,1.716500489625356,0.8827903377986954,1.9755690496208496,3.695226753471551,14.956324366309984
19,1,0,37623300,4,9405825.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,3.0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"Great homes, Rejuvenation area, Excellent investment In the dynamically developing part of district IX, close to the National Theater and the Palace of Arts we offer for sale this newly built project, located only a few blocks from the Danube. The construction will be done in 6 phases, 3 buildings will have 6 staircases with a total of 520 apartments with well-thought floor plans and inner design. Award winning architect studio created the lay out concepts of the residential homes. On the street level the commercial spaces will accommodate a supermarket, a bank, a pharmacy, a household store and restaurants. Due to its central position and its well serviced and strongly developing infrastructure it can be a great option to a wide range of buyers, students, young professionals, families, investors with a goal of renting the units out. The area has undergone spectacular development, which going to continue with the construction of the new convention centre and class A office premises on the Danube bank. This apartment is located on the 3rd floor, has studio, faces east its base space is 42 sqm and has a 12 sqm terrace. For site visit, further information and units feel free to contact us. ",19.07638754,47.47369873,1097,9,47.47369873,19.07638754,3.979956456975618,3.1884410481859002,3.1306455105748756,4.4539214684162935,4.9618244123544395,13.78777422520652
20,1,0,265000000,25,10600000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,_,18.94690737,47.56218778,1029,2,47.56218778,18.94690737,8.616162199778728,10.679136885463988,12.303666502449746,10.011348126821757,8.9289743575177,26.740700247611343
21,1,0,99000000,7,14142857.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5.0,1,1, Square,0,0,0,0,0,1,0,1,1,1,"We are offering for sale 72 sqm unrenovated property in József nádor tér. The property is situated on the 5th floor in a good condition building which has an elevator. Thr property consists of 2 bedrooms, living room, 8 sqm balcony, kitchen, bathroom and seperate toilet. Common cost 26.600 HUF/month which include the heating. The apartment has a storage in the basement as well. It could be great opportunity for investment or ideal home as well.",19.04918804,47.49925945,1051,5,47.49925945,19.04918804,1.0516701734212262,0.3248677133809188,2.6141138093104717,1.499851894232452,1.86102751949399,16.688864571722014
22,1,0,42000000,6,7000000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale a 67 sqm apartment in district 7, Akácfa utca. It is situated in a classical style building on the 3rd floor. The flat consists of 1 bedroom, a living room, a kitchen with dining area, a pantry, and bathroom with a toilet. Windows are facing to the inner courtyard. Common charges: 12000 HUF /month. Heating: gas convector. It has got a cellar. Great opportunity for investment due to its perfect location. It could be a profitable investment or an ideal home as well. High rental potential. The inner part of the 7th district is one of the most dynamically developing areas of Budapest with several music clubs, restaurants and coffee houses. One of the most popular entertainment areas of the city center, Gozsdu garden is also here. The most famous touristic site of the district is the Dohány Street Synagogue. Thanks to the easy availability of Deák Ferenc tér and Astoria, 3 metro lines, several tram and trolley lines are only a few minutes away. ",19.06220122,47.50312632,1061,6,47.50312632,19.06220122,1.81010757673949,1.1336832909416246,1.6369402168407505,1.0139815977957904,2.8297309238409802,15.986907113088254
23,1,0,46450000,8,5806250.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,,19.08365139,47.49051002,1086,8,47.49051002,19.08365139,3.818403220523067,2.5641668663097206,1.2108840116934088,3.0726052618550375,4.597397123002018,13.928009445486394
24,1,0,199000000,12,16583333.33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,,19.04521127,47.50612512,1055,5,47.50612512,19.04521127,0.49904364432042814,1.1446344065788123,2.949019687222093,1.0892499404780058,1.63369444511719,17.279551611042844
25,1,0,33400000,6,5566666.667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale a 33 sqm apartment in district 8, Bezeredi street. It is situated in a classical building on the floor. The flat consists of bedrooms, a living room, a kitchen, a bathroom and toilet. Windows are facing to the inner courtyard. Metro line no. 2 and 4, bus lines, tram line no. 4 and 6 and trolley-bus lines run here. Great opportunity for investment due to its perfect location. It could be a profitable investment or an ideal home as well.",19.07281483,47.49825597,1074,7,47.49825597,19.07281483,2.7489186385049718,1.6723111743321426,0.8990935898383229,1.8903343557477414,3.6375028801666955,15.032044477439177
26,1,0,74900000,12,6241666.667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,We are offering for sale 127 sqm unrenovated property in Bajcsy-Zsilinszky út close to Nyugati tér. The street facing property is situated on the 1rst floor. Common cost is 28500HUF/month which is included the water. It could be a great opportunity for investment.,19.053966,47.51071993,1055,5,47.51071993,19.053966,0.9296855686677227,1.5975416341542876,2.471873081891581,0.2643031647861416,2.435877203570274,16.92476564384639
27,1,0,82900000,10,8290000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale a 100 sqm apartment in district 6, Teréz körút. It is situated in a classical style building on the 2nd floor. The building has got an elevator. The flat consists of 3 bedrooms, a living room, a kitchen, 2 bathrooms and a toilet. The apartment is furnished to high standard. Windows are facing to the inner courtyard. Heating: a newly installed circo heating system. Great opportunity for investment due to its perfect location and nice/exclusive layout and design. It could be a profitable investment or an ideal home as well. High rental potential. The inner part of the district is a popular part of the city center with its coffee houses, restaurants and historical buildings. Andrássy út, which is a UNESCO World Heritage Site, is easy to reach from here. There are several entertainment opportunities nearby, like the stunning Opera House and some theatres. The metro line no. 1, no. 2, no. 3, the tram line no. 4 and 6, the bus line no. 105 and the railway (Nyugati railway station) are within a few minutes walk. ",19.05863174,47.50915323,1067,6,47.50915323,19.05863174,1.3193365936908363,1.5254896254792987,2.080718705425001,0.2921926299667111,2.6964642094082567,16.533610530973117
28,1,0,49900000,6,8316666.667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer for sale a 67 sqm apartment in district 7., Almássy tér. This is situated in a good condition classical building on the second floor, the windows are facing to the courtyard. It consists of living room, 2 bedrooms, bathroom and a pantry. The apartment is unrenovated.",19.06972613,47.50305825,1077,7,47.50305825,19.06972613,2.34058875946801,1.6032157195070973,1.0763017106594146,1.3356173847978772,3.393491389612183,15.480044158441304
29,1,0,72000000,10,7200000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4.0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We offer for sale a 100 sqm apartment in district 9., Bródy Sándor utca, close the the National Museum. This is situated in a good condition classical building on the fourth floor, the windows are facing to the street. It consists of living room with open plan kitchem, bedroom, bathroom and a toilet. The apartment is equipped with gas circo heating system.",19.06369532,47.49390654,1088,8,47.49390654,19.06369532,2.2827846658641935,1.0185366379435132,1.727677591113123,2.02698406545899,3.0516630312865374,15.451882248248742
30,1,0,156450000,11,14222727.27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale an 110 sqm fully furnished apartment in district 5, Ferenciek tere. It is situated in a classical building on the 2nd floor. The building has got an elevator. The flat consists of 2 bedrooms, 2 living rooms, a kitchen with dining area and 2 bathrooms. The apartment is very sunny. It has got alarm system and air conditioner. The apartment is furnished to high standard. Windows are facing to the street. Windows offer a panoramic view. Heating: central heating. Price of furniture is included in the price. Great opportunity for investment due to its perfect location and nice and exclusive layout and design. It could be a profitable investment or an ideal home as well. High rental potential. District 5. is the heart of the teeming city center. Váci utca -full of stores and restaurants- can be found here and the Danube Promenade with a fantastic view is also here. Ferenciek tere, Astoria, Fővám tér and Kálvin tér are important nodes of the city that have a lot of monuments frequently visited by tourists. The famous Great Market Hall and Károly Garden are also here. All the metro lines and several tram lines are easily reachable from any places of the city center. ",19.05280305,47.49487957,1052,5,47.49487957,19.05280305,1.4798933955197524,0.2414264192984141,2.441883881625509,1.889305847742276,2.238091985723149,16.24753739741772
31,1,0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,1167.6521527879972,5732.995097558857,5734.572860668599,5734.71762771819,5732.625624493174,5733.874026758354
32,1,0,78000000,4,19500000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale 45 sqm renovated property in Ó utca. The property is situated on the 3rd floor in a good condition building which has an elevator. It consists of a bedroom, livign room, kitchen and bathroom. Because of the location it could be great opportunity for investment.",19.05511268,47.504312299999995,1065,6,47.504312299999995,19.05511268,1.2656636383408564,0.9273170775689048,2.1822700869035687,0.8263876454444138,2.313479556288035,16.522519321462042
33,1,0,85000000,9,9444444.444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale a 95 sqm fully furnished apartment in district 7, Vörösmarty utca. It is situated in a classical style building on the 3rd floor, which has been tottally renovated a year ago. The building has got an elevator. The flat consists of 2 bedrooms, a living room, a kitchen with dining area, with separate infra sauna, a bathroom and a toilet. The apartment is very sunny. Both of the bedroom has got air conditioner. The apartment is furnished to high standard. The insulation made by high-standard rockwool. the Living room and bedrooms windows are facing to the street and the kitchen's windows facing to the inner courtyard. Common charges: 15000 HUF /month + individual utility charges (water, electricity, heating). Heating: a newly installed circo heating system. Great opportunity for investment due to its perfect location and nice and exclusive layout and design. It could be a profitable investment or an ideal home as well. At the moment the apartment is being rent on short term since a few years ago and has got a good evaluation, so it can be a High rental potential for short term too. Few minutes walking distance from 4-6 tram, 70, 78 red buses, and from Andrassy road - M1 metro station. For furthermore information please do not hesitate to call us. ",19.0683063,47.50565169,1064,6,47.50565169,19.0683063,2.137502139630536,1.667039525832604,1.2591650757915382,1.06305586953049,3.3156193117081942,15.709203584831199
34,1,0,63000000,4,15750000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,,19.02348069,47.51258098,1022,2,47.51258098,19.02348069,1.2816137084843926,2.7146905756374373,4.701273893113271,2.5372107076388133,1.2461996311451295,19.061684738137252
35,1,0,119000000,12,9916666.667000001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3.0,1,1, Square,0,0,0,0,0,1,0,1,1,1,"We offer for sale a 125 sqm apartment in district 14., Ajtósi Dürer fasor. This is situated in a classical building on the third floor, the windows are facing to the Városliget. It consists of living room, 2 bedroom, 2 bathroom, open plan kitchen, wardrobe and a balcony (5sqm). The apartment is recently renovated and fully furnished, equipped with gas circo and air condition. The celling high is 3,7 meter.",19.08724512,47.51052666,1146,14,47.51052666,19.08724512,3.2710223182005604,3.1558468191522695,1.0466443842129702,2.2573632544633733,4.8123746184365,14.75810299264499
36,1,0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,1167.6521527879972,5732.995097558857,5734.572860668599,5734.71762771819,5732.625624493174,5733.874026758354
37,1,0,108700000,14,7764285.714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0.0,1,1, Garden,0,0,1,0,0,0,0,1,1,1,"We are offering for sale 2 apartments in Mártonvölgy Street (District XII.). It is situated on the ground floor in a newly built building. The first apartment is 54 sqm which has 67,5 sqm terrace. The second apartment is 60 sqm which has 25 sqm terrace. The prise includes a storage as well. The 2 garages are obligatory to buy.",18.99956907,47.49446474,1121,12,47.49446474,18.99956907,2.2366994972505942,3.8484345768208756,6.3777977792492955,4.732285049002706,2.0336878570285863,19.985586981006026
