ID,Apartment,House,Price,Size(sqm),Price/sqm,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Street,Bedroom,Floor,Garage optional,Parking place optional,View,View: Courtyard,View: Hills,View: Garden,View: Panoramic,View: Danube,View: Square,View: Street,Furniture optional,Elevator optional,Air conditioner optional,Details,Longitude,Latitude,Postcode,District,Lats,Lons,Accounting,ATM,Backery,Bank,Bar,Bus station,Cafe,Clothing store,Convenience store,Department store,Doctor,Gym,Laundry,Park,Pharmacy,Physiotherapist,Police,Post office,Restaurant,School,Store,Subway,Taxi stand,Transit station,Beauty salon,Hair care,Book store,Library,Gas station,Shopping mall,Hospital,Meal delivery,Meal takeaway,Travel agency,Car repair,Car wash,Parking,Casino,Movie theater,Night clubs,Real Estate Agency
10,1,0,135000,15,9000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 150 squaer meter apartment in district IX., in Angyal utca. It is situated on the 3th floor, the windows are facing to the street. It consist of a living room, 3 bedrooms, kitchen with dinnig area, wardrobe, bathroom, toilet. Common cost is only 32,560Ft/month. The apartment is equipped with a newly installed circo heating system. The price of the furniture is included in to the asking price. ",19.07634462,47.47987719,1096,9,47.49931292,19.07124107,20,20,20,20,20,20,20,20,3,20,20,20,0,20,-1.0,2,4.0,5,20,20,20,-1.0,0,20,20,20,10,8,20,20,20,20,7,18,20,20,19,1,20,14,20
11,1,0,380000,10,38000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 107 sqm furnished duplex apartment in district 6. in Liszt Ferenc tér. It is situated in a classical building on the 4th floor. The windows are facing the street. It consists of a living room with 9 sqm balcony,american kitchen, 2 bedrooms,hall, 1 bathroom and toilet. Common cost is 37000 Ft/month(heating included).Only long term rent! ",19.06872715,47.48473532,1092,9,47.51344399,19.02772311,16,20,20,20,20,20,20,20,1,20,20,20,12,20,-1.0,3,3.0,8,20,20,20,-1.0,1,20,20,20,20,20,20,20,20,20,13,20,20,20,20,1,20,20,20
12,1,0,546000,5,109200.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 59 sqm apartment in district 13. in Kresz Géza utca. It is situated in a classical building on the 2th floor. The windows are facing to the courtyard. The apartment is newly renovated. It consists of a living room with american kitchen, 2 bedrooms, 1 bathroom and toilet. Only long term rent! ",19.06160628,47.50543296,1061,6,47.47987719,19.07634462,20,20,20,20,20,20,20,20,5,20,20,20,20,20,-1.0,0,0.0,9,20,20,20,-1.0,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20
13,1,0,209000,6,34833.33333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 62 sqm furnished apartment in district 5. in Irányi utca. It is situated in a classical building on the first floor. The windows are facing to the quiet street. The apartment is newly renovated. It consists of a living room with american kitchen, 2 bedrooms, 1 bathroom and toilet. Common cost is ~20000 Ft/month(water included).Only long term rent! ",19.05607563,47.51697109,1136,13,47.48473532,19.06872715,20,20,20,20,20,20,20,20,4,20,20,20,5,20,-1.0,4,0.0,5,20,20,20,-1.0,1,20,20,20,20,4,20,20,20,20,5,20,20,20,20,0,20,15,20
14,1,0,350000,7,50000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 72 sqm furnished apartment in district I. in Számadó utca. It is situated in a classical building on the 2th floor. The windows are facing the courtyard. The apartment is newly renovated. It consists of a living room with american kitchen,balcony, 2 bedrooms, 2 bathrooms and toilet. Common cost is 25000 Ft/month.Only long term rent! ",19.05519846,47.4935924,1052,5,47.50543296,19.06160628,20,20,20,20,20,20,20,20,3,20,20,20,7,20,-1.0,1,1.0,6,20,20,20,-1.0,3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,3,20,20,20
15,1,0,635000,6,105833.3333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 60 sqm furnished apartment in district 11. in Gombocz Zoltán utca on Gellert Hill. It is located on the 2nd floor of a recently built building on a quiet street surrounded by trees. The windows are facing the common garden. The apartment is modern and has been maintained very well, it consists of a living room with american kitchen, balcony, 2 bedrooms, 1 bathroom and toilet. 200 EUR / month includes: garage, storage, common cost and heating payments to the tenant: ELMU, Internet. Only long term rent!",19.03699661,47.48774061,1016,1,47.51697109,19.05607563,7,7,4,7,8,20,9,15,2,20,13,10,20,19,-1.0,0,1.0,0,20,20,20,-1.0,0,20,17,13,1,7,20,20,20,20,1,6,20,20,9,0,20,2,17
16,1,0,385000,7,55000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"Available for rent a 79 sqm renovated apartment from now. It's on the 2nd floor, fully furnished and equipted. The building is in very good condition too. It has 1 livingroom with open kitchen, 1 bedroom, 2bathroom, 1 wardrobe roome, storage. It's perfect for 1 person or a couple too. The apartment is totally renovated. With low utilities. The common cost: 10 000 HUF/month. Very good located. Close to the metro, tram and buses ( bus: 7,107,5,110,112,178,133) . ",19.03166078,47.48669813,1118,11,47.4935924,19.05519846,10,14,5,10,10,20,13,20,2,20,20,20,7,16,-1.0,1,0.0,1,20,20,20,-1.0,0,20,20,20,3,5,20,20,20,20,1,8,20,20,11,0,20,1,14
17,1,0,241000,28,8607.142856999999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1.0,1,1, Garden,0,0,1,0,0,0,0,1,1,1,.,19.05347074,47.49443574,1052,5,47.48774061,19.03699661,20,20,20,20,20,20,20,20,3,20,20,20,15,20,-1.0,1,0.0,6,20,20,20,-1.0,2,20,20,20,20,20,20,20,20,20,19,20,20,20,20,3,20,20,20
18,1,0,610000,7,87142.85714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We offer a 70 sqm furnished apartment in district 2. in Nagybányai út. It is situated in a classical building on the first floor. The windows are facing the panoramic view. The apartment is newly renovated. It consists of a living room with american kitchen, balcony, 2 bedrooms, 1 bathroom and toilet. Only long term rent! ",18.958515,47.56749773,1028,2,47.48669813,19.03166078,0,2,1,2,1,12,1,2,0,9,4,2,20,3,-1.0,0,0.0,1,4,9,20,-1.0,0,12,3,3,0,0,20,20,20,16,0,0,20,20,0,0,11,0,0
19,1,0,385000,80,4812.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1.0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"Unfurnished, detached house is available either for rent at Istenhegy. It consists of 6 bedrooms, 2 living rooms, 3 bathrooms, 6 restrooms and 2 kitchen. A guest apartment, 3 terraces, an indoor swimming pool, sauna, jacuzzi, 4 garages and a private garden also belong to the property.",18.99231891,47.53099319,1025,2,47.49443574,19.05347074,1,1,1,2,1,20,1,3,0,20,4,7,8,2,,0,0.0,1,5,11,20,,0,20,7,2,2,2,20,20,20,20,0,2,20,20,2,0,20,1,7
20,1,0,2568000,10,256800.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We offer a 104 sqm unfurnished apartment in district 12. in Galgóczy utca. It is situated in a classical building on the 3th floor. The windows are facing to the panoramic view. The apartment is newly renovated. It consists of a living room, american kitchen, 2 bedrooms, 1 bathroom and toilet. Common cost is 52000 Ft/month(heating and water included ).Only long term rent! Garage included in the price. ",18.99348582,47.50037256,1125,12,47.56749773,18.958515,1,1,1,0,0,20,1,1,0,20,4,4,14,3,,0,0.0,1,3,17,20,,0,20,7,1,0,0,20,20,20,20,0,3,20,20,0,0,20,0,4
21,1,0,550000,31,17741.93548,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0.0,1,1, Garden,0,0,1,0,0,0,0,1,1,1,"We offer a 310 sqm furnished 3 levels house in district 2. in Sólyomvölgyi utca. It is situated in a newly building. The windows are facing the garden. It consists of a living room with american kitchen, 4 bedrooms,balcony, 3 bathrooms and toilet. Garage, gym, pool included. Only long term rent! ",18.98248876,47.50773647,1125,12,47.53099319,18.99231891,1,0,0,0,1,20,0,0,0,20,4,1,20,1,,0,0.0,0,0,12,4,,0,20,1,0,0,0,20,20,20,20,0,2,20,20,0,0,20,0,0
22,1,0,1348000,11,122545.4545,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2.0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We offer an apartment in district 12, Kútvölgyi út. It is situated on the ground floor. It consist of 3 bedroom, living room with open plan kitchen, 2 bathroom, storage and balcony with panoramic view to Buda Hills. The apartment is equipped, unfurnished, but upon request furnished. It comes with garage.",18.94578057,47.56858593,1029,2,47.50037256,18.99348582,0,0,1,0,1,20,1,0,0,9,3,2,8,2,,0,2.0,0,2,6,10,,0,20,3,1,0,0,20,20,20,15,0,0,20,20,0,0,6,0,0
23,1,0,610000,10,61000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0.5,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for rent a 100 sqm luxury apartment in Mészáros street (district 1.). The property situated on the mezzanine floor in a classical building. The flat consists of living room with open plan kitchen, 2 bedrooms with bathrooms. Enjoy the Buda feeling in the luxury apartment. ",18.99697269,47.51300509,1125,12,47.50773647,18.98248876,3,7,4,3,2,20,4,2,1,20,19,8,1,5,,1,1.0,1,20,20,20,,0,20,10,3,0,1,20,20,20,20,0,3,20,20,4,0,20,0,7
24,1,0,514000,10,51400.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,We offer a 100 sqm restaurant in district 3. in Bécsi út. The windows are facing to the street. The reastaurant is newly renovated. Only long term rent! ,19.02941442,47.49784449,1013,1,47.56858593,18.94578057,16,20,18,20,20,20,20,20,3,20,20,20,18,20,,2,3.0,5,20,20,20,,0,20,20,20,18,14,20,20,20,20,1,20,20,20,20,0,20,5,20
25,1,0,320000,5,64000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 56 sqm furnished apartment in district 6. in Szinyei Merse utca. It is situated in a newly built building on the 3rd floor. The windows are facing to the courtyard. The apartment is newly renovated. It consists of a living room with american kitchen,balcony, 1 bedroom, 1 bathroom and toilet. Common cost is 30000Ft/month(heating included).Only long term rent! ",19.03636857,47.53094982,1034,3,47.51300509,18.99697269,18,13,14,15,15,20,17,20,0,20,20,18,1,19,,0,3.0,2,20,20,20,,0,20,20,20,6,2,20,20,20,20,3,14,20,20,14,0,20,10,20
26,1,0,260000,6,43333.33333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,1.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 68 sqm furnished, apartment in district 7, Erzsébet boulevard. It is situated in a classical building on the 1st floor. The windows are facing to the courtyard. It consists of a living room, 2 galleries kitchen, 1 bathroom and toilet. Common cost is 16 000 HUF/month. Utilities depend on the used amount. Only long term rent. ",19.06528096,47.51343705,1063,6,47.49784449,19.02941442,20,20,20,20,20,20,20,20,3,20,20,20,7,15,,0,2.0,5,20,20,20,,0,20,20,20,20,15,20,20,20,20,4,20,20,20,20,0,20,20,20
27,1,0,209000,5,41800.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 59 sqm furnished apartment in district 7. in Dohány utca. It is situated in a classical built building on the 4th floor. The windows are facing the street and the bedroom to the courtyard. The apartment is newly renovated. It consists of a living room with dining room, 1 bedrooms, 1 bathroom and a separet kitchen. Common cost is 31000 Ft/month. it includes the heathing as well! The apartment is available until mid-June!",19.06615223,47.50271376,1073,7,47.53094982,19.03636857,20,20,20,20,20,20,20,20,7,20,20,20,19,20,,0,1.0,7,20,20,20,,1,20,20,20,20,16,20,20,20,20,20,20,20,20,20,0,20,20,20
28,1,0,185000,2,92500.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,3.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 28 sqm furnished studio apartment in district 5. in Aranykéz utca. It is situated in a classical building on the 3th floor. The windows are facing the street. The apartment is newly renovated. It consists of a living room with american kitchen, 1 bathroom and toilet. Common cost with utilities: ~100 euro/month(internet).Only long term rent! ",19.06188215,47.49910407,1075,7,47.51343705,19.06528096,20,20,20,20,20,20,20,20,7,20,20,20,2,20,,1,3.0,8,20,20,20,,3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,20,20,20
29,1,0,209000,5,41800.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,3.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"♭Design Home for musicians with grand piano♭ ♯ Fully fledged furnished and equiped 50 sqm apartment (recently renovated and furnished, luxury standards) including amongst others: ♪ Grand piano (black) including silence function ♪ Sony flat screen smart TV, cable TV connection and package, high-speed W-Lan and Internet (Deutsche Telekom) ♪ Bose surround Hifi station (CD player, radio) ♪ Washing and drying machine (Siemens IQ 300) ♪ Fully equipped kitchen with dish washer, oven, cooking plates, micro-oven, dishes, etc. ♪ Alarm system (DSC), security service (Multi Alarm) ♯ Location ♪ In the center of Buda in a pedestrian street roaming with cafés, bakeries, restaurants, etc. in the vicinity of Mammut Shopping Mall, Millenaris park, Marczibányi park ♪ Metro Station (Széll Kálman) and tram (lines 4, 6 leading to Pest, Octogon in 7 min.) ♪ Parking is possible in the street or in parking houses of Mammut or Millenáris Park Common cost with utilities is 125 Euro/month. ",19.04951404,47.49662626,1051,5,47.50271376,19.06615223,20,20,20,20,20,20,20,20,3,20,20,20,13,20,,0,4.0,4,20,20,20,,2,20,20,20,20,15,20,20,20,20,14,20,20,20,20,3,20,20,20
30,1,0,353000,-1,-353000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,19.02324225,47.51136369,1024,2,47.49910407,19.06188215,20,20,20,20,20,20,20,20,1,20,20,20,20,20,,4,3.0,3,20,20,20,,0,20,20,20,17,7,20,20,20,20,0,18,20,20,15,0,20,7,20
31,1,0,-1,3,-0.333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,4.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer for rent a luxury apartment in Székely Bertalan Street. Property features	Tailor made built in furniture	Luxury double beds delivered by the manifacturer of 5* hotels	Fully eqipped apartmetns ready to move in	Underground parking area with bycicle storage	Roof terrace with sun beds and grill oven	Romantic inner garden	100 m2 retail unit available for coffee shop or catering function Average common cost: 120 €/ month	Average utiltiy cost: 80 €/ month Welcome to Budapest’s most desirable new luxury rental apartments. Art Homes is the new 60 units luxury building that puts you exactly where you want to be — in a breathtaking home with beautiful parks and museums at your doorstep. The building is close to the UNESCO world heritage protected Andrássy Avenue with unique atmosphere and picturesque architecture. Art Home’s enviable location offers apartments with excellent public transportation, few steps away from the famous West End train station, with several bus, metro and tram connections, also steps away from West End Shopping Center offering a large selection of shops, pharmacy, grocery and restaurants. Art Homes feature beautiful garden, street and city views. Plus hedonist’s feast of urban delights right on your doorstep – a short walk away, the buzz of Budapest night life, cafes, bars and nightspots wait for you. Condominium services:	High speed internet Satellite TV with 150 international channels 	24/7 Security service 	On site technical maintenance 	On site cleaning service 	0/24 English speaking assistance ",-1.0,-1.0,-1,-1,47.49662626,19.04951404,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,,-1,3.0,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32,1,0,218000,5,43600.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer for rent in 5th district, on Szent István krt a 3rd floor (Lift available), 55m2,1 bedroom residential property. The apartment consists of a living room (which can be also be used as a bedroom room), a kitchen, an entrance hall, a bathroom and a bedroom. The windows look at the inner courtyard.It is perfect for 2 students or for roommates since the apartment is well separated for 2 persons to have their own privacy. The heating is provided by a gas circulator. All the furniture are brand new and the Apartment is fully furnished with fridge, oven, hairdryer, vacuum, bed set etc.. It is Close to the Nyugati railway station, the 4-6 trams, the metro line 3 and WestEnd, as well as Margit Island. Perfect place to stay if you love shopping, sport and convenient location for public transportation. ",19.06628961,47.51463502,1064,6,47.51136369,19.02324225,20,20,20,20,20,20,20,20,3,20,20,20,18,14,,0,4.0,5,20,20,20,,0,20,20,20,20,15,20,20,20,20,3,20,20,20,20,0,20,16,20
