ID,Apartment,House,Room,Price per month,Size(sqm),Price per sqm,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Street,Number of rooms,Number of seperate rooms,Number ofhalf rooms,Type of the building,Brick apartment,Block apartment,Deposit,Utilities,Common cost,Furniture,Furnished,Equipped,Partly furnished,Empty,Floor,Balconies,View,View: Courtyard,"View: Courtyard, sunny","View: Courtyard, not sunny",View: Danube,View: Garden,View: Roof,View: Square,View: Panoramic,View: Park,View: Street,"View: Street, quiet","View: Street, sunny",View: City,View: Hill,Shortest rental period,Children welcomed,American kitchen,Can be an office,Foreigners welcomed,Washing machine,Details,Area,Transportation,Near universities,Latitude,Longitude,Lats,Lons,Postcode,District,Amenity: Sustenance,Amenity: School,Amenity: Education,Amenity: Financial,Amenity: Healthcare,Amenity: Arts,Amenity: Entertainment,Amenity: Religion,Amenity: police,Amenity: Government,Amenity: Vending_machine,Amenity: Transportation_bicycle,Amenity: Transportation_car,Amenity: Parking,Amenity: Coworking_space,Amenity: Recycling,Amenity: Others
514,1,0,0,371,38,9.763157895,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mádi utca,"
                1 room                 + 1 half room            ",1,1,Block Apartment,0,1,742,46,31,Furnished or unfurnished,1,0,0,0,5,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,At least one year,-1,-1,-1,-1,-1,fh.alberlet.hu,Jászai Mari square,"4, 6 trams, 7 bus, Metro 2 red, Matro 4						",,47.4824803,19.1505827,47.4824803,19.1505827,1104,10,3,13,0,0,3,0,0,4,0,0,1,0,0,13,0,3,16
515,1,0,0,433,58,7.465517241,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Dorozsmai utca,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,866,40,59,"Furnished, equipped",1,1,0,0,3,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,At least one year,Yes,-1,-1,Yes,-1,-1,Near Danube,"Metro 3 blue, Metro 2 red						",,47.5278769,19.103082,47.5278769,19.103082,1142,14,14,6,1,4,14,0,1,5,0,0,0,2,2,23,0,5,18
516,1,0,0,556,77,7.220779221,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Kanizsai utca,"
                2 rooms                 + 1 half room            ",2,1,Brick Apartment,1,0,1113,62,59,"Partly furnished, equipped",0,1,1,0,1,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,At least one year,-1,-1,-1,-1,-1,fh.alberlet.hu,"Széll Kálmán square, Vár",Metro 3 blue,,47.4726027,19.0434996,47.4726027,19.0434996,1114,11,101,18,1,30,25,6,9,12,0,0,12,55,2,68,3,6,236
517,1,0,0,742,70,10.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ipoly utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1484,15,83,Empty,0,0,0,1,5,-1,Street and courtyard,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,-1,1,-1,-1,www.renthungary.hu,"Near Danube, Danube view","4, 6 trams",,47.5196021,19.0572355,47.5196021,19.0572355,1133,13,122,27,1,27,29,13,5,7,5,0,5,82,5,55,1,7,117
518,1,0,0,278,24,11.58333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Hegedűs Gyula utca,"
                1 room                            ",1,0,Brick Apartment,1,0,556,31,15,"Empty, equipped",0,1,0,1,1,-1,To the courtyard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,-1,-1,-1,-1,"

XIII. Ker. Hegedűs Gyua Street-Dozsa György-Metro stop nearby-renovated, 1st floor-Elevator No-24 m2, 1 room + loft apartment unfurnished but mechanised for rent.
Common cost: 5 000 HUF with 2 monthly deposit and 1 month rental fee to be moved immediately.
Children and/or pets are not obstructions!
",Móricz Zsigmond square,"Metro 3 blue						",,47.5118841,19.0521089,47.5118841,19.0521089,1137,13,255,16,2,50,27,19,11,5,4,5,28,104,4,44,3,4,193
519,1,0,0,1000,91,10.98901099,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Páva utca,"
                4 rooms                            ",4,0,Brick Apartment,1,0,2000,77,108,"Furnished, equipped",1,1,0,0,4,-1,To the courtyard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,"4 bedroom duplex apartment for long term rent in excellent condition. Air condition, 2 bathroom, built in kitchen fully equipped, in the 9th district of downtown Budapest. Public transportation is perfect, just a few minutes from tram 4,6. No pets allowed. Smokers are not welcome.        
Price based on a minimum 12 months rental contract.        
Overhead costs based on your consumption.        
Common cost:Huf 34 500        
Caution:2 months        
Ref nbr:hm1397",Városliget,"4, 6 trams, Matro 4						",,47.48282703,19.0727412,47.48282703,19.0727412,1094,9,206,80,1,29,42,10,10,16,4,2,61,52,1,51,0,4,229
520,1,0,0,526,63,8.349206349,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Jurisics Miklós utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1051,93,31,"Empty, equipped",0,1,0,1,1.5,-1,"Street, quiet",0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,1,-1,1,-1,-1,www.renthungary.hu,Móricz Zsigmond square,-1,,47.52300395,19.11451267,47.52300395,19.11451267,1147,14,27,12,4,8,11,3,0,4,0,3,2,8,8,47,0,1,45
521,1,0,0,526,51,10.31372549,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Angyalföldi út,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1051,46,49,"Furnished, equipped",1,1,0,0,0,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,-1,1,-1,-1,-1,ingatlannagyker.alberlet.hu,"Corvin negyed, Duna korzó, Near Danube, Fővám tér",Metro 3 blue,,47.5280889,19.0667371,47.5280889,19.0667371,1134,13,57,29,0,16,26,2,2,3,2,0,14,33,2,44,0,12,78
522,1,0,0,556,69,8.057971014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Zsélyi Aladár utca,"
                3 rooms                            ",3,0,Block Apartment,0,1,1113,62,77,"Furnished, equipped",1,1,0,0,4,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,-1,-1,-1,-1,fh.alberlet.hu,Blaha Lujza square,"4, 6 trams, Metro 1 historic line						","Károli Gáspár Református Egyetem - KRE ÁJK ( 0.754 km )
",47.5102334,19.1928789,47.5102334,19.1928789,1165,16,15,13,0,5,13,1,0,4,2,0,2,2,0,24,0,0,21
523,1,0,0,464,55,8.436363636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Thököly út,"
                1 room                            ",1,0,Brick Apartment,1,0,1391,93,31,"Empty, furnished as well",1,0,0,1,5,-1,"Street, busy",0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,1,-1,-1,-1,-1,Blaha Lujza square,"4, 6 trams, Metro 1 historic line						",,47.5099993,19.0969164,47.5099993,19.0969164,1146,14,41,17,0,7,5,1,6,9,3,2,3,6,0,52,0,6,82
524,1,0,0,445,43,10.34883721,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mátyás utca,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,890,77,28,"Furnished, equipped",1,1,0,0,2,-1,To the courtyard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,"2 room apartment for rent by the Ráday street in the 9th district. Renovated, brigth rooms, fully equipped apartment.       
Price based on a minimum 12 months rental contract.      
Overhead costs based on your consumption.      
Common cost: Huf 8925    
Caution:2 months      
Ref nbr:hm1468   ","Duna korzó, Fővám tér, Kálvin square, Váci street",Metro 3 blue,,47.4859436,19.0628931,47.4859436,19.0628931,1093,9,377,76,10,53,45,22,18,18,2,2,127,125,1,46,0,4,535
525,1,0,0,500,45,11.11111111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tolnai Lajos utca,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,1000,62,53,Empty,0,0,0,1,1,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,At least one year,-1,-1,-1,-1,-1,"Close to the tram (4 and 6) and metro station in a new built building on the first floor, an unfurnished one-bedroom apartment is for rent immediately.    
Price based on a minimum 12 months rental contract.     
Overhead costs based on your consumption.     
Caution:2 months     
Common cost: Huf 17 000  
Ref nbr:hom788  ",Nyugati square,-1,,47.49367,19.07485763,47.49367,19.07485763,1084,8,212,68,3,32,53,8,22,23,1,0,79,73,1,67,1,2,363
526,1,0,0,775,47,16.4893617,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corvin sétány,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,1550,46,87,"Furnished, equipped",1,1,0,0,6,-1,To the courtyard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,"Nestled on the behind the modern facade of Corvin Shopping Center is the spectacular Corvin Walkway development. Architectually designed with the highest quality finishes this superb apartment comprises of panoramic positioning, gourmet kitchen with brand new appliances, quality bathroom and exceptional layout and space. The rental fee is including parking place in garage. 
Price based on a minimum 12 months rental contract.   
Overhead costs based on your consumption.   
Caution:2 months   
Common cost: Huf 28 200   
Ref nbr:cit128   
",Városliget,"Metro 2 red						",,47.4857026,19.0750427,47.4857026,19.0750427,1082,8,226,98,3,29,57,10,10,24,2,2,69,63,1,69,1,7,270
527,1,0,0,1000,74,13.51351351,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Andrássy út,"
                2 rooms                            ",2,0,Brick Apartment,1,0,2000,93,43,"Furnished, equipped",1,1,0,0,3,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,-1,1,-1,-1,-1,"Andrássy Ave. one of the best building!
Nicely renovated and furnished apt., am. kitchen. dining area+ living room and separate kitchen, bathroom, wc, and laundry

Most attractive the view to the Basilica !","Near Danube, Kálvin square",Metro 2 red,,47.5065213,19.0652946,47.5065213,19.0652946,1067,6,398,35,5,55,35,11,44,12,6,0,38,95,3,55,2,8,214
528,1,0,0,350,18,19.44444444,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Váci utca,"
                1 room                            ",1,0,Brick Apartment,1,0,700,37,15,"Furnished, equipped",1,1,0,0,0,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,-1,-1,-1,-1,-1,"Budapest 5th stricit, Down town   at Váci utca 18 sqm  ground floor, courtyard view  studio flat + 5 sqm loft for rent      
 Renovated, individual gas heating (convector). Furnished, equipped.  
 Common cost:  5.000HUF including the water.    
Costs approximately --at winter time
The gas heating and  electricity has to be paid after use  and measure,
gas heating  can be approx 8.000 HUF
electricity  about 7.000 HUF
common cost, which covers the house cleaning, the house lightening, the garbage, the  channel fee and the water use is 5.000 HUF/month
all about 20.000 HUF --which is around 62 Euro  
Rent 350€ + 2 month deposit.     
Free service for tenants!     
","Jászai Mari square, Nyugati square","4, 6 trams",,47.4921529,19.053635,47.4921529,19.053635,1056,5,468,47,5,109,25,49,24,28,1,6,71,145,2,42,0,4,606
529,1,0,0,371,51,7.274509804,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Damjanich utca,"
                1 room                            ",1,0,Brick Apartment,1,0,742,46,28,Empty,0,0,0,1,0,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,-1,-1,-1,-1,newlife.alberlet.hu,-1,"4, 6 trams, 7 bus, Metro 2 red, Matro 4						",,47.506819,19.0764106,47.506819,19.0764106,1071,7,135,34,5,15,28,6,14,8,3,0,19,53,0,29,1,1,161
530,1,0,0,650,47,13.82978723,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corvin sétány,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,1300,46,93,"Furnished, equipped",1,1,0,0,5,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,Yes,-1,-1,Yes,1,"We offer a one bedroom, 47 sqm furnished, fully equipped apartment with air condition for long term rent in Corvin Promenade District 8, Outside Grand Blvd.   
It is situated in a new-built building on the 5th floor, in the popular Corvin Park Residence. The windows are facing to street. It consists of a living room, american kitchen, 1 bedroom, 1 bathroom. Furthermore disposes of a beautiful terrace of 3 m2.  
Common costs includes advance heating and water fee.   
In Corvin negyed you will find a gym, supermarket, shopping mall, pharmacy, movies, cafes, bars and restaurants. Only a two minute walk from the 4-6 tram or the metro line 3 (Corvin negyed). It offers perfect accommodation for people looking for high quality life in downtown Budapest.  
Price based on a minimum 12 months rental contract.  
Overhead costs based on your consumption.  
Caution:2 months  
Common cost: Huf 30 488  
Ref nbr:hm2994  
","Corvin negyed, Pedestrian street",-1,"Budapest Kortárstánc Főiskola - BHF ( 1.596 km )Harsányi János Főiskola - HJF ( 1.864 km )
",47.4855274,19.0755928,47.4855274,19.0755928,1082,8,214,94,3,28,57,10,11,23,2,2,63,59,1,67,1,6,247
