ID,Apartment,House,Price,Size(sqm),Price/sqm,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Street,Bedroom,Floor,Garage optional,Parking place optional,View,View: Courtyard,View: Hills,View: Garden,View: Panoramic,View: Danube,View: Square,View: Street,Furniture optional,Elevator optional,Air conditioner optional,Details,Longitude,Latitude,Postcode,District
10,1,0,135000,15,9000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 150 squaer meter apartment in district IX., in Angyal utca. It is situated on the 3th floor, the windows are facing to the street. It consist of a living room, 3 bedrooms, kitchen with dinnig area, wardrobe, bathroom, toilet. Common cost is only 32,560Ft/month. The apartment is equipped with a newly installed circo heating system. The price of the furniture is included in to the asking price. ",19.07634462,47.47987719,1096,9
11,1,0,380000,10,38000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 107 sqm furnished duplex apartment in district 6. in Liszt Ferenc tér. It is situated in a classical building on the 4th floor. The windows are facing the street. It consists of a living room with 9 sqm balcony,american kitchen, 2 bedrooms,hall, 1 bathroom and toilet. Common cost is 37000 Ft/month(heating included).Only long term rent! ",19.06872715,47.48473532,1092,9
12,1,0,546000,5,109200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 59 sqm apartment in district 13. in Kresz Géza utca. It is situated in a classical building on the 2th floor. The windows are facing to the courtyard. The apartment is newly renovated. It consists of a living room with american kitchen, 2 bedrooms, 1 bathroom and toilet. Only long term rent! ",19.06160628,47.50543296,1061,6
13,1,0,209000,6,34833.33333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 62 sqm furnished apartment in district 5. in Irányi utca. It is situated in a classical building on the first floor. The windows are facing to the quiet street. The apartment is newly renovated. It consists of a living room with american kitchen, 2 bedrooms, 1 bathroom and toilet. Common cost is ~20000 Ft/month(water included).Only long term rent! ",19.05607563,47.51697109,1136,13
14,1,0,350000,7,50000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 72 sqm furnished apartment in district I. in Számadó utca. It is situated in a classical building on the 2th floor. The windows are facing the courtyard. The apartment is newly renovated. It consists of a living room with american kitchen,balcony, 2 bedrooms, 2 bathrooms and toilet. Common cost is 25000 Ft/month.Only long term rent! ",19.05519846,47.4935924,1052,5
15,1,0,635000,6,105833.3333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 60 sqm furnished apartment in district 11. in Gombocz Zoltán utca on Gellert Hill. It is located on the 2nd floor of a recently built building on a quiet street surrounded by trees. The windows are facing the common garden. The apartment is modern and has been maintained very well, it consists of a living room with american kitchen, balcony, 2 bedrooms, 1 bathroom and toilet. 200 EUR / month includes: garage, storage, common cost and heating payments to the tenant: ELMU, Internet. Only long term rent!",19.03699661,47.48774061,1016,1
16,1,0,385000,7,55000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1, Street,0,0,0,0,0,0,1,1,1,1,"Available for rent a 79 sqm renovated apartment from now. It's on the 2nd floor, fully furnished and equipted. The building is in very good condition too. It has 1 livingroom with open kitchen, 1 bedroom, 2bathroom, 1 wardrobe roome, storage. It's perfect for 1 person or a couple too. The apartment is totally renovated. With low utilities. The common cost: 10 000 HUF/month. Very good located. Close to the metro, tram and buses ( bus: 7,107,5,110,112,178,133) . ",19.03166078,47.48669813,1118,11
17,1,0,241000,28,8607.142857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,1,1, Garden,0,0,1,0,0,0,0,1,1,1,.,19.05347074,47.49443574,1052,5
18,1,0,610000,7,87142.85714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We offer a 70 sqm furnished apartment in district 2. in Nagybányai út. It is situated in a classical building on the first floor. The windows are facing the panoramic view. The apartment is newly renovated. It consists of a living room with american kitchen, balcony, 2 bedrooms, 1 bathroom and toilet. Only long term rent! ",18.958515,47.56749773,1028,2
19,1,0,385000,80,4812.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"Unfurnished, detached house is available either for rent at Istenhegy. It consists of 6 bedrooms, 2 living rooms, 3 bathrooms, 6 restrooms and 2 kitchen. A guest apartment, 3 terraces, an indoor swimming pool, sauna, jacuzzi, 4 garages and a private garden also belong to the property.",18.99231891,47.53099319,1025,2
20,1,0,2568000,10,256800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We offer a 104 sqm unfurnished apartment in district 12. in Galgóczy utca. It is situated in a classical building on the 3th floor. The windows are facing to the panoramic view. The apartment is newly renovated. It consists of a living room, american kitchen, 2 bedrooms, 1 bathroom and toilet. Common cost is 52000 Ft/month(heating and water included ).Only long term rent! Garage included in the price. ",18.99348582,47.50037256,1125,12
21,1,0,550000,31,17741.93548,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,1,1, Garden,0,0,1,0,0,0,0,1,1,1,"We offer a 310 sqm furnished 3 levels house in district 2. in Sólyomvölgyi utca. It is situated in a newly building. The windows are facing the garden. It consists of a living room with american kitchen, 4 bedrooms,balcony, 3 bathrooms and toilet. Garage, gym, pool included. Only long term rent! ",18.98248876,47.50773647,1125,12
22,1,0,1348000,11,122545.4545,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We offer an apartment in district 12, Kútvölgyi út. It is situated on the ground floor. It consist of 3 bedroom, living room with open plan kitchen, 2 bathroom, storage and balcony with panoramic view to Buda Hills. The apartment is equipped, unfurnished, but upon request furnished. It comes with garage.",18.94578057,47.56858593,1029,2
23,1,0,610000,10,61000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0.5,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for rent a 100 sqm luxury apartment in Mészáros street (district 1.). The property situated on the mezzanine floor in a classical building. The flat consists of living room with open plan kitchen, 2 bedrooms with bathrooms. Enjoy the Buda feeling in the luxury apartment. ",18.99697269,47.51300509,1125,12
24,1,0,514000,10,51400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,1,1, Street,0,0,0,0,0,0,1,1,1,1,We offer a 100 sqm restaurant in district 3. in Bécsi út. The windows are facing to the street. The reastaurant is newly renovated. Only long term rent! ,19.02941442,47.49784449,1013,1
25,1,0,320000,5,64000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 56 sqm furnished apartment in district 6. in Szinyei Merse utca. It is situated in a newly built building on the 3rd floor. The windows are facing to the courtyard. The apartment is newly renovated. It consists of a living room with american kitchen,balcony, 1 bedroom, 1 bathroom and toilet. Common cost is 30000Ft/month(heating included).Only long term rent! ",19.03636857,47.53094982,1034,3
26,1,0,260000,6,43333.33333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,1,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 68 sqm furnished, apartment in district 7, Erzsébet boulevard. It is situated in a classical building on the 1st floor. The windows are facing to the courtyard. It consists of a living room, 2 galleries kitchen, 1 bathroom and toilet. Common cost is 16 000 HUF/month. Utilities depend on the used amount. Only long term rent. ",19.06528096,47.51343705,1063,6
27,1,0,209000,5,41800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 59 sqm furnished apartment in district 7. in Dohány utca. It is situated in a classical built building on the 4th floor. The windows are facing the street and the bedroom to the courtyard. The apartment is newly renovated. It consists of a living room with dining room, 1 bedrooms, 1 bathroom and a separet kitchen. Common cost is 31000 Ft/month. it includes the heathing as well! The apartment is available until mid-June!",19.06615223,47.50271376,1073,7
28,1,0,185000,2,92500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,3,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 28 sqm furnished studio apartment in district 5. in Aranykéz utca. It is situated in a classical building on the 3th floor. The windows are facing the street. The apartment is newly renovated. It consists of a living room with american kitchen, 1 bathroom and toilet. Common cost with utilities: ~100 euro/month(internet).Only long term rent! ",19.06188215,47.49910407,1075,7
29,1,0,209000,5,41800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,3,1,1, Street,0,0,0,0,0,0,1,1,1,1,"♭Design Home for musicians with grand piano♭ ♯ Fully fledged furnished and equiped 50 sqm apartment (recently renovated and furnished, luxury standards) including amongst others: ♪ Grand piano (black) including silence function ♪ Sony flat screen smart TV, cable TV connection and package, high-speed W-Lan and Internet (Deutsche Telekom) ♪ Bose surround Hifi station (CD player, radio) ♪ Washing and drying machine (Siemens IQ 300) ♪ Fully equipped kitchen with dish washer, oven, cooking plates, micro-oven, dishes, etc. ♪ Alarm system (DSC), security service (Multi Alarm) ♯ Location ♪ In the center of Buda in a pedestrian street roaming with cafés, bakeries, restaurants, etc. in the vicinity of Mammut Shopping Mall, Millenaris park, Marczibányi park ♪ Metro Station (Széll Kálman) and tram (lines 4, 6 leading to Pest, Octogon in 7 min.) ♪ Parking is possible in the street or in parking houses of Mammut or Millenáris Park Common cost with utilities is 125 Euro/month. ",19.04951404,47.49662626,1051,5
30,1,0,353000,-1,-353000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,19.02324225,47.51136369,1024,2
31,1,0,-1,3,-0.333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,4,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer for rent a luxury apartment in Székely Bertalan Street. Property features	Tailor made built in furniture	Luxury double beds delivered by the manifacturer of 5* hotels	Fully eqipped apartmetns ready to move in	Underground parking area with bycicle storage	Roof terrace with sun beds and grill oven	Romantic inner garden	100 m2 retail unit available for coffee shop or catering function Average common cost: 120 €/ month	Average utiltiy cost: 80 €/ month Welcome to Budapest’s most desirable new luxury rental apartments. Art Homes is the new 60 units luxury building that puts you exactly where you want to be — in a breathtaking home with beautiful parks and museums at your doorstep. The building is close to the UNESCO world heritage protected Andrássy Avenue with unique atmosphere and picturesque architecture. Art Home’s enviable location offers apartments with excellent public transportation, few steps away from the famous West End train station, with several bus, metro and tram connections, also steps away from West End Shopping Center offering a large selection of shops, pharmacy, grocery and restaurants. Art Homes feature beautiful garden, street and city views. Plus hedonist’s feast of urban delights right on your doorstep – a short walk away, the buzz of Budapest night life, cafes, bars and nightspots wait for you. Condominium services:	High speed internet Satellite TV with 150 international channels 	24/7 Security service 	On site technical maintenance 	On site cleaning service 	0/24 English speaking assistance ",-1,-1,-1,-1
32,1,0,218000,5,43600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer for rent in 5th district, on Szent István krt a 3rd floor (Lift available), 55m2,1 bedroom residential property. The apartment consists of a living room (which can be also be used as a bedroom room), a kitchen, an entrance hall, a bathroom and a bedroom. The windows look at the inner courtyard.It is perfect for 2 students or for roommates since the apartment is well separated for 2 persons to have their own privacy. The heating is provided by a gas circulator. All the furniture are brand new and the Apartment is fully furnished with fridge, oven, hairdryer, vacuum, bed set etc.. It is Close to the Nyugati railway station, the 4-6 trams, the metro line 3 and WestEnd, as well as Margit Island. Perfect place to stay if you love shopping, sport and convenient location for public transportation. ",19.06628961,47.51463502,1064,6
33,1,0,-1,5,-0.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1, Street,0,0,0,0,0,0,1,1,1,1,We offer for rent a 1 bedroom apartment in Dob utca in a classical Building. Windows are facing the courtyard. Common cost 12000 HUF ,-1,-1,-1,-1
34,1,0,193000,6,32166.66667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 63 sqm luyury apartment in district 6, Vasvári Pál utca. It is situated in a nice building on the 1st floor, the windows are facing to the street. The apartment is newly renovated. It consists of a living room with american kitchen,1 bedroom, 2 bathrooms and a toilet. Common cost is 21000HUF/month. Utilities depend on the used amount.",19.0517434,47.5126645,1137,13
35,1,0,225000,9,25000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"Apartment for rent in district 2, Kecske Street, next to the Kolosy Square. The apartment is furnished, the kitchen is equipped. It has 2 balcony with panoramic view. Common cost: 13950 HUF/month.",19.06659107,47.50389484,1068,6
36,1,0,225000,9,25000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 97 sqm unfurnished apartment in district 6. in Teréz körút. It is situated in a classical building on the 3rd floor. The windows are facing to the street. The apartment is newly renovated. It consists of a living room with american kitchen, 2 bedroom, 1 bathroom and toilet. Common cost is 52.531 HUF/month(heating included).Only long term rent! Common cost : 230.000 HUF+VAT. ",19.05886735,47.5029602,1065,6
37,1,0,300000,7,42857.14286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for rent a 70 sqm apartment in Dessewffy street. The property consists of 3 Bedrooms, 2 Kitchens, 2 Bathrooms. The apartment is in the center of Budapest. The Apartment is made of 2 completely independent and separate units, or as one big unit. The apartment is very stylish, newly renovated and has a young look and feel to it. 3rd floor with an elevator. Common cost is 16.000Huf",19.03611148,47.52939459,1037,3
38,1,0,230000,4,57500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1, Street,0,0,0,0,0,0,1,1,1,1,"42 sqm, one-bedroom apartment is available for rent in a newly developed mansions, located in the Rippl Residence. It consists of a living room, a bedroom, an American style kitchen, a bathroom and a balcony. The Rippl Residence is located in an ever-historical, UNESCO World Heritage area, also very close to some main attractions of Budapest, such as Heroes Square, Városliget, Andrassy Avenue. Main public transport connections are for only a few minutes walk. Mansions from outside is a 19th century palace while from inside it is completely redesigned by Italian architect in order to match all criteria of tomorrow’s value-loving residents. The Rippl provides full concierge services, secure parking, a 24-hour reception, and a fitness area with wellness facilities. The apartments - besides high aesthetical standard - are designed and equipped to serve your comfort. Energy efficiency and innovative technological solution in heating and cooling system, electric systems and kitchen appliances makes your everyday life enjoying.",19.06240392,47.50624867,1062,6
39,1,0,275000,32,8593.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,0,1,1, Street,0,0,0,0,0,0,1,1,1,1,We offer a 320 sqm 2 levels apartment in district 3. in Tavasz utca. More information on the floor plan. Common cost with utilities: ~100-150000 HUF/month. ,19.05585891,47.50737084,1065,6
40,1,0,321000,11,29181.81818,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"Luxury 2 bedroom apartment with AC available for rent in District 11 on the side of Gellért Hill. The windows and the spacious terrace overlook the surrounding Buda hills, slopes and the Danube. The apartment consists of 2 bedrooms, living room, American kitchen, 2 bathrooms, separate toilette and balcony. Transport is very good. The Citadel is 1 stop with Bus 27. The city center is 5 minutes by car. Two parking spaces provided in the garage.",19.07529319,47.51356309,1062,6
41,1,0,813000,10,81300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1, Street,0,0,0,0,0,0,1,1,1,1,"Bright and spacious classical 2-bed apartment available for rent, located on 2nd floor in Hegedű Street, in district 6. Enjoy urban life in one of the best part of the downtown area of Budapest just 50m to Liszt Ferenc square. Most windows are facing south west on the (quiet) Street. The kitchen is fully equipped. Cabel TV and Internet are available upon request. Parking spaces are also available near the building. Very good public transportation connections (Oktogon): trams No. 4-6 stop nearby as well as metro No. 1. Presently partly furnished, the flat can also be made available with or without furniture.",19.04176133,47.54194961,1033,3
42,1,0,883000,8,110375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 87 sqm furnished apartment in district 6. in Andrássy út. It is situated in a newly built building on the ground. The windows are facing the courtyard. The apartment is newly renovated. It consists of a living room with galery, american kitchen,wardrobe, 1 bathroom and toilet. Common cost is 72000 HUF /month.Only long term rent! ",19.04285834,47.48460731,1118,11
43,1,0,250000,11,22727.27273,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer for rent a 2-storey apartment in the Tompa Street. There is a living room, a kitchen, a wardrobe, a toilet, a 2 bedrooms, an upper bathroom with toilet , 3 bedrooms. They are balconies on both level. Common cost: 101,000 HUF / month (with water and heating) ( Central heating) Available from 10th October. ",19.06083462,47.50467994,1066,6
44,1,0,562000,8,70250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a furnished apartment in district 7, in Károly körút. It is situated in a classical building on the 3rd floor. The windows are facing to the street. The apartment is newly renovated. It consists of a living room, kitchen, 2 bedrooms, 1 bathroom and toilet. Utilities depend on the used amount. Only long term rent. ",19.06355585,47.50805536,1067,6
45,1,0,482000,8,60250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 80 sqm furnished apartment in district 6. in Szondi utca. It is situated in a classical building on the 4th floor. The windows are facing the street. The apartment is newly renovated. It consists of a living room with american kitchen, 2 bedrooms,1 balcony, 1 bathroom and toilet. Only long term rent!",19.07102718,47.4831226,1094,9
46,1,0,417000,4,104250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,1,1,1, Street,0,0,0,0,0,0,1,1,1,1,"Very pleasant small flats are for rent in Dandár park which have a 41 m2 floorspace where living room, a bathroom and an American style kitchen can be found. The modernly furnished, new properties are air conditioned and have a balcony too. The most popular part of the district is the inner part, within the boulevard. There are a lot of places to visit on Vámház körút, Üllői út, Ferenc körút and at the areas bordered by the Danube. There are several touristic sites in this part of the district, like the monumental building complex of CET Shopping and Cultural Centre, the Museum of Applied Arts and the Great Market Hall. The river bank provides a wonderful view to the Gellért Hill. The area bordered by Szabadság Bridge and Petőfi Bridge has exceptionally good traffic opportunities, thanks to Fővám tér, Corvin negyed and Kálvin tér. Metro lines no. 3 and 4 have ",19.05819143,47.49704542,1075,7
