ID,Apartment,House,Price,Size(sqm),Price/sqm,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Street,Bedroom,Floor,Garage optional,Parking place optional,View,View: Courtyard,View: Hills,View: Garden,View: Panoramic,View: Danube,View: Square,View: Street,Furniture optional,Elevator optional,Air conditioner optional,Details,Longitude,Latitude,Postcode,District
85,1,0,289000000,18,16055555.56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We are offering for sale an 187 sqm luxury duplex penthouse in Józsefhegyi street on Rózsadomb. The panoramic view flat situated on the 2nd floor in a modern house (built in 2007) which has got an elevator. There are 2 garage place and a storage. The apartment consists of 3 bedrooms, 2 bathrooms, a wardrobe, a living room with open plan kitchen and dining area, a 10 sqm balcony, and a 105 sqm patio. (the living area is 129 sqm without patio).",19.02876411,47.52504454,1025,2
86,1,0,43000000,6,7166666.667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1, Garden,0,0,1,0,0,0,0,1,1,1,"We are offering for sale a 69 sqm apartment in district 13, Hegedűs Gyula utca near Szent István Park. It is situated in a classical style building on the 2nd floor. The flat consists of 2 bedrooms (a one of with gallery), a living room, a kitchen, a bathroom, and a separated toilet. The windows are facing to a back court. Gáz cirkó fűtésű. The water,electric and gas wires are renovated, and the roof too. Heating: circo heating system. Public transportation connections are good, tram line 4-6, bus number 9 on Szent István ring road, the Blue Metro line and train lines at Nyugati Pályaudvar can be reached easily. Szent István Park is within a short walking distance. It could be a profitable investment or an ideal home as well.",19.05312742,47.51716454,1136,13
87,1,0,69900000,10,6990000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We are offering for sale a duplex apartment in Fivér utca. The panoramic view apartment is situated on the 3rd floor in a classical style building. The flat consists of 2 bedroom, 2 bathroom, an open plan kitchen, bathroom, seprate toilet. Could be a great investment.",19.08387038,47.54342345,1131,13
88,1,0,43500000,7,6214285.714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale a 71 sqm apartment in district 8,József körút next to Corvin negyed. It is situated in a classical style building on the 3rd floor. The building has got an elevator. The flat consists of 2 bedrooms, a living room with a kitchen and a bathroom. Windows are facing to the street. Great opportunity for investment due to its perfect location. It could be a profitable investment or an ideal home as well. High rental potential. The Palotanegyed (Palace District) is one of the most popular investment areas of the capital, due to its classic-style, unique buildings and monuments. The Hungarian National Museum with the famous Museum Garden and the Szabó Ervin Metropolitan Library are also here – the latter is visited by numerous foreign students day by day. Several universities are located here, like Semmelweis University, Pázmány Péter Catholic University, the Faculty of Arts of Eötvös Loránd University, the University of Theatre and Film Arts and the Budapest University of Jewish Studies. Thanks to Corvin Plaza at Üllői út and the Corvin Shopping Mall at Rákóczi út the district provides great shopping opportunities as well. ",19.0684633,47.48890321,1085,8
89,1,0,59000000,8,7375000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0.5,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale 85 sqm unrenovated property in Attila út close to Széll Kálmán tér. The property is situated on the mezzanine. The property consists of 2 bedrooms, living room, kitchen and bathroom. Public transport is good. Metro, bus and tram station only few minutes by walk so it could be great opportunity for investment.",19.02393552,47.50547925,1122,12
90,1,0,41500000,5,8300000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale a one bedroom apartment in Katona József and Visegrádi utca. The street facing property is situated on the 2nd floor in a nice classical style building which has got an elevator. The flat consists of one room with gallery, livingroom, kitchen and bathroom. Common cost is 13.000 HUF. Could be a great investment.",19.05285476,47.51455557,1136,13
91,1,0,62900000,7,8985714.286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale a two bedroom apartment in Bajcsy-Zsilinszky út. The flat is situated on the ground floor in a nice classical style building. It consists of 2 bedrooms, a livingroom, 2 bathrooms, kitchen, dining area. Could be a great investment.",19.05327661,47.50833368,1055,5
92,1,0,577800000,64,9028125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"The owner has obtained a building permit to construct a condominium of 13 apartments on Basement + Ground floor + 2 floors + Attic area, based on the regulations under L1-V1-Z zoning. Plot size: 645 sqm Building type: closed in line with the existing buildings Planned parking spaces: 12 Planned total sqm: 1858 m2 Planned green cover: 16,39% - 105,69 m2 Currently there is an office building on the plot, with basement + 2 floors (basement: 147 sqm, Ground floor: 152,6 sqm, 1st floor: 209 sqm) which has been completely renovated in 2012. The plan is to construct residential units on 4 floors. The building will have an inner courtyard, the floor plans are flexible, the building fits well to its surroundings. The plans are made to meet the needs of the district, the average size is 83 sqm, minimum 2 bedrooms. The total number of apartments is 13, with duplex units on the ground and top floor of the newly constructed part. On the top floor of the old part there is a large apartment with direct entry from the elevator. The façade is under monument protection. Besides the existing façade all the apartments have balcony, the ground floor units have garden connections together with their terraces.",19.02920211,47.49977094,1012,1
93,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
94,1,0,58900000,6,9816666.667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0.5,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,We are offering for sale 60 sqm renovated apartment in Molnár utca close to Fővám tér. The property is situated on mezzanine in a classical style building. The courtyard facing property consists of 2 rooms kitchet with dining area and 2 bathrooms. The apartment can be separete unit. Nearby there are universities so it could be great opportunity for investment.,19.05361563,47.49064546,1056,5
95,1,0,80000000,10,8000000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"A Nice renovated classical apartment is for sale in the exact city center at district 6, Anker köz. It's situated in a monument classical building on the third floor, so it's very sunny. The windows are overlooking the courtyard, so it's quiet. It has 2 bedrooms, a living room, 2 bathrooms and kitchen with dinning area. Perfect for investment and for private use also. Great public transport access.",19.05409301,47.49959697,1051,5
96,1,0,180000000,12,15000000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale a fully renovated, luxury apartment in Anker köz. The street facing apartment is situated on the 3rd floor in a nice classical style building which has got an elevator. The flat consists of 3 bedrooms, 3 bathroom, open plan kitchen. Could be a great investment.",19.05398558,47.49949187,1051,5
97,1,0,36700000,3,12233333.33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer for sale 38 sqm apartment in district 7., Csengery utca. This is situated in a classical buildng on the ground floor, the windows are facing to the courtyard. It consists of kitchen, room with spacoius gallery, and a bathroom. The aparment is fully renovated and equipped with gas convector.",19.06894471,47.50391552,1074,7
98,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
99,1,0,76900000,7,10985714.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0.5,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale a 79 sqm apartment in Szemere street. The flat separated on the mezzanine floor in a classical house which has got an elevator. The property consists of a living room, a bedroom, a kitchen and a bathroom. Great opportunity for investment.",19.04909561,47.5092732,1055,5
100,1,0,61950000,7,8850000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale a 75sqm new built modern designed apartment in the 13th district at Kucsma utca. The property is designed by an interior designer. It is located on the 4th floor of newly built condominium with elevator. In the fully furnitured apartment there is an open kitchen with living room and dining area, 2 bedrooms, a wardrobe, a bathroom and 2 balconies. From the living room and one of the room you can go to the same balcony which is provides pleasant rest. The price includes the high quality furniture. The apartment has a garage that is obligatory to buy for 2,5 million HUF. It is a great opportunity for investment and home.",19.08832174,47.54633981,1131,13
101,1,0,180000000,18,10000000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"A luxurious, beautifully renovated residence is for sale with many condition in the very heart of Budapest. Excellent spacing !! Its important to note that all the rooms are open separately. The apartment is located in the 5th district, moments away from the Vaci street, Fashion street, the Danube, and the popular Vörösmarty Square. The apartment is situated on the 2nd floor of a classical building, and it overlooks the newly refurbished Deák Ferenc square. The entrance hall leads many ways through the large living room. To a modern fully equipped kitchen, three comfortable sized, sunny bedroom, a bathroom (with bathtub and shower also) a, toilet and a storage room. The flat has been recently refurbished. Two of the bedrooms has private balcony. It has excellent public transport options (metro lines M1,M2,M3, and several tram and bus lines right in front of the building) and a secure underground parking space is available nearby. ",19.05214704,47.4996193,1051,5
102,1,0,58342900,7,8334700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale newbuilt apartments between 38 and 120 sqm close to Klinikák metro station in district 9. The apartments will be built in high quality, most of them has 1 bedroom, but there are 2-3-4 and studio apartments available too. The Public transport possibilities are great due to the nearness of the Blue metroline. Universities within 15 minutes walking distance. Heating will be provided by geothermal air pump heating. Wall clolours and indoor coverings can still be selected. Handover at the end of 2018. For technical description and viewing please call us!",19.07757224,47.48422452,1082,8
103,1,0,62900000,6,10483333.33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We are offering for sale 65 sqm apartment with a panoramic view in Pajz utca in District II. The flat is on the 2nd floor in a good condition building which has not got an elevator. The flat consists of 2 bedrooms, a living room, a kitchen and a bathroom. Because of the location public transport is good so it could be a great opportunity for investment.",19.02085508,47.51913545,1022,2
104,1,0,26400000,3,8800000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,2,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale a 35 sqm unrenovated studio apartment in district 6. Podmaniczky utca. The courtyard facing property is situated on the second floor in a classical style building which has got an elevator. It consists of living room with 20 sqm gallery, kitchen, bathroom and separated toilet. It could be a great opportunity for investment or ideal home as well.",19.06596171,47.51576045,1134,13
105,1,0,89900000,10,8990000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1, Garden,0,0,1,0,0,0,0,1,1,1,"We are offering for sale a 110 sqm apartment on the 1st floor of a villa house in district 1, surrounded by ancient trees. The sunny apartment consists of 2 bedrooms, a living room, a bathroom, toilet, and a separated kitchen with dining area. The roof level above the apartment is also allowed to use and to build in. Heating is provided by gas circo system, the common cost is low. Kind neighbourhood, peaceful area.",19.0312025,47.49332888,1016,1
106,1,0,45500000,5,9100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale a 53 sqm apartment in Maros street next to the Városmajor. The windows are facing the street and the garden. The property situated on the ground floor. The flat consists of a living room, a bedroom, a bathroom and a kitchen with dining area. Great opportunity for investment or home as well.",19.02019993,47.50648654,1122,12
107,1,0,69900000,8,8737500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer for sale a 88 sqm apartment in district 7., Dob utca. This is situated in a ground floor, the windows are facing to the courtyard. It consists of living room, kitchen, bathroom and 2 bedrooms. The apartment is equipped with gas circo and air con.",19.05862294,47.4988123,1075,7
108,1,0,481500000,80,6018750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,4,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We offer for sale the Art of Architecture, Elegance, Luxury, and Smart Tech in Nagykovácsi This minimalistic style, “smart,” all-inclusive luxury villa is located on the best-situated street of Nagykovacsi. The 800-square meter structure with a view sits on a 1400-square meter lot with trees. On the lower basement, it can find a garage for 4 cars, a storage, on the upper basement a laundry, a relaxing room, a fitness room, a swimming-pool, a WC, and a terrace. The ground floor consists of a large living room, a gallery, 2 kitchens, a dining area, a study room, a WC, a wardrobe, on the 1st floor there are 4 bedrooms, 3 wardrobes, and 3 bathrooms. A well-cared garden also belongs to the alarm protected, air conditioned property. The building was constructed by Prima Primissima award winning architect Gyorgy Vadasz and features fine taste, special use of materials, interior design, and technological solutions. A smart home system, featured by Domintel, offers the ability to operate building mechanics via remote control, screens, and mobile phone device. Some features are: • The building’s exterior surface is covered by AgrobBuchtel Hydrotech air-through, self-cleaning ceramics. • The interior covers are AgrobBuchtel ceramics. • Security is aided by a gate phone with visual display, alarm, and surveillance system. • The kitchen features a Bulthaun counter island and Gaggenau appliances. • Floor heating and JAGA fan-coil system balance the building’s interior temperatures over transitional thermal gains and losses. • Artemide (Italian) and Droog lighting systems right through the house, furniture brands B&B Italy, Gasperoni, Pallucco, Magis, Carl Hansen and Ligne Roset just mention a few. This Luxury House is very close to to the American International School, so it's a perfect option for families also. Please feel free to call us to visit the villa.",18.86880602,47.57379871,2094,9
109,1,0,59000000,8,7375000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0.5,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale 85 sqm unrenovated property in Attila út close to Széll Kálmán tér. The property is situated on the mezzanine. The property consists of 2 bedrooms, living room, kitchen and bathroom. Public transport is good. Metro, bus and tram station only few minutes by walk so it could be great opportunity for investment.",19.02393552,47.50547925,1122,12
110,1,0,62000000,9,6888888.889,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale 95 sqm renovated apartment in Margit körút close to Margit Bridge. The street facing property is situated on the first floor in a nice classical building. It consists of a living room with balcony, 2 bedrooms, kitchen, and bathroom. It could be a great opportunity for investment or home as well.",19.03393725,47.51517187,1023,2
111,1,0,63000000,5,12600000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,8,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We are offering for sale 58 sqm renovated apartment with a panormaic view to the Danube in Marina part. The property is on the 8th floor in a newly built building which has an elevator. It consists of a bedroom, a living room with open kitchen, a bathroom, a seperate toilet and a balcony. It could be a great opportunity for investment or ideal home as well.",19.06344099,47.54869096,1138,13
112,1,0,45000000,7,6428571.429,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1, Street,0,0,0,0,0,0,1,1,1,1,"2 room and 70 sqm Property is advertise for sale in 9th district in Ferenc körút and Tompa street corner. The apartment located on 1st floor and consist 2 huge and separate room, the windows facing to the quiet Tompa street. The aparmtent being renovated.",19.06751522,47.48410124,1092,9
113,1,0,295000000,42,7023809.524,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"3-storey, 420 sqm, alarm protected luxury detached house is for sale in a pleasant green area in Remetehegy, near the British International School. On the ground floor it can find the garage for 2 cars, a fitness room with bathroom, a pantry, a study room, and a storage. The first floor consists of 2 (or 3 shared) bedrooms with 2 bathrooms, more wardrobe rooms, and a balcony. On the 3rd floor there are 2 huge terraces with splendid view over the city, a large living room, a separated kitchen with pantry, a study room or bedroom, a restroom and a nice terrace over the well-cared garden. It could be exclusive home or perfect investment!",19.01506151,47.542404,1037,3
114,1,0,81900000,7,11700000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We are offering for sale a 72 sqm luxury apartment in Kelenhegyi Road (District XI.), next to the Gellérthegy, and close to the Citadella. It is situated in a cottage building on the 2nd floor. The panoramic view property is consists of 2 rooms, a livingroom, kitchen, dining area, a bathroom, and a pantry. The public transportation connections are superb so it could be a great investment or ideal home as well.",19.04853548,47.48515223,1118,11
115,1,0,80250000,8,10031250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale a well-kept 88 sqm property at the corner of Dob utca and Wesselényi utca, few metres from the Great Synagogue. The street facing property is situated on the 3rd floor in a 5-storey classical style building which has got an elevator. It consists of 2 bedrooms, 2 bathrooms, a livingroom and a kitchen with dining area. Due to its central location and good layout it could be a very good investment.",19.05954326,47.49821973,1075,7
116,1,0,41000000,4,10250000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,1,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale a 42 sqm studio apartment in district 5. Ferenciek tere. The courtyard facing property is situated on the second floor in a nice renovated classical style building which has got an elevator. It consists of living room with 12 sqm gallery, kitchen with 6 sqm gallery and bathroom. Because of the location it could be a great opportunity for investment or ideal home as well.",19.05481748,47.49393722,1052,5
117,1,0,80000000,10,8000000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale a 100 sqm (on paper 71 sqm) duplex apartment in district 1. in Zsolt utca. It is situated in a classical building on the 3rd floor. The windows are facing the courtyard. The apartment is newly renovated. It consists of a living room with American kitchen, 3 bedrooms,1 terrace,1 balcony, 2 bathrooms, and toilet.",19.02978684,47.49228267,1016,1
118,1,0,129900000,18,7216666.667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,1,-1,0,0,0,0,0,0,0,1,1,1,"We are offering for sale 184 sqm apartment in Szilágyi Erzsébet fasor. The flat is on the 2nd floor in a good condition building which has got an elevator. The street facing property consist of 4 bedrooms, a living room, a kitchen and a bathroom. Because of the location public transport is goos so it could be a great opportunity for investment.",19.01853765,47.50991428,1026,2
119,1,0,84900000,11,7718181.818,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale 113 sqm renovated apartment, district 6 in Munkácsy Mihály utca, close to the Andrássy út. The street facing property is situated on the second floor in a classical style building. It consists of 2 apartments with kitchen and bathroom. The property has a good location and good transportation possibilities, which also make it easy-to-rent and easy-to-sell. It could be great opportunity for investment.",19.06914045,47.51616829,1062,6
120,1,0,-1,22,-0.045454545,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,1,1, Street,0,0,0,0,0,0,1,1,1,1,"Close to Opera and Deák Ferenc tér we are offering for sale 221 sqm renovated duplex property in Andrássy út. The property is situated on the 4th floor in a renovated classical style building which has an elevator. The property consists 3 bedrooms, living room with open kitchen, and 2 bathrooms. The apartment has a balcony and roof terrace ( 73 sqm) with a panormaic view. Own a Unique Luxurious Rooftop Apartment on Andrássy Avenue! ​Andrássy Ave. is the most sought-after address in downtown Pest. Living in Opera Terrace Homes is more than just having another apartment. This is over-the-top-luxury. Opera Terrace Homes is a unique combination of the bustling vibe of downtown Budapest and enjoying the tranquility of a roof terrace with an amazing view over the city. Opera Terrace Homes is the prime example of the best period type architecture and modern living. Built to the highest engineering standards and equipped with the latest home technology, Opera Terrace Homes is the best choice if you look for value to last. This well established Hungarian developer built more than 600 residential apartments in the past 20 years in Budapest. They picked this one-of-a-kind location and project because they also believe in creating their own legacy in the Budapest property market. Don’t miss out on this unique opportunity! Ask one of Tower’s consultants to provide a guided tour to Opera Terrace Homes. The property is under construction. Expected delivery at the 2019 Q2.",19.05633534,47.5031269,1066,6
121,1,0,39900000,5,7980000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"Luxury full renovated apartment in Parkan street with panoramic view. The apartment locate on th 5th floor, the building still in Excellent condition, and has got an elevator. The apartment has got 2 separate bedroom, a living room with kitchen and bathroom. Its luxury equipmented and furnished. The area is well located, its nearby the 1 tram, and M3 metro.Great opportunity for investment or ideal home as well.",19.05929649,47.53101839,1138,13
122,1,0,79900000,10,7990000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale 101 sqm renovated property in Dohány utca close to Synagoge. The property is situated on the 2nd floor. It consists of 2 bedrooms, living room, kitchen and bathroom. Because of the location it could be great opportunity for investment.",19.06246062,47.49746983,1077,7
123,1,0,33900000,5,6780000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer for sale a apartment in district 7., Dózsa György út. This is sitauted in a classical building on the ground floor, the windows are facing to the courtyard. It consists of living room, bedroom with galery, kitchen with dining area, bathroom and toilet. The apartment is equipped with gas circo. The common cost is 11.000 Ft.",19.08320249,47.50918826,1071,7
124,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
125,1,0,84900000,13,6530769.231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale a 2 bedroom apartment in Podmaniczky Street (District VI.), close to Nyugati Railway Station. The street facing property is situated on the 1st floor in a nice classical style building. It consists of 3 rooms, a hallway, kitchen with dining area, a built in wardrobe, separate toilet and a bathroom. Great opportunity for investment!",19.05490841,47.50895403,1055,5
126,1,0,139900000,9,15544444.44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1, Square,0,0,0,0,0,1,0,1,1,1,"Unique apartment for rent in a heart of Budapest, close to the Parlaiment. This is situtated in a classical building on the ground floor, the windows are facing to the Kossuth Lajos tér. It consists of living room, bedroom, kitchen (optional bedroom), bathroom and a wardrobe. The apartment is renovated and equipped with gas circo. The inner high is 3,5 m, the common cost is 23,750 Ft, it is included the water fee.",19.04549707,47.51005792,1054,5
127,1,0,118000000,19,6210526.316,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,1,1, Street,0,0,0,0,0,0,1,1,1,1,,19.04966704,47.5139725,1137,13
128,1,0,36700000,3,12233333.33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer for sale 38 sqm apartment in district 7., Csengery utca. This is situated in a classical buildng on the ground floor, the windows are facing to the courtyard. It consists of kitchen, room with spacoius gallery, and a bathroom. The aparment is fully renovated and equipped with gas convector.",19.06894471,47.50391552,1074,7
129,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
130,1,0,43500000,3,14500000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale a 38sqm apartment in a good condition in the 5th district at Váci utca, not far from Danube and Ferenciek tere. The property is located on the 2nd floor of 2-storey, 14 flats monument house with windows overlooking the courtyard. There is a gallery bedroom, a living room, a kitchen and a separate bathroom and restroom. Thanks to the location it is a great opportunity for investment.",19.05370721,47.49154186,1056,5
131,1,0,62000000,9,6888888.889,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale 95 sqm renovated apartment in Margit körút close to Margit Bridge. The street facing property is situated on the first floor in a nice classical building. It consists of a living room with balcony, 2 bedrooms, kitchen, and bathroom. It could be a great opportunity for investment or home as well.",19.03393725,47.51517187,1023,2
