ID,Houses,Apartments,Rooms,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Price(HUF per month),Size(sqm),Price per sqm (HUF),Street,Floor,Name of Residential complex,Parking place,View,View: Garden view,View: Panoramic view,View: Street view,Elevator,Lift,Air conditioning,Air conditioner,Number of rooms,Number of rooms: whole rooms,Number of rooms: half rooms,Condition of property,Condition of property: Newly build,Condition of property: In good condition,Condition of property: Renovated,Condition of property: In medium condition,Condition of property: Needs renovation,Condition of property: Mint,Utility level,Utility: double comfort,Utility: full comfort,Utility luxury,Energy Performance Certificate,Furnished,Floors of the building,Ceiling height,Heating,Heating: gas,Heating: wall_heating,Heating: combination,Heating: ceiling,Heating: central heating,Accessible,Bathroom and toilet,Bathroom: separate,Bathroom: together,Orientation,Orientation: North,Orientation: South,Orientation: East,Orientation: West,Orientation: Northeast,Orientation: Northwest,Orientation: Southwest,Orientation: Southeast,Garden access,Balcony,Attic,Attic: Loft conversion,Transportation,Latitude,Longitude,Lats,Lons,Postcode,District,Distace to Danube,Distace to City Centre,Distace to Keleti,Distace to Nyugati,Distance to Deli,Distance to Airport,Distance to Eco Zone,Distance to Crime Pot,Distance to Uni1,Distance to Uni2,Distance to Uni3,Distance to Uni4,Distance to Uni5,Distance to Uni6,Distance to Uni7,Distance to Uni8,Distance to Uni9,Distance to Uni10,Distance to Uni11,Distance to Uni12,Distance to Uni13,Distance to Uni14,Distance to Uni15,Distance to Uni16,Distance to Uni17,Distance to Uni18,Distance to Uni19,Distance to Uni20,Distance to Uni21,Amenity: Sustenance,Amenity: School,Amenity: Education,Amenity: Financial,Amenity: Healthcare,Amenity: Arts,Amenity: Entertainment,Amenity: Religion,Amenity: police,Amenity: Government,Amenity: Vending_machine,Amenity: Transportation_bicycle,Amenity: Transportation_car,Amenity: Fuel,Amenity: Parking,Amenity: Coworking_space,Amenity: Recycling,Amenity: Others
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340000,102,3333.333333, Máriaremetei út,-1,-1,1,garden view,1,0,0,-1,-1,not available,0,4 room,4,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,1,2,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   157   157A   57   257    Éjszakai   956   ,47.556374,18.948797,47.556374,18.948797,1029,2,4.0114914823001815,10.140850334696028,11.839480127597794,9.542048896378416,8.35305792471503,26.292220878657442,6.124849052013653,10.650244006586831,11.127043821928279,11.205974200874744,11.205974200874744,11.541646190841709,14.241510960282769,11.483599469040776,15.05717190522,9.782527836615088,11.301979859225225,12.45345664224998,10.493633202698849,10.406170745230183,7.910172920100755,11.303885013779778,13.137509704113235,5.441607046771045,13.186730654571642,6.882724688068835,11.34069494273391,11.757574604385926,9.00322863529501,21,24,1,4,18,1,6,16,0,2,2,4,1,0,41,0,4,171
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285000,100,2850.0, 540. utca,-1,-1,-1,not specified,0,0,0,-1,-1,-1,-1,4 room,4,0,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,0,-1,-1,not specified,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.4783,19.21965,47.4783,19.21965,1173,17,2.1773417521727723,12.855411297615955,10.522460323840818,12.751963166661206,14.877474256576312,5.049673547957936,11.007061588834732,11.980290090841574,11.684574311919858,11.800889018910524,11.800889018910524,12.339868924791894,7.8796305846353185,11.350472774901974,7.072893953092279,13.016515581491479,12.188492489138687,11.057482572948675,11.994010026074436,11.9176304711568,15.553290425409756,11.9297296779615,9.086271538336947,17.6869360992614,10.097939148512971,15.239080407831178,11.662125073467651,11.477235840914345,14.777754275799106,16,26,0,2,11,0,0,6,0,0,0,1,5,0,65,0,5,20
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,300,2500.0, Csipke út,-1,-1,1,panoramic,0,1,0,-1,-1,not available,0,6 + 2 half room,6,2,mint,0,0,0,0,0,1,luxury,0,0,1,-1,0,4,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Busz   128   155   ,47.50824,18.9844,47.50824,18.9844,1125,12,3.8304234280513327,5.148190206870098,7.508248932878617,5.4830478814005135,3.115258636411677,21.57110718720478,5.050167113428182,6.009925573825803,6.310675439135148,6.235400938004362,6.235400938004362,6.105141556550798,10.525384491207095,6.6545347607673895,11.328177454109854,4.969712158405174,6.033898449238973,7.246971662479521,6.0314971092668035,6.2085318679070935,7.9450094619352924,6.183848529888738,9.874273945473247,1.0663373641530085,8.134864911950046,4.734373857355381,6.37750847521887,6.659108936449676,3.4164545828897603,26,37,0,5,22,4,4,13,0,2,5,7,2,0,86,0,12,317
13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550000,202,2722.772277, Szentendrei út,-1,-1,1,garden view,1,0,0,-1,-1,not available,0,5 + 4 half room,5,4,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,0,3,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion not possible,0, Hév   H5    Busz   134   160   219   H5    Éjszakai   923   943   960   ,47.586506,19.045927,47.586506,19.045927,1039,3,2.752414642404028,10.012073494779221,9.88211450080258,8.371717446202728,9.597567248763122,22.59739254950708,1.8098041553288444,9.708769964940313,10.254069398774224,10.56368794867231,10.56368794867231,11.677814713688724,10.522199178149634,10.484016044519334,11.146223209161889,9.553163882873351,11.172681434247998,11.806904070886693,9.355223858817071,8.920871023560231,2.7735147178164468,10.891437490101357,9.105049557454565,8.785780917990612,12.009249421443164,5.882565550831036,10.630935261397806,11.135010398775654,10.473403889149038,49,31,3,10,29,2,5,12,1,0,5,12,5,1,83,0,4,140
14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,260,2307.6923079999997, Szentimreváros,-1,-1,1,garden view,1,0,0,-1,-1,available,1,6 room,6,0,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,0,2,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.47895,19.03847,47.47895,19.03847,1113,11,0.7456532747453605,2.1594275567074925,4.225272888439598,3.89506839714588,2.7046039502914265,16.688349063886164,2.0533237072694117,3.0013345691637423,2.76596894115154,2.4234281879932804,2.4234281879932804,1.3172758237523194,7.235445752456357,2.8993864096271924,7.8818752764220115,2.551279972727456,1.6757725867886566,2.5857713561529945,3.3339184643371564,3.8378591719113415,9.322825690285775,2.0814371497175994,7.274515025751665,5.497020374287218,3.540149196825313,6.1486854310669825,2.501417258677233,2.377935738528974,1.9341633951359067,244,71,2,48,52,12,16,31,3,0,56,150,9,3,262,3,21,904
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000,140,1714.285714, Sashalom,-1,-1,1,street view,0,0,1,-1,-1,-1,-1,3 + 2 half room,3,2,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,1,1,-1,central heating (metered),0,0,0,0,1,-1,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.509716,19.177661999999998,47.509716,19.177661999999998,1163,16,5.6268809728253855,9.64904143769416,7.107640973596016,9.047567472351217,11.532913853043995,9.693937402466224,8.943233526307905,8.645106711166687,8.524799193983808,8.757338830662988,8.757338830662988,9.690880534399204,3.9943559383746345,8.258622363226793,3.2111662255039133,9.672733323311764,9.36510044489608,8.478511713954008,8.54001013740566,8.311370441558738,10.97066135878242,9.006403737415015,4.829631114703765,14.027402753737247,7.5941032080935225,11.096353415541047,8.638642513470776,8.637497222739114,11.663745706164644,28,25,3,9,19,1,0,12,2,2,4,3,1,2,67,0,4,45
16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950000,320,2968.75, Nyereg út,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,6 room,6,0,in good condition,0,1,0,0,0,0,luxury,0,0,1,-1,1,3,-1,gáz (cirko),1,0,0,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.538197,19.019442,47.538197,19.019442,1037,3,0.04406528387072977,5.194678761636069,6.334805023009473,4.098140750827955,4.1100598837338085,20.705150278920254,1.5933464928637378,5.38262202968802,5.922103952161354,6.10275762529813,6.10275762529813,6.843354135678703,8.569223275417494,6.254031037663193,9.383551191081716,4.751649322075995,6.447705081591085,7.428546102782731,5.141807327435886,4.938540552381869,3.7102110268107817,6.311408159133777,7.472834040411207,3.1993721050649584,7.987374081337677,1.208423447972612,6.21809987661753,6.7007262620340775,4.9879455187099735,72,35,2,14,23,3,5,18,0,0,36,15,3,0,137,0,16,323
17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950000,300,3166.666667, Kútvölgyi út,-1,-1,1,garden view,1,0,0,-1,-1,-1,-1,7 room,7,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,0,3,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   128   155   ,47.51109,18.989595,47.51109,18.989595,1125,12,3.343245641510023,4.867641074548897,7.1607449963648175,5.0802647941818,2.8427980377354403,21.32439017293613,4.586880989485012,5.684654950580814,6.015887587970128,5.965706215232863,5.965706215232863,5.9350248268525085,10.140173416540087,6.36575094730114,10.948268244584918,4.6544760763592805,5.821688145117668,7.032444333147622,5.6824846304235805,5.830963373487529,7.450353432543876,5.9417421960764205,9.451693251996113,0.6315489419167518,7.89710687422617,4.231906975028903,6.1081387349165945,6.417713806160803,3.260157826245432,36,42,0,7,35,4,4,16,0,2,12,7,2,0,90,0,9,357
18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390000,146,2671.232877, Kurucles,-1,-1,1,garden view,1,0,0,-1,-1,not available,0,4 room,4,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,0,3,-1,central heating (metered),0,0,0,0,1,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.523075,18.97413,47.523075,18.97413,1021,2,3.839075747876082,6.464821703895023,8.585165464404161,6.369735620321664,4.493018911134669,22.915797955451627,5.331340354905233,7.183995685262198,7.5730957095121125,7.566971917754996,7.566971917754996,7.652861329992409,11.416420501568828,7.930210978390133,12.237362682383303,6.193002129833682,7.500815412561207,8.701857332388967,7.124750295170577,7.188660041841589,7.395598205629603,7.583738342109427,10.578578622902585,1.4645756168406163,9.53230037021801,4.690396168643283,7.708517037725298,8.056958477828879,5.002856576921878,17,35,2,3,40,4,0,11,0,2,1,3,2,0,63,0,8,209
19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292840,250,5171.36, II/A kerület – Széphalom,-1,-1,1,garden view,1,0,0,-1,-1,available,1,6 room,6,0,newly built,1,0,0,0,0,0,luxury,0,0,1,-1,0,2,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.559986,18.959665,47.559986,18.959665,1028,2,3.1018750849145715,9.82441488985384,11.37356148825965,9.08784594216936,8.137511052869735,25.794682951320354,5.2286843308361055,10.258386771533448,10.756455963976283,10.863050993182085,10.863050993182085,11.297011061696105,13.653372839320207,11.108740400267935,14.462395324921012,9.441947070858976,11.020038013340724,12.140444340817885,10.075721461391613,9.949042489866244,7.0724270938575415,10.989477531520617,12.505776297221404,5.3659615859932295,12.830683436737239,6.300552360389539,10.993884013938064,11.431121809163553,8.846150112647111,20,20,0,4,17,1,6,16,0,0,2,2,0,0,30,0,5,145
20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,260,2307.6923079999997, Villányi út,-1,-1,1,street view,0,0,1,-1,-1,available,1,6 room,6,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,0,-1,-1,natural gas boiler,1,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Villamos   17   61    Busz   27    Éjszakai   960   ,47.479687,19.037699,47.479687,19.037699,1113,11,0.6635066751288528,2.1117338880869783,4.224769563871591,3.840541436845457,2.6067611861248543,16.766221282460922,2.0862157138884814,2.9752405978098433,2.7575076129642424,2.421153803170477,2.421153803170477,1.3579185068727415,7.251073026211951,2.9026631542874086,7.904112556529517,2.4941627492918395,1.6889270806040817,2.634460822477314,3.3025281629905914,3.8034993817622036,9.248933408976301,2.0878370295478508,7.270543047791993,5.397042989858653,3.5914348662388234,6.064193721850387,2.503935373354201,2.4006075623759187,1.8338494872974844,245,67,5,50,52,14,16,28,3,0,60,144,10,3,252,3,21,897
21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,500,3000.0, Virányos köz,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,10 room,10,0,mint,0,0,0,0,0,1,full comfort,0,1,0,-1,1,4,-1,padlófűtés,0,0,0,0,0,no,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Villamos   56   56A   59   59B   61    Busz   22   129   155   156   222   22A   291    Éjszakai   922   956   ,47.51398,18.994989999999998,47.51398,18.994989999999998,1125,12,2.840561817231389,4.613141666417642,6.818825516349957,4.682070421720505,2.6285190779004544,21.074788745553924,4.107929928810696,5.37366563571938,5.737646048891845,5.715809616952451,5.715809616952451,5.794586707365857,9.750993633240817,6.092494442285006,10.564026126922547,4.36185248156583,5.636236183595097,6.837708421389087,5.344334627212982,5.4592795350680685,6.943860022038531,5.722608943498244,9.022080362735874,0.4143134745521122,7.673729652426277,3.7148562849887656,5.85781123379021,6.196661377227764,3.1693404337146003,37,46,2,7,40,4,2,16,0,2,17,8,2,0,91,0,11,356
