ID,Apartment,House,Room,Price per month,Size(sqm),Price per sqm,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Street,Number of rooms,Number of seperate rooms,Number ofhalf rooms,Type of the building,Brick apartment,Block apartment,Deposit,Utilities,Common cost,Furniture,Furnished,Equipped,Partly furnished,Empty,Floor,Balconies,View,View: Courtyard,"View: Courtyard, sunny","View: Courtyard, not sunny",View: Danube,View: Garden,View: Roof,View: Square,View: Panoramic,View: Park,View: Street,"View: Street, quiet","View: Street, sunny",View: City,View: Hill,Shortest rental period,Children welcomed,American kitchen,Can be an office,Foreigners welcomed,Washing machine,Details,Area,Transportation,Near universities,Latitude,Longitude,Lats,Lons,Postcode,District,Amenity: Sustenance,Amenity: School,Amenity: Education,Amenity: Financial,Amenity: Healthcare,Amenity: Arts,Amenity: Entertainment,Amenity: Religion,Amenity: police,Amenity: Government,Amenity: Vending_machine,Amenity: Transportation_bicycle,Amenity: Transportation_car,Amenity: Parking,Amenity: Coworking_space,Amenity: Recycling,Amenity: Others
1640,1,0,0,464,30,15.46666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teréz körút,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,927,46,22,"Furnished, equipped",1,1,0,0,3,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,At least one year,-1,-1,-1,-1,-1,fh.alberlet.hu,,,"Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 0.729 km )Budapesti Gazdasági Főiskola - BGF KVIFK ( 1.750 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE BCE ( 1.546 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE GTK BCE GTK ( 1.546 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE KTK BCE KTK ( 1.546 km )Budapesti Corvinus Egyetem - BKÁE TK BCE TK ( 1.596 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 0.941 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ( 1.999 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ÉSZK ( 1.999 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME GTK ( 1.999 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME KSK ( 1.999 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME TTK ( 1.999 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-ÉŐK ( 1.999 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-VBK ( 1.999 km )Budapesti Műszaki Főiskola - BMF BGK ( 0.313 km )Budapesti Műszaki Főiskola - BMF KGK ( 1.024 km )Baptista Teológiai Akadémia - BTA ( 1.605 km )Eötvös Loránd Tudományegyetem - ELTE ( 1.082 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 1.082 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 0.766 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 0.448 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 0.727 km )Közép-Európai Egyetem - KEE ( 1.482 km )Károli Gáspár Református Egyetem - KRE ( 1.101 km )Károli Gáspár Református Egyetem - KRE BTK ( 0.941 km )Károli Gáspár Református Egyetem - KRE HTK ( 1.365 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 0.688 km )McDaniel College - MCDC ( 1.055 km )Magyar Képzőművészeti Egyetem - MKE ( 1.074 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 0.492 km )Pázmány Péter Katolikus Egyetem - PPKE ( 0.709 km )Pázmány Péter Katolikus Egyetem - PPKE HTK ( 1.218 km )Pázmány Péter Katolikus Egyetem - PPKE ITK ( 1.455 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 0.686 km )Semmelweis Egyetem - SE ( 1.202 km )Semmelweis Egyetem - SE ÁOK ( 1.202 km )Semmelweis Egyetem - SE EFK ( 0.484 km )Semmelweis Egyetem - SE FOK ( 1.202 km )Semmelweis Egyetem - SE GYTK ( 1.202 km )Színház- és Filmművészeti Egyetem - SZFE ( 0.325 km )Szent István Egyetem - SZIE ÁOTK ( 0.928 km )Sapientia Szerzetesi Hittudományi Főiskola - SSZHF ( 1.334 km )Wesley János Lelkészképző Főiskola - WJLF ( 1.251 km )Wekerle Sándor Üzleti Főiskola - WSUF ( 1.632 km )Central European University - CEU ( 1.482 km )

                    More
                    



",47.5069155,19.0608395,47.5069155,19.0608395,1066,6,1960,265,33,350,240,133,140,109,22,20,380,634,18,431,7,38,2355
1641,1,0,0,850,70,12.14285714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corvin sétány,"
                3 rooms                            ",3,0,Brick Apartment,1,0,1700,3,3,"Furnished, equipped",1,1,0,0,1,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,1,-1,-1,-1,"Fully furnished 2 bedroom flat for rent with Air Condition at Corvin!   

Available NOW.   

Call for a viewing!",,,"Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 1.702 km )Budapesti Gazdasági Főiskola - BGF KVIFK ( 1.718 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 0.654 km )Budapesti Műszaki Főiskola - BMF BGK ( 1.130 km )Budapesti Műszaki Főiskola - BMF KGK ( 1.728 km )Baptista Teológiai Akadémia - BTA ( 0.622 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 1.672 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 1.183 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 0.445 km )Közép-Európai Egyetem - KEE ( 1.885 km )Károli Gáspár Református Egyetem - KRE BTK ( 1.923 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 0.737 km )McDaniel College - MCDC ( 0.570 km )Magyar Képzőművészeti Egyetem - MKE ( 0.488 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 1.426 km )Pázmány Péter Katolikus Egyetem - PPKE ( 1.692 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 1.669 km )Semmelweis Egyetem - SE EFK ( 1.467 km )Színház- és Filmművészeti Egyetem - SZFE ( 1.293 km )Szent István Egyetem - SZIE ÁOTK ( 0.481 km )Szent István Egyetem - SZIE-YMÉK ( 1.566 km )Wesley János Lelkészképző Főiskola - WJLF ( 1.807 km )Central European University - CEU ( 1.885 km )

                    More
                    



",47.4857949,19.076159,47.4857949,19.076159,1082,8,1594,272,24,287,193,88,143,98,10,9,281,465,27,479,4,32,1971
1642,1,0,0,1700,87,19.54022989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boróka utca,"
                3 rooms                            ",3,0,Brick Apartment,1,0,3400,62,83,"Furnished, equipped",1,1,0,0,2,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,1,-1,-1,-1,-1,"Cosy FLAT FOR RENT in the 2nd with a PANORAMIC view in the Buda hills.     

The fully equipped and furnished apartment is 87 sqm with 2 bedrooms, livingroom, kitchen, bathroom with toilet and a separate guest toilet + 15 sqm balcony with a spectacular view on the beautiful Margaret Island and the city.    

The building was recently built and the apartment is located on the 2nd floor.     
Easily accessible, few minute drive away from Batthyany square and Szell Kalman square.     

The common cost is 27 000 HUF that includes a parking space in the garage.     

Can be moved in immediately by paying deposit (2months rent fee) and one month rent fee. LONG TERM ONLY, at least 1 year.     

Sorry NO smoking and pets allowed.     

Only for demanding tenants with reference.     

Please feel free to contact me on weekends as well.",,,,47.5257602,19.0264061,47.5257602,19.0264061,1025,2,497,126,4,103,129,31,38,53,9,9,204,251,8,440,3,29,1505
1643,1,0,0,711,67,10.6119403,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Csengery utca,"
                2 rooms                 + 1 half room            ",2,1,Brick Apartment,1,0,1422,108,31,"Partly furnished, equipped",0,1,1,0,1,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,At least one year,-1,-1,-1,-1,-1,"This beautiful FULLY RENEWED apartment is located at a very cool place next to the Oktogon, at Csengery utca, district VI. 
Spacious livingroom with a equipped american stlye kitchen. A comfy bedroom and a spare room, that is currently unfurnished and will be furnished to the preference of the first renter. 
New heat and sound insulated windows. 

Common cost: 10.400HUF  
Utilities are around 30.000HUF 

2 months deposit neccessary to move in immediately.  

",,,,47.5079913,19.0632351,47.5079913,19.0632351,1067,6,1919,254,29,341,232,127,137,111,20,16,357,618,17,407,7,39,2235
1644,1,0,0,464,40,11.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Viza utca,"
                1 room                            ",1,0,Brick Apartment,1,0,927,40,53,"Furnished, new furniture",1,0,0,0,8,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,-1,-1,-1,-1,-1,"                                                       ’’  LIVING ON THE 8 TH. ’’             

ENJOY 24 HOURS SECURITY CONTROLLED FURNISHED UPSCALE LIVING…  THE PERFECT PLACE AT RIVERSIDE APARTMENTS… FOR  AN EXECUTIVE ON THE MOVE .  QUALITY LIVING ON THE 8TH FLOOR WITH LARGE BALCONY AND A SPLENDED PANORAMA VIEW OVER THE DANUBE RIVER AND MARGARET- ISLAND.  MODERN KITCHEN WITH LUNCH COUNTER, HEALTH SPA  WITH SWIMMING POOL ,JACUZZI,  AS WELL AS  AN UP TO DATE  STEAM –AND FINNISH SAUNA AND FITNESS –STUDIO FOR A RELAXING WORKOUT, THE ULTIMATE PLACE. GOOD TRANSPORTATION AND CONNECTIONS TO BUSSES AND METRO. GOOD SHOPPING STORE - LOCATIONS NEARBY. CONTROLLED INDOOR PARKING IS AVAIBLE ON REQUEST . APARTMENT 40 qm             

P/S    NON SMOKERS.      NO PETS / ANIMALS.             
SEVERAL RESTAURANTS, DISCOUNT MARKET , SUPER MARKET, BAKERY-PASTRYSHOP,FLOWERSHOP, FRUIT-VEGETABLE SHOP, HAIRDRESSER. JUST AROUND THE CORNER.              
",,,,47.5293766,19.0587027,47.5293766,19.0587027,1138,13,558,141,8,125,140,37,38,52,15,17,178,306,16,393,2,55,1088
1645,1,0,0,448,75,5.973333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teréz körút,"
                2 rooms                            ",2,0,Brick Apartment,1,0,896,77,31,"Empty, furnished as well",1,0,0,1,3,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,-1,-1,-1,-1,fh.alberlet.hu,,,,47.5069155,19.0608395,47.5069155,19.0608395,1066,6,1960,265,33,350,240,133,140,109,22,20,380,634,18,431,7,38,2355
1646,1,0,0,495,50,9.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Béke tér,"
                2 rooms                            ",2,0,Brick Apartment,1,0,989,15,53,"Furnished, equipped",1,1,0,0,2,-1,"Street, sunny",0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,-1,1,-1,-1,-1,-1,,,,47.5305293,19.0803761,47.5305293,19.0803761,1135,13,268,122,7,77,127,26,26,36,11,12,57,171,16,265,0,64,672
1647,1,0,0,526,53,9.924528302,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Beregszász út,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1577,77,49,"Furnished, IKEA, KIKA",1,0,0,0,0,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,-1,1,-1,-1,-1,"This apartment is located in Sasadliget and got recently completed and handed over. Be the first to occupy the apartment.  
The flat is 53 sqm with 8 sqm terrace and a 72 sqm private garden. It is fully furnished with lots of cabinets and storage space.   
The kitchen is equiped with new fridge (incl. freezer), electric cooker, stove and washing machine.   

The spacious bathroom has a showering cabin, washing machine and towel heating.   
Toilette is located separately from the bathroom.   
All rooms have windows.   
Both the living room/kitchen and bedroom have access to the terrace and garden. The terrace is equiped with garden furniture (table and four chairs).   

Parking places are available front of the house and it is free of charge.   

Please feel free to give me a call and I am more than happy to show you around.   
",,,,47.473366,19.0034646,47.473366,19.0034646,1118,11,110,92,3,34,68,7,16,22,2,2,27,78,17,423,0,15,945
1648,1,0,0,618,56,11.03571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Népfelkelő utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1237,62,-1,"Partly furnished, equipped",0,1,1,0,1,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,1,-1,-1,-1,-1,,,,47.5521354,19.1184284,47.5521354,19.1184284,1154,15,120,105,3,41,75,5,21,37,3,5,9,16,5,164,0,44,529
1649,1,0,0,371,52,7.134615385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Csengery utca,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,680,31,-1,"Furnished, equipped",1,1,0,0,1,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,At least one year,-1,-1,-1,Yes,-1,-1,,,,47.509114,19.061708,47.509114,19.061708,1067,6,1911,259,29,340,234,128,138,108,19,16,357,618,18,428,7,40,2275
1650,1,0,0,371,36,10.30555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Páskom park,"
                1 room                 + 1 half room            ",1,1,Block Apartment,0,1,742,31,31,"Furnished, equipped",1,1,0,0,2,-1,Park view,0,0,0,0,0,0,0,0,1,0,0,0,0,0,At least one year,-1,-1,-1,-1,-1,"The apartment has a balcony, completely freshly painted, coated and parquet.  Equipment: room furniture, built-in kitchenette, beds, fridge, washing machine. The apartment is in the best part of the new palace in Páskom Park. It has an individual meter on the radiators. Doors and windows are new, well-sealed, house insulated. The apartment has both windows with Park view, neighbourhoods are quiet and perfect.   My email address: nemethzs469@gmail.com",,,,47.539206,19.1438415,47.539206,19.1438415,1157,15,75,44,2,17,37,1,11,19,0,0,5,12,11,116,0,20,253
1651,1,0,0,495,45,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Reitter Ferenc utca,"
                1 room                            ",1,0,Brick Apartment,1,0,989,15,49,"Furnished, equipped",1,1,0,0,4,-1,To the courtyard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,-1,-1,-1,-1,bojtimaria.alberlet.hu,,,,47.5346205,19.0876811,47.5346205,19.0876811,1135,13,199,111,5,61,114,22,13,30,6,13,46,112,14,238,0,65,591
1652,1,0,0,402,43,9.348837209,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mátyás utca,"
                1 room                            ",1,0,Brick Apartment,1,0,804,62,31,"Furnished, equipped",1,1,0,0,1,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,-1,-1,-1,-1,"NO PROPERTY AGENTS!                         

Middle sized, 43sqm apartment is for rent immediately. Minimum rental period is 6 months. Rental is 130.000. HUF/month (400 EUR/months), heating is approximately 20.000 HUF/month (60 EUR/month) (water, gas, electricity, internet, common costs).                                              
Location: Inner 9th district, just 5 minutes walk from Kalvin square, on the edge of Raday restaurant street. Tramline nr.47&49, Metro Line 3 and 4 is 5 minutes walk. There are shops, cafes, bars nearby.                         
Apartment: located on the 1st floor, well maintained, in a calm and quiet building. One bedroom, sleeping area on the spacious gallery, superhigh ceiling, separate kitchen, bathroom with bathtub. Access to wifi, fully equipped kitchen and all necessary furniture. Bathroom with washing machine.                         
Minimum rental period is 6 moths, possibility to extend the period.                         

Please, no kids, no pets and no smoking inside the apartment. Price is not negotiable.                    

Please send e-mail for further details.",,,"Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 1.804 km )Budapesti Gazdasági Főiskola - BGF KVIFK ( 0.406 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 0.683 km )Budapesti Műszaki Főiskola - BMF BGK ( 1.770 km )Baptista Teológiai Akadémia - BTA ( 1.576 km )Eötvös Loránd Tudományegyetem - ELTE ( 1.892 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 1.892 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 1.575 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 1.177 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 1.590 km )Közép-Európai Egyetem - KEE ( 0.911 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 0.803 km )McDaniel College - MCDC ( 1.857 km )Magyar Képzőművészeti Egyetem - MKE ( 0.837 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 1.901 km )Pázmány Péter Katolikus Egyetem - PPKE ( 1.912 km )Pázmány Péter Katolikus Egyetem - PPKE HTK ( 1.908 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 1.876 km )Semmelweis Egyetem - SE EFK ( 1.748 km )Színház- és Filmművészeti Egyetem - SZFE ( 1.540 km )Szent István Egyetem - SZIE ÁOTK ( 1.737 km )Sapientia Szerzetesi Hittudományi Főiskola - SSZHF ( 1.657 km )Central European University - CEU ( 0.911 km )

                    More
                    



",47.4860164,19.06297,47.4860164,19.06297,1093,9,1831,296,30,327,217,105,163,108,9,8,306,542,24,555,5,35,2343
1653,1,0,0,371,42,8.833333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hamzsabégi út,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,742,108,28,"Furnished, equipped",1,1,0,0,3,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,At least one year,-1,-1,-1,-1,-1,-1,,,,47.4712763,19.047687,47.4712763,19.047687,1117,11,731,206,18,149,118,39,59,61,7,2,189,322,13,551,3,31,1861
1654,1,0,0,430,57,7.543859649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Váradi utca,"
                1 room                 + 2 half room            ",1,2,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,1,0,0,402,48,8.375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Gregus utca,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,804,46,46,"Partly furnished, equipped",0,1,1,0,4,-1,To the courtyard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6 months,-1,-1,-1,-1,-1,"In Buda, XII. district a one and a half room, bright and quiet flat is to be rent. It is cheerful with gas heating on the 4th floor (no elevator yet). Refrigerator and washing machine are included. The public transport possibilities are excellent (subway, tram, bus stops within 5 min.). Many green parks are nearby. For a couple or a single is ideal. The flat is partially furnitured. More or less furniture can be agreed.",,,,47.4989384,19.0221956,47.4989384,19.0221956,1123,12,751,145,11,153,144,80,50,70,11,17,202,272,13,381,1,21,1753
1656,1,0,0,526,49,10.73469388,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ernő utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1051,19,62,"Furnished, equipped",1,1,0,0,5,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,1,-1,-1,-1,"In the rehabilitated part of District IX, close to the Universities, 2 minutes walk from the Nagyvárad square stop of the Metro, a sunny, quiet, high standard, 1-bed apartment with open concept kitchen in living room is available for long-term rent. The air conditioned, non-smoking apartment is situated on the 5th floor of the newly built apartment block which has an elevator, an inner garden. The building is secured by cameras and a 24-hour-reception. The apartment is fully furnished of high standard with several built-in furniture and built-in kitchen (refrigerator, dishwasher, ceramic hob, oven, microwave oven). It also has TV, internet and washing machine. It has low expenses and central heating with local measuring. The windows are equipped with shutters and roll-up screens. Universities, shopping malls, public transport are minutes by walk. Available immediately.",,,,47.4781943,19.0838168,47.4781943,19.0838168,1094,9,792,222,11,135,139,39,81,62,8,3,222,265,23,455,1,20,1422
1657,1,0,0,572,76,7.526315789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Iskola utca,"
                3 rooms                            ",3,0,Brick Apartment,1,0,1144,56,37,"Partly furnished, equipped",0,1,1,0,2,-1,To the courtyard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-1,1,-1,-1,-1,-1,,,"Budapesti Gazdasági Főiskola - BGF KVIFK ( 1.395 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 1.587 km )Baptista Teológiai Akadémia - BTA ( 1.657 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 1.850 km )Magyar Képzőművészeti Egyetem - MKE ( 1.500 km )

                    More
                    



",47.5052067,19.0371563,47.5052067,19.0371563,1011,1,1692,205,22,315,203,121,114,91,20,22,314,528,19,441,6,31,2278
1658,1,0,0,309,30,10.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Garay utca,"
                1 room                            ",1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,,,"Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 1.670 km )Budapesti Gazdasági Főiskola - BGF KVIFK ( 1.192 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 0.203 km )Budapesti Műszaki Főiskola - BMF BGK ( 1.313 km )Baptista Teológiai Akadémia - BTA ( 0.871 km )Eötvös Loránd Tudományegyetem - ELTE ( 1.912 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 1.912 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 1.550 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 1.039 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 0.873 km )Közép-Európai Egyetem - KEE ( 1.457 km )Károli Gáspár Református Egyetem - KRE BTK ( 1.942 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 0.459 km )McDaniel College - MCDC ( 1.092 km )Magyar Képzőművészeti Egyetem - MKE ( 0.058 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 1.549 km )Pázmány Péter Katolikus Egyetem - PPKE ( 1.713 km )Pázmány Péter Katolikus Egyetem - PPKE HTK ( 1.992 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 1.683 km )Semmelweis Egyetem - SE EFK ( 1.498 km )Színház- és Filmművészeti Egyetem - SZFE ( 1.290 km )Szent István Egyetem - SZIE ÁOTK ( 0.984 km )Sapientia Szerzetesi Hittudományi Főiskola - SSZHF ( 1.894 km )Central European University - CEU ( 1.457 km )

                    More
                    



",-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1659,1,0,0,463,60,7.716666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ráday utca,"
                2 rooms                 + 1 half room            ",2,1,Brick Apartment,1,0,927,77,40,"Furnished, equipped",1,1,0,0,3,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,At least one year,-1,-1,-1,Yes,-1,otkulcs.alberlet.hu,,,,47.4821753,19.0669744,47.4821753,19.0669744,1093,9,1573,268,23,276,192,93,146,104,9,9,279,483,22,510,4,32,2183
1660,1,0,0,2161,102,21.18627451,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Veres Pálné utca,"
                3 rooms                            ",3,0,Brick Apartment,1,0,4322,124,111,Luxury,1,1,0,0,6,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,1,1,-1,-1,-1,revival.alberlet.hu,,,,47.4908526,19.0563049,47.4908526,19.0563049,1053,5,2022,331,34,367,233,124,145,126,18,15,365,621,26,550,5,39,2608
1661,1,0,0,495,50,9.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,teve utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,989,62,34,"Furnished, IKEA, KIKA",1,0,0,0,1,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,-1,-1,,,,47.53404677,19.07191835,47.53404677,19.07191835,1139,13,284,117,5,74,111,31,25,35,9,12,101,204,18,296,1,60,787
1662,1,0,0,832,96,8.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berényi utca,"
                3 rooms                            ",3,0,Brick Apartment,1,0,1663,77,62,"Empty, equipped",0,1,0,1,13,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,-1,-1,-1,-1,-1," 
In the I. district on Berenyi street is a penthouse flat on the top floor of a Gellert hill panoramic villa. 

The property is 96 m2, with 3 rooms (2 separate bedrooms and a living room with  kitchen), PERSONAL, AIR-CONDITIONED, WITH BALCONY, FURNISHED AND EQUIPPED FOR LONG TERM RENT. 

There is a cirque heating, the common cost is 19.500 HUF. 
The property is RELAXABLE, the garden can be used. SMALL POSSIBLE. 
There is also 1 covered car access to the apartment. 

The apartment is ready to be rented 2 month deposit and 1 month rent. 
CALL WITH CEREMONY CONFIDENCE !!",,,,47.4880937,19.0346759,47.4880937,19.0346759,1016,1,1411,243,25,262,177,119,93,96,10,14,302,487,19,488,1,32,2378
1663,1,0,0,464,48,9.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Toldy Ferenc utca,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,927,31,46,"Furnished, equipped",1,1,0,0,Half ground floor,-1,To the courtyard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,At least one year,-1,-1,Yes,-1,-1,bojtimaria.alberlet.hu,,,,47.5054949,19.0348594,47.5054949,19.0348594,1015,1,1598,187,20,301,201,116,104,90,18,22,294,495,19,441,6,30,2164
1664,1,0,0,680,80,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Téglagyár utca,"
                4 rooms                            ",4,0,Brick Apartment,1,0,1360,62,31,"Partly furnished, equipped",0,1,1,0,2,-1,"Street, quiet",0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,-1,-1,-1,-1,-1,diamond.alberlet.hu,,,,47.4467465,19.1899466,47.4467465,19.1899466,1183,18,38,36,2,8,18,0,6,19,2,1,3,4,11,142,0,10,104
1665,1,0,0,556,44,12.63636364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drégely utca,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,1113,46,40,"Furnished, equipped",1,1,0,0,2,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,At least one year,-1,1,Yes,-1,-1,bojtimaria.alberlet.hu,,,,47.4770735,19.0758584,47.4770735,19.0758584,1096,9,1007,232,17,184,156,49,94,82,8,5,238,333,13,448,2,23,1739
