ID,Apartment,House,Room,Price per month,Size(sqm),Price per sqm,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Street,Number of rooms,Number of seperate rooms,Number ofhalf rooms,Type of the building,Brick apartment,Block apartment,Deposit,Utilities,Common cost,Furniture,Furnished,Equipped,Partly furnished,Empty,Floor,Balconies,View,View: Courtyard,"View: Courtyard, sunny","View: Courtyard, not sunny",View: Danube,View: Garden,View: Roof,View: Square,View: Panoramic,View: Park,View: Street,"View: Street, quiet","View: Street, sunny",View: City,View: Hill,Shortest rental period,Children welcomed,American kitchen,Can be an office,Foreigners welcomed,Washing machine,Details,Area,Transportation,Near universities,Latitude,Longitude,Lats,Lons,Postcode,District,Amenity: Sustenance,Amenity: School,Amenity: Education,Amenity: Financial,Amenity: Healthcare,Amenity: Arts,Amenity: Entertainment,Amenity: Religion,Amenity: police,Amenity: Government,Amenity: Vending_machine,Amenity: Transportation_bicycle,Amenity: Transportation_car,Amenity: Parking,Amenity: Coworking_space,Amenity: Recycling,Amenity: Others
514,1,0,0,371,38,9.763157895,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mádi utca,"
                1 room                 + 1 half room            ",1,1,Block Apartment,0,1,742,46,31,Furnished or unfurnished,1,0,0,0,5,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,At least one year,-1,-1,-1,-1,-1,fh.alberlet.hu,Jászai Mari square,"4, 6 trams, 7 bus, Metro 2 red, Matro 4						",,47.4824803,19.1505827,47.4824803,19.1505827,1104,10,80,59,1,13,40,6,6,25,3,2,8,6,14,253,0,7,187
515,1,0,0,433,58,7.465517241,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Dorozsmai utca,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,866,40,59,"Furnished, equipped",1,1,0,0,3,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,At least one year,Yes,-1,-1,Yes,-1,-1,Near Danube,"Metro 3 blue, Metro 2 red						",,47.5278769,19.103082,47.5278769,19.103082,1142,14,203,113,5,47,96,19,16,34,5,15,32,66,16,263,0,46,516
516,1,0,0,556,77,7.220779221,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Kanizsai utca,"
                2 rooms                 + 1 half room            ",2,1,Brick Apartment,1,0,1113,62,59,"Partly furnished, equipped",0,1,1,0,1,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,At least one year,-1,-1,-1,-1,-1,fh.alberlet.hu,"Széll Kálmán square, Vár",Metro 3 blue,,47.4726027,19.0434996,47.4726027,19.0434996,1114,11,726,196,16,154,117,40,44,54,7,2,184,324,14,564,3,35,1873
517,1,0,0,742,70,10.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ipoly utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1484,15,83,Empty,0,0,0,1,5,-1,Street and courtyard,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,-1,1,-1,-1,www.renthungary.hu,"Near Danube, Danube view","4, 6 trams",,47.5196021,19.0572355,47.5196021,19.0572355,1133,13,1300,173,18,227,184,79,100,77,18,24,231,472,18,451,6,49,1553
518,1,0,0,278,24,11.58333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Hegedűs Gyula utca,"
                1 room                            ",1,0,Brick Apartment,1,0,556,31,15,"Empty, equipped",0,1,0,1,1,-1,To the courtyard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,-1,-1,-1,-1,"

XIII. Ker. Hegedűs Gyua Street-Dozsa György-Metro stop nearby-renovated, 1st floor-Elevator No-24 m2, 1 room + loft apartment unfurnished but mechanised for rent.
Common cost: 5 000 HUF with 2 monthly deposit and 1 month rental fee to be moved immediately.
Children and/or pets are not obstructions!
",Móricz Zsigmond square,"Metro 3 blue						",,47.5118841,19.0521089,47.5118841,19.0521089,1137,13,1817,225,26,334,213,128,136,97,21,20,329,600,18,482,7,36,2154
519,1,0,0,1000,91,10.98901099,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Páva utca,"
                4 rooms                            ",4,0,Brick Apartment,1,0,2000,77,108,"Furnished, equipped",1,1,0,0,4,-1,To the courtyard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,"4 bedroom duplex apartment for long term rent in excellent condition. Air condition, 2 bathroom, built in kitchen fully equipped, in the 9th district of downtown Budapest. Public transportation is perfect, just a few minutes from tram 4,6. No pets allowed. Smokers are not welcome.        
Price based on a minimum 12 months rental contract.        
Overhead costs based on your consumption.        
Common cost:Huf 34 500        
Caution:2 months        
Ref nbr:hm1397",Városliget,"4, 6 trams, Matro 4						",,47.48282703,19.0727412,47.48282703,19.0727412,1094,9,1481,260,23,267,183,86,137,102,9,9,277,460,21,471,4,29,2064
520,1,0,0,526,63,8.349206349,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Jurisics Miklós utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1051,93,31,"Empty, equipped",0,1,0,1,1.5,-1,"Street, quiet",0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,1,-1,1,-1,-1,www.renthungary.hu,Móricz Zsigmond square,-1,,47.52300395,19.11451267,47.52300395,19.11451267,1147,14,171,104,5,34,80,11,12,27,4,5,19,31,18,312,0,38,385
521,1,0,0,526,51,10.31372549,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Angyalföldi út,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1051,46,49,"Furnished, equipped",1,1,0,0,0,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,-1,1,-1,-1,-1,ingatlannagyker.alberlet.hu,"Corvin negyed, Duna korzó, Near Danube, Fővám tér",Metro 3 blue,,47.5280889,19.0667371,47.5280889,19.0667371,1134,13,569,143,8,128,141,42,43,55,15,16,158,304,17,376,2,56,1118
522,1,0,0,556,69,8.057971014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Zsélyi Aladár utca,"
                3 rooms                            ",3,0,Block Apartment,0,1,1113,62,77,"Furnished, equipped",1,1,0,0,4,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,-1,-1,-1,-1,fh.alberlet.hu,Blaha Lujza square,"4, 6 trams, Metro 1 historic line						","Károli Gáspár Református Egyetem - KRE ÁJK ( 0.754 km )
",47.5102334,19.1928789,47.5102334,19.1928789,1165,16,47,40,3,10,26,2,2,13,2,2,3,6,1,101,0,4,93
523,1,0,0,464,55,8.436363636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Thököly út,"
                1 room                            ",1,0,Brick Apartment,1,0,1391,93,31,"Empty, furnished as well",1,0,0,1,5,-1,"Street, busy",0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,1,-1,-1,-1,-1,Blaha Lujza square,"4, 6 trams, Metro 1 historic line						",,47.5099993,19.0969164,47.5099993,19.0969164,1146,14,432,139,13,89,141,24,44,46,13,14,99,133,24,415,1,29,718
524,1,0,0,445,43,10.34883721,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mátyás utca,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,890,77,28,"Furnished, equipped",1,1,0,0,2,-1,To the courtyard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,"2 room apartment for rent by the Ráday street in the 9th district. Renovated, brigth rooms, fully equipped apartment.       
Price based on a minimum 12 months rental contract.      
Overhead costs based on your consumption.      
Common cost: Huf 8925    
Caution:2 months      
Ref nbr:hm1468   ","Duna korzó, Fővám tér, Kálvin square, Váci street",Metro 3 blue,,47.4859436,19.0628931,47.4859436,19.0628931,1093,9,1830,295,30,326,217,105,163,109,9,8,306,543,24,555,5,35,2345
525,1,0,0,500,45,11.11111111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tolnai Lajos utca,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,1000,62,53,Empty,0,0,0,1,1,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,At least one year,-1,-1,-1,-1,-1,"Close to the tram (4 and 6) and metro station in a new built building on the first floor, an unfurnished one-bedroom apartment is for rent immediately.    
Price based on a minimum 12 months rental contract.     
Overhead costs based on your consumption.     
Caution:2 months     
Common cost: Huf 17 000  
Ref nbr:hom788  ",Nyugati square,-1,,47.49367,19.07485763,47.49367,19.07485763,1084,8,1826,303,28,320,204,100,139,118,16,12,315,511,23,459,5,37,1996
526,1,0,0,775,47,16.4893617,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corvin sétány,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,1550,46,87,"Furnished, equipped",1,1,0,0,6,-1,To the courtyard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,"Nestled on the behind the modern facade of Corvin Shopping Center is the spectacular Corvin Walkway development. Architectually designed with the highest quality finishes this superb apartment comprises of panoramic positioning, gourmet kitchen with brand new appliances, quality bathroom and exceptional layout and space. The rental fee is including parking place in garage. 
Price based on a minimum 12 months rental contract.   
Overhead costs based on your consumption.   
Caution:2 months   
Common cost: Huf 28 200   
Ref nbr:cit128   
",Városliget,"Metro 2 red						",,47.4857026,19.0750427,47.4857026,19.0750427,1082,8,1634,274,24,293,194,88,146,99,10,9,286,475,24,482,4,31,2024
527,1,0,0,1000,74,13.51351351,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Andrássy út,"
                2 rooms                            ",2,0,Brick Apartment,1,0,2000,93,43,"Furnished, equipped",1,1,0,0,3,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,-1,1,-1,-1,-1,"Andrássy Ave. one of the best building!
Nicely renovated and furnished apt., am. kitchen. dining area+ living room and separate kitchen, bathroom, wc, and laundry

Most attractive the view to the Basilica !","Near Danube, Kálvin square",Metro 2 red,,47.5065213,19.0652946,47.5065213,19.0652946,1067,6,1931,268,29,345,230,127,144,108,21,14,345,624,19,407,7,38,2141
528,1,0,0,350,18,19.44444444,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Váci utca,"
                1 room                            ",1,0,Brick Apartment,1,0,700,37,15,"Furnished, equipped",1,1,0,0,0,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,-1,-1,-1,-1,-1,"Budapest 5th stricit, Down town   at Váci utca 18 sqm  ground floor, courtyard view  studio flat + 5 sqm loft for rent      
 Renovated, individual gas heating (convector). Furnished, equipped.  
 Common cost:  5.000HUF including the water.    
Costs approximately --at winter time
The gas heating and  electricity has to be paid after use  and measure,
gas heating  can be approx 8.000 HUF
electricity  about 7.000 HUF
common cost, which covers the house cleaning, the house lightening, the garbage, the  channel fee and the water use is 5.000 HUF/month
all about 20.000 HUF --which is around 62 Euro  
Rent 350€ + 2 month deposit.     
Free service for tenants!     
","Jászai Mari square, Nyugati square","4, 6 trams",,47.4921529,19.053635,47.4921529,19.053635,1056,5,2096,333,35,376,247,128,144,124,19,17,409,663,21,542,5,39,2726
529,1,0,0,371,51,7.274509804,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Damjanich utca,"
                1 room                            ",1,0,Brick Apartment,1,0,742,46,28,Empty,0,0,0,1,0,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,-1,-1,-1,-1,newlife.alberlet.hu,-1,"4, 6 trams, 7 bus, Metro 2 red, Matro 4						",,47.506819,19.0764106,47.506819,19.0764106,1071,7,1773,271,26,324,222,102,138,102,20,13,267,521,25,428,7,45,1718
530,1,0,0,650,47,13.82978723,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corvin sétány,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,1300,46,93,"Furnished, equipped",1,1,0,0,5,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,Yes,-1,-1,Yes,1,"We offer a one bedroom, 47 sqm furnished, fully equipped apartment with air condition for long term rent in Corvin Promenade District 8, Outside Grand Blvd.   
It is situated in a new-built building on the 5th floor, in the popular Corvin Park Residence. The windows are facing to street. It consists of a living room, american kitchen, 1 bedroom, 1 bathroom. Furthermore disposes of a beautiful terrace of 3 m2.  
Common costs includes advance heating and water fee.   
In Corvin negyed you will find a gym, supermarket, shopping mall, pharmacy, movies, cafes, bars and restaurants. Only a two minute walk from the 4-6 tram or the metro line 3 (Corvin negyed). It offers perfect accommodation for people looking for high quality life in downtown Budapest.  
Price based on a minimum 12 months rental contract.  
Overhead costs based on your consumption.  
Caution:2 months  
Common cost: Huf 30 488  
Ref nbr:hm2994  
","Corvin negyed, Pedestrian street",-1,"Budapest Kortárstánc Főiskola - BHF ( 1.596 km )Harsányi János Főiskola - HJF ( 1.864 km )
",47.4855274,19.0755928,47.4855274,19.0755928,1082,8,1597,268,24,287,193,87,143,100,10,9,286,470,24,481,4,31,2007
