,poi shape,poi type,coordinate
9515,Point,atm,"[19.0309515, 47.4641537]"
9516,Point,parking,"[18.8824035, 47.4144953]"
9517,Point,school,"[19.127187, 47.4599087]"
9518,Point,kindergarten,"[19.1277807, 47.4597663]"
9519,Point,pub,"[18.8883425, 47.4151972]"
9520,Point,kindergarten,"[19.1394574, 47.4576939]"
9521,Point,parking,"[19.1315139, 47.4609257]"
9522,Point,parking,"[19.1331425, 47.4605954]"
9523,Point,parking,"[18.9234297, 47.3810838]"
9524,Point,parking,"[19.0980612, 47.5807916]"
9525,Point,veterinary,"[18.9289925, 47.3788228]"
9526,Point,drinking_water,"[19.0546106, 47.5487038]"
9527,Point,school,"[19.0185793, 47.4597341]"
9528,Point,parking,"[19.0448765, 47.3508267]"
9529,Point,parking,"[19.0450823, 47.3510781]"
9530,Point,parking,"[19.0421635, 47.3478234]"
9531,Point,parking,"[19.0315338, 47.5286149]"
9532,Point,parking,"[19.0354787, 47.3362609]"
9533,Point,parking,"[19.0361301, 47.3421991]"
9534,Point,nursing_home,"[19.0576394, 47.4088831]"
9535,Point,car_wash,"[19.0438527, 47.4708945]"
9536,Point,childcare,"[19.0742679, 47.4938952]"
9537,Point,parking,"[18.9540944, 47.5274272]"
9538,Point,parking,"[19.1041404, 47.4815787]"
9539,Point,parking,"[19.0867085, 47.4878399]"
9540,Point,veterinary,"[19.157606, 47.4357031]"
9541,Point,fast_food,"[19.2468348, 47.4189107]"
9542,Point,pub,"[19.3516302, 47.6040854]"
9543,Point,kindergarten,"[19.072795, 47.5269312]"
9544,Point,pub,"[19.3515773, 47.6127494]"
9545,Point,restaurant,"[19.3468553, 47.6056415]"
9546,Point,place_of_worship,"[19.3437703, 47.6203855]"
9547,Point,parking,"[18.9738812, 47.5372496]"
9548,Point,parking,"[18.9144868, 47.4403626]"
9549,Point,pub,"[19.0699813, 47.5576861]"
9550,Point,kindergarten,"[19.0090636, 47.4397929]"
9551,Point,parking,"[19.1063997, 47.5782659]"
9552,Point,parking,"[19.1002371, 47.5817745]"
9553,Point,parking,"[19.0998379, 47.5805377]"
9554,Point,parking,"[18.9354454, 47.3893023]"
9555,Point,post_office,"[19.0392929, 47.4272966]"
9556,Point,parking,"[19.0418845, 47.4307912]"
9557,Point,parking,"[19.0419394, 47.4310691]"
9558,Point,parking,"[18.9465031, 47.4559492]"
9559,Point,clinic,"[18.9791149, 47.5190619]"
9560,Point,place_of_worship,"[19.0382338, 47.4304073]"
9561,Point,parking,"[19.0408252, 47.4244491]"
9562,Point,fuel,"[18.9317766, 47.3784555]"
9563,Point,parking,"[19.0410781, 47.3421805]"
9564,Point,parking,"[19.0413187, 47.3431243]"
9565,Point,parking,"[19.0413289, 47.3422463]"
9566,Point,kindergarten,"[18.9775649, 47.4333306]"
9567,Point,parking,"[18.9775672, 47.433566]"
9568,Point,parking,"[19.0749815, 47.5269934]"
9569,Point,fuel,"[18.957792, 47.4111489]"
9570,Point,pharmacy,"[18.9493828, 47.4085816]"
9571,Point,fast_food,"[18.9494938, 47.4086427]"
9572,Point,parking,"[18.9490111, 47.4085466]"
9573,Point,post_office,"[18.9519685, 47.4077728]"
9574,Point,fuel,"[19.0853706, 47.4937794]"
9575,Point,parking,"[19.1449208, 47.5642067]"
9576,Point,parking,"[18.9388748, 47.4102424]"
9577,Point,parking,"[19.1771632, 47.4283463]"
9578,Point,school,"[19.0575824, 47.4105497]"
9579,Point,parking,"[18.9516134, 47.4077874]"
9580,Point,parking,"[18.9528068, 47.4084261]"
9581,Point,veterinary,"[18.9521647, 47.4071335]"
9582,Point,kindergarten,"[18.9538162, 47.4092997]"
9583,Point,police,"[18.9503761, 47.4075023]"
9584,Point,library,"[18.9504831, 47.4073803]"
9585,Point,fuel,"[18.9447484, 47.4036488]"
9586,Point,animal_shelter,"[19.0861712, 47.5209077]"
9587,Point,school,"[19.3444094, 47.5972201]"
9588,Point,parking,"[19.3436785, 47.5904623]"
9589,Point,parking,"[19.3436525, 47.5908234]"
9590,Point,car_wash,"[18.9420386, 47.4006745]"
9591,Point,car_wash,"[18.9420631, 47.4005504]"
9592,Point,cafe,"[19.0901385, 47.481449]"
9593,Point,parking,"[19.3397549, 47.6076897]"
9594,Point,restaurant,"[19.346751, 47.6033672]"
9595,Point,restaurant,"[19.3466031, 47.6038216]"
9596,Point,pub,"[19.3509459, 47.6054776]"
9597,Point,place_of_worship,"[19.3455503, 47.6052533]"
9598,Point,parking,"[19.3433233, 47.603368]"
9599,Point,cafe,"[19.066279, 47.4901225]"
9600,Point,library,"[19.0646764, 47.489803]"
9601,Point,community_centre,"[19.0632377, 47.4901174]"
9602,Point,university,"[19.0666534, 47.4896092]"
9603,Point,school,"[19.3411471, 47.623431]"
9604,Point,school,"[19.3712891, 47.6065824]"
9605,Point,kindergarten,"[19.3773576, 47.6039935]"
9606,Point,kindergarten,"[19.377221, 47.6039589]"
9607,Point,veterinary,"[19.3712388, 47.6020711]"
9608,Point,fast_food,"[19.0708777, 47.4892954]"
9609,Point,parking,"[19.1282832, 47.6314172]"
9610,Point,fuel,"[19.0486992, 47.5813091]"
9611,Point,university,"[19.064163, 47.4921155]"
9612,Point,studio,"[19.0647821, 47.4914562]"
9613,Point,parking,"[19.0639615, 47.491392]"
9614,Point,parking,"[19.3407548, 47.5974717]"
9615,Point,biergarten,"[19.0665555, 47.4905131]"
9616,Point,university,"[19.066154, 47.4916813]"
9617,Point,parking,"[18.9357743, 47.3753065]"
9618,Point,parking,"[19.0685875, 47.491062]"
9619,Point,parking,"[19.1728632, 47.4313403]"
9620,Point,school,"[19.0670993, 47.4917868]"
9621,Point,fountain,"[19.0598731, 47.4922321]"
9622,Point,parking,"[19.0641496, 47.5990126]"
9623,Point,restaurant,"[19.2677444, 47.3954298]"
9624,Point,parking,"[19.0626193, 47.493797]"
9625,Point,kindergarten,"[19.3500548, 47.5941539]"
9626,Point,restaurant,"[19.356716, 47.592491]"
9627,Point,fountain,"[19.0507441, 47.5185506]"
9628,Point,fountain,"[19.051027, 47.5183994]"
9629,Point,pub,"[19.3501947, 47.590723]"
9630,Point,school,"[19.314008, 47.6362996]"
9631,Point,parking,"[19.3137267, 47.6358739]"
9632,Point,school,"[19.0643062, 47.4938776]"
9633,Point,university,"[19.0658894, 47.4934432]"
9634,Point,parking,"[19.0653573, 47.493512]"
9635,Point,fast_food,"[19.3571491, 47.5873517]"
9636,Point,pub,"[19.3575145, 47.5869508]"
9637,Point,parking,"[19.3795791, 47.5592648]"
9638,Point,parking,"[18.9890326, 47.4842643]"
9639,Point,parking,"[19.0809418, 47.5757179]"
9640,Point,parking,"[19.080691, 47.5760238]"
9641,Point,fuel,"[19.2410911, 47.5833251]"
9642,Point,school,"[19.0659462, 47.494274]"
9643,Point,university,"[19.0664262, 47.4951427]"
9644,Point,fuel,"[19.1124139, 47.5009859]"
9645,Point,parking,"[19.0204291, 47.4294218]"
9646,Point,parking,"[19.0201974, 47.4287988]"
9647,Point,parking,"[19.0211713, 47.4275491]"
9648,Point,parking,"[19.0216122, 47.4279062]"
9649,Point,parking,"[19.0203727, 47.428152]"
9650,Point,parking,"[19.0213855, 47.4283979]"
9651,Point,parking,"[19.0222188, 47.4292831]"
9652,Point,parking,"[19.0225587, 47.4280364]"
9653,Point,parking,"[19.0219282, 47.4270423]"
9654,Point,parking,"[19.0231166, 47.4280286]"
9655,Point,university,"[19.0651363, 47.4951278]"
9656,Point,fuel,"[18.9422559, 47.4008165]"
9657,Point,fuel,"[18.936748, 47.3774361]"
9658,Point,fuel,"[18.9062874, 47.3565019]"
9659,Point,fuel,"[18.90751, 47.355938]"
9660,Point,waste_basket,"[19.0231516, 47.4867882]"
9661,Point,fast_food,"[19.1585794, 47.424477]"
9662,Point,fuel,"[19.1596016, 47.4234189]"
9663,Point,monastery,"[18.8882251, 47.4119022]"
9664,Point,parking,"[18.9754698, 47.5165207]"
9665,Point,parking,"[19.1741215, 47.4507049]"
9666,Point,parking,"[19.1726181, 47.4507361]"
9667,Point,parking,"[19.1761446, 47.4444248]"
9668,Point,parking,"[19.170066, 47.4461649]"
9669,Point,parking,"[19.1462928, 47.5647164]"
9670,Point,parking,"[19.0126229, 47.4257329]"
9671,Point,parking,"[19.0151524, 47.4252991]"
9672,Point,hospital,"[19.068145, 47.4952751]"
9673,Point,parking,"[19.0228563, 47.4265677]"
9674,Point,school,"[19.3523905, 47.6091603]"
9675,Point,restaurant,"[19.3427951, 47.6204649]"
9676,Point,school,"[19.3560085, 47.6045951]"
9677,Point,place_of_worship,"[19.0336807, 47.4282293]"
9678,Point,parking,"[19.0673009, 47.4939639]"
9679,Point,parking,"[19.0683292, 47.4945006]"
9680,Point,parking,"[19.0699357, 47.4957959]"
9681,Point,school,"[19.0692407, 47.494524]"
9682,Point,university,"[19.0701944, 47.4935853]"
9683,Point,parking,"[19.0980333, 47.4736081]"
9684,Point,bus_station,"[19.0985892, 47.474277]"
9685,Point,post_office,"[19.1055786, 47.5216893]"
9686,Point,parking,"[19.0971566, 47.4450901]"
9687,Point,post_office,"[19.1379998, 47.5441224]"
9688,Point,pharmacy,"[19.1194539, 47.540209]"
9689,Point,kindergarten,"[19.3359614, 47.4953302]"
9690,Point,community_centre,"[19.3435456, 47.4909971]"
9691,Point,parking,"[19.3418802, 47.4914028]"
9692,Point,school,"[19.1244225, 47.4191253]"
9693,Point,school,"[19.1366218, 47.4149886]"
9694,Point,fountain,"[19.0651025, 47.4870119]"
9695,Point,parking,"[19.1706662, 47.4346503]"
9696,Point,parking,"[19.1695195, 47.4369106]"
9697,Point,parking,"[19.1695066, 47.434722]"
9698,Point,kindergarten,"[19.3435029, 47.6025896]"
9699,Point,parking,"[19.1761931, 47.4566558]"
9700,Point,parking,"[19.1690518, 47.4360138]"
9701,Point,place_of_worship,"[19.1503258, 47.4689099]"
9702,Point,parking,"[19.1480957, 47.470005]"
9703,Point,parking,"[19.1518115, 47.4684595]"
9704,Point,pub,"[19.3509664, 47.6047776]"
9705,Point,parking,"[19.0532216, 47.5324295]"
9706,Point,fuel,"[18.958944, 47.4517727]"
9707,Point,social_facility,"[18.974078, 47.5296026]"
9708,Point,kindergarten,"[19.0242289, 47.4280411]"
9709,Point,atm,"[19.1385216, 47.5448673]"
9710,Point,parking,"[19.0965378, 47.5683191]"
9711,Point,parking,"[19.1504606, 47.4702712]"
9712,Point,parking,"[19.1497002, 47.4685623]"
9713,Point,parking,"[19.1488893, 47.4690296]"
9714,Point,parking,"[19.1495288, 47.4697399]"
9715,Point,parking,"[19.1504203, 47.4697379]"
9716,Point,pharmacy,"[19.1104358, 47.468025]"
9717,Point,restaurant,"[19.1098594, 47.4679115]"
9718,Point,restaurant,"[19.2817582, 47.3844476]"
9719,Point,restaurant,"[19.2835236, 47.3839983]"
9720,Point,parking,"[19.1515149, 47.4696194]"
9721,Point,parking,"[19.1520529, 47.4698115]"
9722,Point,parking,"[19.1523752, 47.4691517]"
9723,Point,parking,"[19.1509191, 47.4685009]"
9724,Point,parking,"[19.0050529, 47.5291844]"
9725,Point,place_of_worship,"[19.3568433, 47.5814573]"
9726,Point,parking,"[19.356794, 47.581679]"
9727,Point,place_of_worship,"[19.0054722, 47.4826183]"
9728,Point,parking,"[19.086027, 47.499456]"
9729,Point,parking,"[19.3452279, 47.5907084]"
9730,Point,parking,"[19.256297, 47.4814285]"
9731,Point,police,"[19.2569328, 47.4815924]"
9732,Point,doctors,"[19.2569777, 47.4811373]"
9733,Point,kindergarten,"[19.386412, 47.5999394]"
9734,Point,parking,"[19.0081395, 47.5078203]"
9735,Point,parking,"[19.0085407, 47.5077646]"
9736,Point,parking,"[19.1449807, 47.5664381]"
9737,Point,parking,"[19.2949262, 47.6073813]"
9738,Point,parking,"[19.2175162, 47.5933316]"
9739,Point,parking,"[19.146443, 47.5654023]"
9740,Point,parking,"[19.1476916, 47.5662138]"
9741,Point,parking,"[19.2952011, 47.6062644]"
9742,Point,parking,"[19.2947537, 47.6077291]"
9743,Point,parking,"[19.2944974, 47.6060953]"
9744,Point,parking,"[19.1446408, 47.5664917]"
9745,Point,parking,"[19.2945146, 47.6074]"
9746,Point,parking,"[19.21755, 47.5927153]"
9747,Point,parking,"[19.2948585, 47.6060665]"
9748,Point,parking,"[19.2937946, 47.6070262]"
9749,Point,parking,"[19.2174433, 47.592667]"
9750,Point,parking,"[19.1472343, 47.5660356]"
9751,Point,parking,"[19.1472133, 47.5658639]"
9752,Point,parking,"[19.2950527, 47.6058604]"
9753,Point,parking,"[19.3916933, 47.6122549]"
9754,Point,parking,"[19.2957446, 47.6065236]"
9755,Point,parking,"[19.217524, 47.5932817]"
9756,Point,parking,"[19.1451226, 47.5669966]"
9757,Point,parking,"[19.146985, 47.5664886]"
9758,Point,parking,"[19.1475558, 47.5664362]"
9759,Point,parking,"[19.1462698, 47.5674671]"
9760,Point,bank,"[19.0775249, 47.5575551]"
9761,Point,parking,"[19.2863508, 47.501298]"
9762,Point,parking,"[19.202292, 47.4134328]"
9763,Point,car_wash,"[19.2065715, 47.4167353]"
9764,Point,fast_food,"[19.2013579, 47.4136403]"
9765,Point,parking,"[19.2072631, 47.4162076]"
9766,Point,parking,"[19.1084101, 47.5207069]"
9767,Point,parking,"[19.1089523, 47.5800986]"
9768,Point,parking,"[19.0898969, 47.572543]"
9769,Point,parking,"[19.0774263, 47.5577964]"
9770,Point,fast_food,"[19.0784364, 47.5581821]"
9771,Point,parking,"[19.078465, 47.5583228]"
9772,Point,parking,"[19.0782416, 47.5582611]"
9773,Point,parking,"[19.0981832, 47.5746521]"
9774,Point,parking,"[19.0846462, 47.5739743]"
9775,Point,parking,"[19.0848857, 47.5735268]"
9776,Point,parking,"[19.0832535, 47.5742899]"
9777,Point,parking,"[19.0839338, 47.5740822]"
9778,Point,parking,"[19.1222512, 47.6231296]"
9779,Point,parking,"[19.1216304, 47.6218845]"
9780,Point,school,"[19.1011006, 47.4687763]"
9781,Point,school,"[19.0539972, 47.491136]"
9782,Point,drinking_water,"[18.8871039, 47.5830079]"
9783,Point,school,"[19.124756, 47.4677561]"
9784,Point,hospital,"[19.1015316, 47.5199198]"
9785,Point,parking,"[19.0316436, 47.4255748]"
9786,Point,fast_food,"[19.0221411, 47.564441]"
9787,Point,parking,"[19.02202, 47.5645724]"
9788,Point,parking,"[19.0333771, 47.4249478]"
9789,Point,parking,"[18.966062, 47.5022309]"
9790,Point,kindergarten,"[18.9603221, 47.4961203]"
9791,Point,toilets,"[18.9596318, 47.4968171]"
9792,Point,veterinary,"[19.0391067, 47.4248314]"
9793,Point,restaurant,"[19.0383108, 47.4261367]"
9794,Point,restaurant,"[19.038257, 47.4262341]"
9795,Point,clinic,"[19.0447468, 47.5863938]"
9796,Point,parking,"[19.0387154, 47.4218966]"
9797,Point,parking,"[19.0369911, 47.4206013]"
9798,Point,parking,"[18.9270553, 47.3855978]"
9799,Point,parking,"[18.9267551, 47.386206]"
9800,Point,kindergarten,"[18.9756796, 47.5115177]"
9801,Point,social_facility,"[19.2767539, 47.4689568]"
9802,Point,parking,"[18.9178191, 47.376446]"
9803,Point,parking,"[18.9183091, 47.3760435]"
9804,Point,fountain,"[18.9203362, 47.3771273]"
9805,Point,school,"[19.0450079, 47.5404447]"
9806,Point,parking,"[19.1670537, 47.6200123]"
9807,Point,social_facility,"[19.1388267, 47.4852785]"
9808,Point,social_facility,"[19.1410557, 47.4935091]"
9809,Point,parking,"[19.0384626, 47.4182111]"
9810,Point,parking,"[19.0368851, 47.4192495]"
9811,Point,parking,"[19.0373863, 47.418914]"
9812,Point,parking,"[19.0400002, 47.4167774]"
9813,Point,parking,"[19.0395676, 47.416786]"
9814,Point,arts_centre,"[19.0402852, 47.4158439]"
9815,Point,parking,"[19.0396587, 47.4154078]"
9816,Point,parking,"[19.036479, 47.4150886]"
9817,Point,parking,"[19.0354132, 47.4157807]"
9818,Point,parking,"[19.0359626, 47.4157222]"
9819,Point,parking,"[19.0350692, 47.4163059]"
9820,Point,place_of_worship,"[19.1243388, 47.5347068]"
9821,Point,social_facility,"[19.0775741, 47.520589]"
9822,Point,social_facility,"[19.0181995, 47.4669275]"
9823,Point,parking,"[19.0365387, 47.4142718]"
9824,Point,parking,"[19.0366837, 47.4141022]"
9825,Point,place_of_worship,"[18.9985301, 47.4060075]"
9826,Point,community_center,"[19.1969881, 47.607352]"
9827,Point,social_facility,"[19.1021341, 47.4580714]"
9828,Point,social_facility,"[19.0980821, 47.4659985]"
9829,Point,parking,"[19.0275137, 47.4134553]"
9830,Point,cafe,"[19.2557578, 47.4801437]"
9831,Point,theatre,"[19.255165, 47.49215]"
9832,Point,school,"[19.0093747, 47.5312524]"
9833,Point,parking,"[18.9222759, 47.4198997]"
9834,Point,parking,"[18.9212445, 47.4212091]"
9835,Point,parking,"[18.8991214, 47.4535819]"
9836,Point,fast_food,"[19.1147324, 47.5363105]"
9837,Point,community_centre,"[19.1221521, 47.5335142]"
9838,Point,place_of_worship,"[18.9151707, 47.4280803]"
9839,Point,place_of_worship,"[18.9254965, 47.4357151]"
9840,Point,place_of_worship,"[18.9139313, 47.4353282]"
9841,Point,place_of_worship,"[18.9143879, 47.4281423]"
9842,Point,place_of_worship,"[18.9262956, 47.4350512]"
9843,Point,fountain,"[18.9160718, 47.4307051]"
9844,Point,school,"[18.9388516, 47.3886304]"
9845,Point,school,"[18.9306762, 47.3911969]"
9846,Point,school,"[18.9277888, 47.3906067]"
9847,Point,parking,"[18.9153094, 47.4372285]"
9848,Point,police,"[18.915168, 47.437408]"
9849,Point,townhall,"[18.9149074, 47.437257]"
9850,Point,post_office,"[19.1259747, 47.5355537]"
9851,Point,fuel,"[19.12153, 47.5261845]"
9852,Point,pharmacy,"[19.1130475, 47.5208608]"
9853,Point,place_of_worship,"[19.3986684, 47.585652]"
9854,Point,place_of_worship,"[19.3872509, 47.5921345]"
9855,Point,place_of_worship,"[19.0252092, 47.465955]"
9856,Point,pub,"[18.9132878, 47.4323956]"
9857,Point,parking,"[19.0233689, 47.4209421]"
9858,Point,parking,"[19.0232757, 47.4215095]"
9859,Point,pub,"[18.9171154, 47.4313393]"
9860,Point,kindergarten,"[18.9152352, 47.4343151]"
9861,Point,parking,"[18.9142123, 47.4304891]"
9862,Point,parking,"[18.917212, 47.429131]"
9863,Point,pharmacy,"[18.9601642, 47.462231]"
9864,Point,parking,"[18.9603107, 47.4622029]"
9865,Point,parking,"[18.961799, 47.4613044]"
9866,Point,parking,"[18.9604805, 47.4638954]"
9867,Point,parking,"[18.9594754, 47.4623134]"
9868,Point,parking,"[18.9609078, 47.463104]"
9869,Point,parking,"[18.9596319, 47.4615414]"
9870,Point,community_centre,"[19.3968463, 47.5981272]"
9871,Point,pub,"[18.9294211, 47.42885]"
9872,Point,kindergarten,"[19.026085, 47.4515226]"
9873,Point,community_centre,"[19.0212584, 47.4506257]"
9874,Point,kindergarten,"[19.0211119, 47.449687]"
9875,Point,swimming_pool,"[18.9271716, 47.4430586]"
9876,Point,swimming_pool,"[18.9285043, 47.4418247]"
9877,Point,swimming_pool,"[18.9257226, 47.443342]"
9878,Point,parking,"[19.0210785, 47.419127]"
9879,Point,parking,"[19.028834, 47.5053668]"
9880,Point,animal_shelter,"[18.9532458, 47.443432]"
9881,Point,parking,"[19.053199, 47.5965579]"
9882,Point,parking,"[19.0360867, 47.4991689]"
9883,Point,fuel,"[19.3447526, 47.5871624]"
9884,Point,parking,"[18.9282725, 47.591563]"
9885,Point,parking,"[18.9275163, 47.5913051]"
9886,Point,parking,"[18.9279055, 47.5908009]"
9887,Point,parking,"[18.9276392, 47.591927]"
9888,Point,childcare,"[18.9416165, 47.5849081]"
9889,Point,cafe,"[18.8688821, 47.5298078]"
9890,Point,parking,"[18.8689573, 47.5298376]"
9891,Point,parking,"[19.0589989, 47.4784142]"
9892,Point,parking,"[19.0584276, 47.4781281]"
9893,Point,parking,"[19.056373, 47.4788637]"
9894,Point,parking,"[19.3432656, 47.488163]"
9895,Point,parking,"[19.1168502, 47.4735324]"
9896,Point,parking,"[19.0586027, 47.4775181]"
9897,Point,hospital,"[19.0779967, 47.4838805]"
9898,Point,parking,"[19.0441808, 47.4832133]"
9899,Point,parking,"[19.0442577, 47.4835063]"
9900,Point,hospital,"[19.0752273, 47.5007542]"
9901,Point,university,"[19.050156, 47.5008753]"
9902,Point,place_of_worship,"[19.0408271, 47.4630434]"
9903,Point,parking,"[19.0544789, 47.5635291]"
9904,Point,cafe,"[19.0538717, 47.5624873]"
9905,Point,parking,"[19.053534, 47.5624824]"
9906,Point,parking,"[18.9457168, 47.5213063]"
9907,Point,parking,"[18.9462879, 47.5195177]"
9908,Point,parking,"[18.9455, 47.5220678]"
9909,Point,place_of_worship,"[19.1169748, 47.4742467]"
9910,Point,parking,"[19.1117012, 47.4713644]"
9911,Point,community_centre,"[18.9891786, 47.4988996]"
9912,Point,place_of_worship,"[18.9902503, 47.5015315]"
9913,Point,community_centre,"[18.9946937, 47.5126232]"
9914,Point,parking,"[19.1746523, 47.4627401]"
9915,Point,fast_food,"[19.1770227, 47.4588591]"
9916,Point,pub,"[19.1769485, 47.4583714]"
9917,Point,restaurant,"[18.9382636, 47.520537]"
9918,Point,hospital,"[18.9307983, 47.5219159]"
9919,Point,parking,"[18.9314698, 47.5228114]"
9920,Point,parking,"[18.9346454, 47.5223508]"
9921,Point,school,"[19.0346555, 47.5007771]"
9922,Point,parking,"[18.9423738, 47.5278447]"
9923,Point,parking,"[18.943216, 47.5274952]"
9924,Point,kindergarten,"[18.97398, 47.5195147]"
9925,Point,parking,"[18.9727825, 47.5203365]"
9926,Point,parking,"[19.0672743, 47.5967478]"
9927,Point,doctors,"[19.106271, 47.5285643]"
9928,Point,fuel,"[18.9363933, 47.3896283]"
9929,Point,restaurant,"[19.1293904, 47.5482946]"
9930,Point,parking,"[18.8825779, 47.44366]"
9931,Point,restaurant,"[18.9319947, 47.3661591]"
9932,Point,parking,"[18.907193, 47.3734043]"
9933,Point,parking,"[18.9062079, 47.3728679]"
9934,Point,parking,"[18.9068153, 47.3739855]"
9935,Point,parking,"[18.9070817, 47.3735389]"
9936,Point,parking,"[18.9067041, 47.3741213]"
9937,Point,parking,"[18.9065989, 47.3742614]"
9938,Point,parking,"[18.9064879, 47.3743978]"
9939,Point,parking,"[18.9069326, 47.3738462]"
9940,Point,parking,"[18.9073007, 47.3732627]"
9941,Point,parking,"[18.9063823, 47.3745367]"
9942,Point,parking,"[18.9070257, 47.3736912]"
9943,Point,place_of_worship,"[18.9592906, 47.5471303]"
9944,Point,restaurant,"[18.9943005, 47.5126549]"
9945,Point,fuel,"[18.9218167, 47.5142939]"
9946,Point,restaurant,"[18.9214617, 47.5146845]"
9947,Point,fuel,"[19.1042032, 47.4684894]"
9948,Point,parking,"[19.119113, 47.5048873]"
9949,Point,parking,"[19.1149254, 47.5063499]"
9950,Point,university,"[19.1116626, 47.4941056]"
9951,Point,kindergarten,"[18.9652537, 47.5427708]"
9952,Point,kindergarten,"[18.9652889, 47.5431173]"
9953,Point,parking,"[18.9208619, 47.373044]"
9954,Point,doctors,"[18.9216475, 47.373469]"
9955,Point,pub,"[18.9185483, 47.3747429]"
9956,Point,school,"[19.0180678, 47.4844859]"
9957,Point,parking,"[19.1614577, 47.4198319]"
9958,Point,parking,"[19.1590556, 47.4215068]"
9959,Point,parking,"[19.1603774, 47.4226376]"
9960,Point,parking,"[19.1624775, 47.4209263]"
9961,Point,kindergarten,"[19.0332801, 47.4143975]"
9962,Point,kindergarten,"[19.035732, 47.4241547]"
9963,Point,fast_food,"[19.1100743, 47.4707164]"
9964,Point,fast_food,"[19.1102427, 47.4706597]"
9965,Point,pub,"[19.1100347, 47.4705854]"
9966,Point,fast_food,"[19.1111934, 47.4705474]"
9967,Point,school,"[19.2497397, 47.4080366]"
9968,Point,school,"[19.2502493, 47.4079548]"
9969,Point,school,"[19.2497843, 47.4083219]"
9970,Point,restaurant,"[19.248734, 47.409084]"
9971,Point,pub,"[19.2471284, 47.4090383]"
9972,Point,pharmacy,"[19.2476987, 47.4083649]"
9973,Point,parking,"[19.1101777, 47.4607072]"
9974,Point,parking,"[19.1109944, 47.4603546]"
9975,Point,dentist,"[18.9402068, 47.3959713]"
9976,Point,place_of_worship,"[18.9229158, 47.373206]"
9977,Point,school,"[18.9214495, 47.3726129]"
9978,Point,kindergarten,"[18.9103947, 47.3868699]"
9979,Point,place_of_worship,"[19.0539691, 47.5007817]"
9980,Point,parking,"[19.1417444, 47.5426943]"
9981,Point,community_centre,"[19.1415147, 47.5408829]"
9982,Point,restaurant,"[19.1945015, 47.5122004]"
9983,Point,parking,"[19.1794493, 47.5089348]"
9984,Point,fuel,"[19.1033953, 47.4677294]"
9985,Point,dentist,"[19.3318168, 47.4898539]"
9986,Point,car_wash,"[19.3178482, 47.4921704]"
9987,Point,bar,"[19.3380049, 47.4908466]"
9988,Point,parking,"[19.1285118, 47.521211]"
9989,Point,fast_food,"[19.1282322, 47.5213616]"
9990,Point,social_facility,"[19.0054108, 47.501397]"
9991,Point,school,"[19.0024138, 47.4988685]"
9992,Point,hospital,"[19.1036935, 47.5579554]"
9993,Point,kindergarten,"[19.1027436, 47.5597499]"
9994,Point,university,"[19.1017472, 47.558636]"
9995,Point,kindergarten,"[19.0983681, 47.5579958]"
9996,Point,kindergarten,"[19.096347, 47.5575973]"
9997,Point,school,"[19.0949243, 47.5577546]"
9998,Point,kindergarten,"[19.0979553, 47.5587517]"
9999,Point,parking,"[19.1065607, 47.5610803]"
10000,Point,parking,"[19.1057567, 47.5607707]"
10001,Point,parking,"[19.1064049, 47.5617567]"
10002,Point,kindergarten,"[19.0929643, 47.5581708]"
10003,Point,school,"[19.0916509, 47.557921]"
10004,Point,kindergarten,"[19.08993, 47.5579628]"
10005,Point,school,"[19.0905996, 47.5580086]"
10006,Point,school,"[19.0882098, 47.5581371]"
10007,Point,school,"[19.0871835, 47.5585014]"
10008,Point,school,"[19.0992987, 47.5676967]"
10009,Point,school,"[19.2533317, 47.4751631]"
10010,Point,school,"[19.2533918, 47.4760553]"
10011,Point,community_centre,"[19.2460954, 47.4808121]"
10012,Point,parking,"[19.1392815, 47.540328]"
10013,Point,parking,"[19.1228647, 47.5618794]"
10014,Point,parking,"[19.033346, 47.5031958]"
10015,Point,parking,"[19.0288408, 47.504121]"
10016,Point,parking,"[18.8875406, 47.4012117]"
10017,Point,doctors,"[19.1629326, 47.4701142]"
10018,Point,parking,"[19.0172696, 47.4134143]"
10019,Point,fire_station,"[19.0174251, 47.4139949]"
10020,Point,fire_station,"[19.0170277, 47.4139386]"
10021,Point,place_of_worship,"[18.992059, 47.500121]"
10022,Point,parking,"[19.1011199, 47.4307451]"
10023,Point,parking,"[19.1006446, 47.431236]"
10024,Point,fuel,"[18.8934025, 47.4606126]"
10025,Point,parking,"[19.0525222, 47.4919517]"
10026,Point,place_of_worship,"[18.9879816, 47.5071442]"
10027,Point,courthouse,"[19.1456598, 47.4591006]"
10028,Point,post_office,"[19.1331619, 47.4530294]"
10029,Point,post_office,"[19.1290272, 47.462886]"
10030,Point,kindergarten,"[18.9991294, 47.4889264]"
10031,Point,restaurant,"[19.1258109, 47.4576486]"
10032,Point,school,"[19.0939058, 47.4511828]"
10033,Point,parking,"[19.1077746, 47.460009]"
10034,Point,fast_food,"[19.1089529, 47.4603749]"
10035,Point,fuel,"[19.1097476, 47.4595441]"
10036,Point,parking,"[18.9427461, 47.4054123]"
10037,Point,school,"[18.970869, 47.5111432]"
10038,Point,parking,"[18.9181226, 47.390835]"
10039,Point,school,"[18.9741224, 47.4980752]"
10040,Point,parking,"[18.9103229, 47.3956717]"
10041,Point,parking,"[18.9145299, 47.393423]"
10042,Point,parking,"[18.9128797, 47.3945537]"
